time jobId jobSize runtime tasks user
35849 126 2 636 346;927 9
35907 127 2 780 454;1105 2
35925 128 5 810 761;580;507;993;1208 1
36059 129 3 592 942;268;565 2
36174 130 8 435 199;308;167;986;510;419;811;82 8
36242 131 6 567 1025;532;430;622;210;584 2
36312 132 4 596 405;737;482;760 1
36371 133 2 440 173;706 1
36531 134 2 794 605;984 10
36832 135 6 806 1123;1151;458;837;571;695 19
36888 136 2 392 443;340 1
37039 137 3 319 140;683;134 1
37384 138 8 839 714;616;1214;661;468;1304;1399;337 11
37541 139 7 580 1021;203;162;732;896;807;237 12
37568 140 5 750 525;817;648;1091;667 29
37745 141 3 530 399;111;1079 1
37753 142 4 593 287;1015;489;582 2
37905 143 3 493 198;559;722 8
38139 144 6 715 896;542;566;550;985;753 1
38441 145 2 982 1029;935 3
38468 146 5 754 759;140;678;1065;1130 1
38479 147 2 838 815;860 31
39049 148 2 850 888;813 1
39058 149 3 416 430;629;190 1
39111 150 14 677 416;996;477;1068;447;195;112;1039;1203;607;1138;527;849;404 1
39241 151 5 474 111;452;1191;269;349 2
39261 152 6 884 1239;100;663;1279;1312;708 10
40157 153 2 717 850;584 1
40208 154 5 597 644;792;561;458;531 2
40507 155 2 562 829;294 1
40532 156 7 766 452;340;1163;604;1440;851;510 2
40541 157 2 240 338;142 1
40896 158 2 736 1061;410 1
40903 159 3 649 471;448;1029 1
40915 160 15 595 1287;171;245;671;851;1245;73;595;941;494;382;231;634;649;450 7
41166 161 1 441 441 11
41198 162 3 601 740;774;289 16
41276 163 2 796 471;1122 4
41389 164 2 523 355;691 4
41547 165 2 508 503;512 53
41868 166 1 168 168 8
41887 167 3 599 990;481;326 1
41936 168 2 714 669;758 4
42097 169 10 658 1162;751;283;407;735;129;584;759;1266;500 2
42244 170 36 661 891;1172;926;379;361;940;734;444;401;444;661;586;506;769;1049;727;1236;1172;353;854;261;1422;494;418;383;335;278;948;84;483;508;985;583;860;748;389 290
42394 171 2 632 826;438 1
42423 172 3 780 762;427;1150 24
42696 173 2 372 313;431 1
42913 174 2 401 265;537 1
42928 175 7 720 722;663;1139;1035;341;455;682 1
42954 176 2 776 454;1097 2
42983 177 11 736 428;598;837;492;82;1062;1089;1170;862;891;587 17
43906 178 12 719 1353;723;588;886;1191;655;1208;85;815;276;589;258 54
43998 179 4 430 317;615;356;433 1
44354 180 2 370 395;346 29
44365 181 3 442 442;455;430 130
44501 182 5 556 203;497;830;401;849 2
44539 183 1 808 808 241
44754 184 2 465 492;438 3
45334 185 3 775 1058;560;706 43
45344 186 2 514 785;243 80
45368 187 6 648 753;375;1141;81;633;904 3
45508 188 15 691 111;659;1167;729;374;467;312;1228;651;547;605;818;302;1301;1099 1
45708 189 1 1303 1303 333
45818 190 2 542 345;740 1
45920 191 5 798 528;729;937;498;1299 1
46161 192 6 612 865;852;95;345;970;547 71
46477 193 19 670 1154;678;344;839;588;193;488;1003;1240;154;252;733;1266;1091;1003;281;858;373;184 115
46636 194 4 690 586;1025;448;703 4
46725 195 3 395 495;307;383 10
46961 196 2 607 240;974 12
47066 197 3 441 283;334;705 5
47084 198 3 926 1285;739;754 292
47265 199 3 377 154;444;532 2
47448 200 15 790 830;531;943;484;958;918;950;255;1087;549;731;606;906;1070;1029 4
47484 201 5 829 941;646;896;624;1036 2
47602 202 1 456 456 1
48787 203 4 731 834;476;906;709 1
48986 204 7 629 659;294;933;548;1225;382;363 6
49315 205 3 1096 961;1320;1006 1
49390 206 6 733 1303;429;478;545;531;1110 26
49554 207 2 498 724;273 41
51331 208 2 772 917;628 1
51488 209 4 781 1077;209;867;970 5
51694 210 3 547 598;302;740 1
51715 211 8 644 895;138;1053;568;627;371;347;1153 7
51850 212 3 577 314;1210;207 8
52034 213 4 530 65;952;904;200 2
52047 214 2 568 514;622 1
52168 215 1 385 385 21
52400 216 7 655 556;1482;713;452;346;407;628 3
54022 217 3 562 737;333;616 1
54041 218 6 886 697;301;902;1411;1008;997 34
54156 219 4 508 469;1335;79;147 3
54376 220 2 770 152;1387 6
54660 221 2 574 609;538 1
54837 222 3 392 492;370;314 4
54864 223 2 540 900;180 260
55769 224 6 582 449;1220;813;67;656;288 160
56070 225 3 751 703;846;703 1
56106 226 2 528 602;453 268
56225 227 1 606 606 2
56279 228 3 932 385;1262;1150 2
56585 229 1 499 499 10
56742 230 12 670 675;1063;242;669;628;1008;820;1098;507;192;323;809 1
57077 231 1 905 905 1
57093 232 3 910 1007;592;1130 296
57502 233 2 386 518;254 1
57647 234 4 1138 1206;1233;1324;787 4
58120 235 6 477 324;714;246;213;492;875 116
58194 236 5 844 579;1003;833;884;922 10
58323 237 2 794 794;795 4
58409 238 2 822 1242;403 9
58449 239 2 956 684;1227 1
58632 240 3 637 759;776;375 5
58644 241 43 598 519;621;819;541;878;631;305;411;173;1205;928;242;929;201;298;313;839;163;1317;597;707;434;396;739;336;416;721;583;622;1008;339;453;752;160;186;489;594;743;917;1136;799;561;687 19
59835 242 19 722 632;385;946;616;762;661;389;183;983;348;423;404;1290;1263;1141;657;802;867;972 9
59949 243 3 445 466;369;499 5
59971 244 1 457 457 1
60538 245 3 517 319;752;481 5
61122 246 4 728 480;713;409;1310 1
61205 247 1 1137 1137 88
61257 248 1 399 399 1
61333 249 4 346 621;253;265;243 31
61378 250 1 1076 1076 1
64052 251 2 562 597;528 249
64351 252 2 459 560;358 3
64363 253 4 538 492;785;624;250 2
64388 254 5 681 529;853;502;360;1161 1
64712 255 4 532 458;632;862;174 1
64893 256 2 614 711;516 2
64914 257 5 482 560;751;91;302;707 6
64934 258 3 467 434;646;320 4
65546 259 5 695 190;611;1047;1041;585 2
65985 260 3 1034 1203;1218;681 4
66061 261 5 932 1070;1061;1027;1171;332 2
67583 262 1 731 731 13
67943 263 1 693 693 197
68173 264 2 696 486;906 3
68690 265 5 1010 568;1369;1192;730;1189 1
69832 266 3 652 368;1403;186 1
70200 267 12 572 275;1052;377;260;294;454;467;478;634;624;1161;791 248
70346 268 2 1030 1042;1017 7
70566 269 6 528 372;162;740;831;561;499 16
70948 270 14 724 695;785;899;795;525;850;1024;1001;234;563;818;1041;357;549 2
71037 271 9 687 992;656;1077;498;915;690;238;378;737 7
71445 272 7 617 587;879;242;892;1060;75;583 1
72229 273 19 667 633;677;825;923;620;324;682;1322;597;644;1163;233;470;790;528;774;106;609;759 1
72690 274 3 675 852;360;813 1
76512 275 6 682 969;192;379;1188;762;600 3
76972 276 2 308 396;219 143
77106 277 3 638 322;598;993 23
77752 278 2 796 606;987 2
78002 279 2 787 1036;538 190
82417 280 12 614 580;237;449;681;1323;529;758;564;279;450;443;1077 3
82530 281 8 542 723;663;389;136;1057;185;725;461 1
82831 282 3 902 711;855;1141 54
83594 283 7 820 369;1093;891;1101;708;763;813 9
83944 284 9 637 411;375;758;562;672;1130;1416;334;75 2
85927 285 2 1162 1414;911 2
85956 286 10 684 495;830;1276;852;1042;401;405;379;775;388 7
86594 287 17 746 711;66;676;695;759;541;1097;844;730;1168;1096;350;802;756;769;802;820 1
