time jobId jobSize runtime tasks user
37219 132 8 625 600;506;233;311;725;82;423;928 1
34269 111 1 625 922 68
37719 137 3 625 384;218;1280 1
38858 140 3 625 426;563;186 1
39422 147 2 625 972;1185 1
39254 145 1 625 142 1
36584 127 3 625 676;446;647 10
40115 156 2 625 208;900 5
40134 157 2 625 1152;900 1
41385 164 2 625 585;550 1
39690 151 2 625 576;579 10
41905 168 2 625 616;1046 1
35332 119 1 625 396 7
41281 163 6 625 416;761;521;593;1308;658 1
43328 183 2 625 544;626 1
43303 182 2 625 405;851 1
43507 184 2 625 151;1094 1
43191 180 2 625 721;834 2
42762 177 2 625 622;880 1
40256 158 1 625 1086 1
42457 173 2 625 168;962 21
42189 170 3 625 841;811;968 1
41879 167 5 625 784;456;1050;863;466 1
44493 189 1 625 899 4
42290 172 1 625 852 3
40070 155 1 625 1023 3
44248 187 5 625 529;1490;526;380;985 1
38056 139 1 625 249 1
45025 190 4 625 1140;905;525;147 1
45338 194 8 625 699;360;675;913;210;396;702;1157 1
43134 179 1 625 1246 2
45985 200 2 625 77;701 2
45912 198 1 625 827 2
44397 188 1 625 614 4
45311 193 4 625 1190;779;652;195 14
45951 199 1 625 1341 1
46522 202 3 625 620;111;927 2
45379 195 19 625 765;425;411;368;1074;770;222;596;716;241;1146;954;1170;748;403;506;404;407;1134 3
43204 181 2 625 241;63 1
39171 143 50 625 107;676;712;483;805;567;713;429;338;313;733;706;1035;1055;797;628;1299;88;788;323;740;75;736;1027;229;413;764;230;1067;587;607;572;403;1219;395;516;976;402;406;1376;554;869;556;92;524;802;463;298;396;394 64
45710 196 5 625 733;635;650;388;726 2
39939 153 1 625 335 28
46723 204 4 625 502;174;395;1315 5
47377 207 5 625 237;363;445;512;615 3
48010 208 8 625 578;1118;276;267;523;494;644;692 42
47339 206 17 625 807;1252;948;378;804;112;329;562;483;1102;514;445;1244;106;420;1039;618 39
48830 214 2 625 491;345 1
48893 215 174 625 717;207;331;1162;479;329;827;1035;1374;955;814;1126;1092;454;235;1064;309;273;428;851;568;316;573;1155;722;705;1410;613;861;472;655;464;268;1059;681;254;564;840;788;308;641;526;790;1060;648;338;189;723;895;860;268;138;738;955;504;1087;1113;287;61;445;811;196;656;577;448;853;276;827;492;888;1421;689;782;384;230;726;232;531;392;1118;166;123;199;427;219;739;175;369;919;1136;809;1122;634;1157;487;507;713;989;450;582;235;275;201;731;848;279;286;929;792;829;400;124;515;268;769;488;566;555;1034;285;882;829;552;745;1155;1192;1083;495;946;387;674;672;1177;752;727;1307;1044;425;1155;682;349;287;744;647;336;908;453;1229;354;679;683;463;348;378;1127;618;345;1125;749;570;1380;223;290;763;364;443;619;847;240;483;618;102;516;868 2
49463 219 3 625 1114;305;813 3
53216 228 2 625 1079;906 1
52876 226 1 625 158 3
53792 231 2 625 476;491 1
55525 241 1 625 233 2
53872 233 3 625 269;91;850 9
54935 236 1 625 79 1
55637 243 5 625 924;833;342;1178;1005 2
55323 238 3 625 903;336;937 2
55534 242 5 625 423;506;166;1366;1319 2
53490 229 2 625 1072;953 1
56588 244 2 625 160;757 57
58627 249 2 625 1018;201 5
56700 245 3 625 130;890;364 2
57694 247 2 625 457;584 5
48927 217 4 625 441;1176;548;105 3
63540 256 3 625 250;629;359 1
63775 258 12 625 280;860;628;601;862;368;528;366;790;254;212;162 1
63547 257 2 625 1090;510 1
64449 259 2 625 692;483 1
64531 260 1 625 965 1
64969 263 2 625 793;993 1
65720 267 3 625 359;886;691 1
63518 255 12 625 991;77;263;694;637;144;537;545;606;748;440;872 1
66186 270 3 625 147;833;735 1
66558 271 2 625 363;583 1
66017 269 10 625 775;875;968;486;1372;1475;679;771;158;242 7
67801 277 1 625 985 1
73159 288 3 625 752;225;1015 1
72888 286 1 625 216 19
72861 285 10 625 87;683;764;196;326;467;1068;247;216;424 1
79406 298 1 625 699 3
75382 290 2 625 589;679 1
80640 301 7 625 324;636;303;295;535;187;759 2
78787 296 1 625 691 1
79532 299 3 625 522;804;728 1
83049 306 3 625 129;802;913 2
79030 297 1 625 418 3
83547 307 2 625 170;750 4
84107 308 3 625 288;785;158 4
102432 317 1 625 406 25
105594 329 3 625 497;361;413 27
104994 321 3 625 329;443;123 2
105605 330 2 625 135;749 1
105370 324 2 625 1268;397 1
104953 320 2 625 1061;815 1
104866 319 2 625 1124;332 9
105399 325 10 625 445;384;364;1145;753;980;894;893;503;78 1
106338 336 2 625 781;485 1
105607 331 2 625 597;657 1
106276 335 1 625 752 2
106413 337 20 625 66;458;933;502;382;449;585;627;712;210;486;698;270;456;544;737;186;1027;453;413 6
108347 345 4 625 1188;109;1163;771 2
109463 356 2 625 471;267 2
105001 322 18 625 334;657;754;1086;626;658;1099;899;949;82;537;571;812;307;597;461;852;803 1
109372 354 1 625 167 8
106490 338 6 625 1302;1180;740;1072;665;205 2
109054 349 4 625 1195;646;601;430 1
109520 357 3 625 1140;861;632 2
111311 361 1 625 109 1
109394 355 8 625 778;539;1280;578;213;965;703;480 2
108664 347 15 625 667;670;1056;1046;167;897;560;910;1243;357;872;731;347;866;1025 11
112441 367 3 625 490;271;247 1
111719 362 5 625 769;381;1328;885;705 3
112423 366 2 625 808;239 1
111731 363 2 625 754;850 1
112530 368 2 625 717;639 1
113901 373 2 625 533;631 37
111207 360 6 625 671;990;705;638;494;405 3
112760 370 1 625 429 1
114774 377 1 625 81 3
108741 348 9 625 979;615;787;327;1009;299;990;758;533 1
112740 369 22 625 914;560;525;1262;377;1324;472;633;534;268;1346;566;594;917;780;873;763;429;718;594;629;252 37
114951 380 1 625 1040 2
114741 376 5 625 417;1205;913;607;1006 3
115111 383 1 625 325 1
116319 391 1 625 590 1
116887 395 4 625 505;589;274;280 1
115949 389 18 625 536;627;340;117;464;806;311;172;1206;510;878;1087;1181;184;576;347;1232;237 4
116335 392 3 625 543;670;742 8
114967 381 3 625 478;674;594 1
116991 398 4 625 559;856;1116;433 3
116905 396 3 625 897;795;278 1
114787 378 2 625 758;349 2
118264 406 2 625 834;226 1
114835 379 2 625 883;766 1
117727 401 7 625 637;935;171;1194;464;995;184 57
116657 393 1 625 159 1
118986 410 4 625 793;225;61;578 1
119585 413 3 625 532;122;768 2
117875 402 5 625 1387;172;705;196;618 2
117514 400 6 625 311;740;236;1216;629;152 2
120977 422 4 625 61;167;466;394 2
115638 386 7 625 577;859;545;166;588;213;621 55
116928 397 1 625 663 3
120147 416 14 625 157;528;98;123;489;1122;317;740;329;710;1121;721;734;140 1
119117 412 4 625 853;441;424;566 1
121006 423 2 625 296;947 1
119995 414 5 625 1498;1174;922;594;488 1
120657 419 1 625 170 6
120702 420 3 625 660;521;642 3
121472 428 4 625 308;864;578;489 3
120428 417 4 625 763;228;255;369 1
120099 415 1 625 887 3
115869 388 4 625 645;321;580;639 2
121253 426 2 625 1009;641 37
121888 432 3 625 347;315;112 1
123728 440 1 625 1080 5
124180 441 2 625 582;538 1
123576 438 3 625 720;1392;209 3
124891 449 3 625 74;141;491 1
123283 436 4 625 623;265;470;1036 2
123692 439 4 625 655;382;681;832 22
121457 427 11 625 460;475;101;896;866;845;659;251;672;394;546 2
121478 429 12 625 935;256;452;1401;97;989;800;371;1132;465;966;569 2
119056 411 9 625 352;704;554;642;294;441;918;1282;647 3
123259 435 5 625 448;252;708;255;599 2
124885 448 2 625 1239;1121 2
123092 433 1 625 1047 3
125452 454 1 625 380 26
126296 462 2 625 785;739 2
124873 447 12 625 1072;1411;626;425;832;735;242;467;1303;562;526;685 4
126310 463 5 625 885;162;511;671;909 1
126259 461 4 625 176;1060;187;946 1
125557 457 42 625 446;400;799;940;716;477;211;545;100;695;972;253;1032;1262;911;503;763;638;789;474;850;203;167;1161;312;317;106;1318;600;647;1004;119;424;1014;580;126;515;1473;1277;700;393;1101 1
125532 455 4 625 234;687;358;841 1
125900 459 4 625 1171;875;871;1062 1
124288 444 4 625 294;1113;968;495 1
124844 446 7 625 963;399;750;572;902;588;1150 2
128997 471 1 625 434 1
121495 430 6 625 329;813;529;800;340;182 7
125585 458 1 625 451 3
128888 470 1 625 269 1
130062 477 1 625 406 1
127762 465 17 625 789;661;615;65;286;610;300;340;650;766;98;217;197;533;686;1076;680 1
130102 479 2 625 756;389 1
128004 468 5 625 276;492;410;1131;706 11
130764 482 2 625 585;298 1
130070 478 3 625 240;767;325 2
129320 475 6 625 594;777;980;248;468;537 24
129208 474 2 625 827;298 2
131991 487 1 625 829 1
130954 484 4 625 989;379;803;85 1
134103 492 1 625 865 1
133542 490 6 625 711;369;1171;488;1084;369 1
134344 495 1 625 661 4
133433 488 5 625 998;443;1137;468;702 9
134270 494 1 625 919 1
137152 501 6 625 1143;520;245;600;493;779 1
137391 504 1 625 493 4
137025 500 9 625 825;297;175;140;156;638;1071;402;734 1
138042 506 9 625 853;952;889;807;608;880;794;880;89 1
134957 496 6 625 899;399;510;1139;1035;912 55
137288 503 35 625 1075;574;509;640;406;793;630;664;450;292;126;274;750;1084;1462;628;1424;106;550;908;387;577;761;717;479;1073;1225;494;309;486;890;339;1135;272;960 1
137274 502 1 625 1171 1
141497 515 2 625 746;891 1
141587 516 2 625 1122;410 1
141475 513 8 625 729;612;157;1233;688;219;430;335 1
135136 498 3 625 322;204;237 1
142042 518 4 625 683;769;390;378 2
141969 517 1 625 602 1
143245 521 2 625 710;1222 3
143752 525 2 625 975;924 1
144461 530 2 625 397;412 1
141486 514 11 625 964;548;432;867;424;104;731;633;680;922;802 28
130794 483 16 625 653;271;722;783;755;406;353;124;155;637;520;225;889;397;593;1070 4
144140 526 2 625 1052;681 1
145071 535 1 625 547 3
146097 539 2 625 606;421 1
146647 543 2 625 607;475 1
143704 524 2 625 1140;1253 6
144411 529 2 625 601;310 1
147990 549 2 625 959;364 1
144739 533 6 625 788;900;436;141;163;849 2
146056 538 17 625 846;542;586;894;999;769;115;540;707;895;312;1189;1029;100;332;531;1138 2
147521 547 16 625 950;151;464;472;856;662;62;1159;460;439;830;744;1361;1383;198;1026 1
150434 552 3 625 982;1439;363 2
146964 546 7 625 136;545;571;349;373;534;254 6
151569 554 6 625 618;649;605;717;502;1356 3
153199 556 7 625 512;648;1212;473;679;368;791 3
174797 568 2 625 86;1459 2
176011 572 6 625 1016;430;118;840;437;332 1
175507 570 4 625 139;802;630;1106 1
174671 567 20 625 678;1186;433;529;93;838;244;663;82;1081;586;1278;346;434;354;1452;366;778;501;1069 1
193790 573 3 625 494;397;946 42
195025 583 1 625 299 1
194741 580 5 625 543;757;1085;270;487 1
194524 579 1 625 929 2
194767 581 4 625 68;1118;1176;1078 4
196566 590 2 625 94;1065 25
195856 587 1 625 349 2
196303 588 3 625 509;773;1147 5
200449 612 1 625 347 1
198331 597 9 625 492;382;937;143;553;570;919;165;225 18
198755 602 2 625 271;892 2
199438 604 4 625 1074;77;522;1198 61
200368 610 1 625 1207 1
201385 621 3 625 592;438;144 1
200789 613 2 625 546;1344 1
200026 607 1 625 1223 8
201826 628 2 625 1118;475 1
201616 624 2 625 1023;807 1
201746 627 1 625 426 1
201098 619 4 625 507;282;689;92 1
198613 599 3 625 288;668;1232 7
204437 648 2 625 413;339 1
203763 640 1 625 345 2
204680 652 1 625 725 3
204418 647 4 625 1025;620;286;1213 4
201154 620 3 625 545;935;76 52
205040 654 1 625 222 2
204628 651 2 625 1034;1076 1
202624 633 1 625 346 1
204008 645 8 625 825;1463;1491;1226;901;1216;788;452 4
205768 661 4 625 293;463;955;523 1
206176 666 2 625 1097;906 1
207563 672 2 625 399;462 1
206230 667 9 625 486;665;855;211;440;965;1228;344;611 2
208203 675 1 625 559 1
205730 660 8 625 472;1056;867;969;312;872;298;561 6
204571 650 11 625 783;633;1016;545;674;304;1335;671;391;1492;1241 1
207980 674 1 625 944 16
208968 682 2 625 234;872 1
205691 658 2 625 1280;829 1
207295 669 2 625 700;756 1
208818 679 1 625 663 61
208827 680 3 625 268;351;1162 1
207971 673 1 625 132 3
209994 686 3 625 812;831;601 1
210244 689 1 625 974 1
210144 687 5 625 212;438;670;807;994 1
204926 653 3 625 149;746;358 13
211138 698 3 625 410;694;793 3
207433 670 5 625 162;587;652;593;778 61
212020 701 5 625 772;267;431;455;1391 1
212788 703 1 625 69 1
213008 706 2 625 408;129 1
209902 684 5 625 458;789;535;610;428 24
204102 646 12 625 793;297;1280;828;521;320;221;308;627;614;1242;620 1
213359 709 1 625 424 1
212009 700 1 625 261 1
213843 713 1 625 66 1
211916 699 1 625 325 4
213926 714 15 625 295;359;817;529;431;106;841;414;834;1127;870;832;974;321;384 3
214392 717 1 625 192 1
214438 719 10 625 277;568;983;507;642;905;984;287;588;1100 1
213326 708 3 625 929;384;384 1
214176 716 1 625 772 2
215149 722 2 625 961;1040 1
216530 732 2 625 473;404 1
212918 705 3 625 545;477;511 1
213722 711 5 625 687;601;927;990;365 1
216050 727 7 625 287;475;697;1077;346;1092;593 2
215967 726 1 625 74 1
215244 723 5 625 167;921;1272;915;639 1
216741 733 2 625 326;906 1
217220 737 2 625 617;727 3
214472 720 3 625 494;237;971 1
215366 724 3 625 981;697;1022 11
214432 718 11 625 726;1038;993;322;184;547;516;640;819;768;609 1
217403 739 3 625 1264;383;586 1
216790 734 5 625 602;743;1195;370;79 2
216937 735 3 625 468;638;312 1
218316 743 2 625 140;1022 1
218511 744 20 625 876;702;714;723;391;353;690;80;1055;1133;69;125;166;703;808;460;1269;462;684;974 1
214923 721 1 625 656 5
225311 756 3 625 770;698;462 1
221697 747 1 625 668 4
226296 760 2 625 730;696 7
226323 761 5 625 1077;1342;1237;216;665 1
228661 768 2 625 129;728 1
229182 769 4 625 973;223;975;1171 10
229471 771 1 625 658 9
230474 778 1 625 779 8
230489 779 28 625 319;782;469;71;508;533;279;933;808;926;263;369;436;521;195;186;348;315;354;741;1302;555;382;336;892;187;207;142 6
229269 770 4 625 315;758;592;550 3
234098 782 1 625 587 1
234512 786 1 625 148 4
235935 793 1 625 698 24
235774 792 4 625 70;121;702;736 4
235620 790 2 625 931;1181 24
234932 787 4 625 150;337;1319;941 7
240332 799 3 625 663;1003;337 1
229889 773 73 625 930;302;657;513;903;1381;120;379;647;175;1117;249;312;478;1446;468;733;925;447;517;850;652;785;278;392;775;590;804;415;200;123;376;476;277;382;601;1047;732;1157;551;174;116;947;257;1007;566;151;1001;275;608;1340;1111;1115;1283;451;389;591;644;564;742;876;524;490;1079;461;513;627;1220;694;167;463;1254;488 2
241295 803 3 625 590;140;562 7
242253 806 4 625 753;547;678;562 1
242456 808 1 625 994 39
242751 809 12 625 820;387;720;199;66;495;598;1284;1345;70;1243;961 6
243116 810 8 625 670;839;295;286;506;708;591;680 70
247879 816 1 625 1414 2
248845 821 4 625 1151;662;240;689 1
248041 817 23 625 1391;174;513;339;404;602;289;396;699;1116;484;1145;417;481;709;652;412;661;245;711;829;233;543 1
249422 823 7 625 939;763;292;1095;420;161;607 15
247592 814 62 625 1008;274;275;555;1191;474;736;595;840;1035;701;788;408;1096;783;472;1004;1079;471;431;569;1019;1213;1490;1228;911;283;607;272;517;585;441;519;1122;1108;714;528;1169;1014;686;420;1007;509;794;1094;1289;344;474;599;682;561;220;317;1074;738;673;911;736;817;1082;87;1188 2
278234 840 3 625 508;471;198 1
281785 853 1 625 718 3
281913 857 21 625 217;305;469;682;473;603;1165;587;94;533;270;275;304;634;828;224;762;251;1074;473;992 3
282701 862 1 625 360 1
281603 851 2 625 691;622 24
282123 861 22 625 482;792;670;997;531;594;515;601;338;603;357;495;959;1128;250;447;1342;519;450;285;305;269 36
283719 869 1 625 823 5
284764 879 1 625 740 1
284561 874 1 625 405 1
284712 878 4 625 314;316;1033;433 1
284603 875 1 625 270 2
283699 868 3 625 596;814;928 1
285155 881 2 625 993;829 2
283950 871 8 625 243;472;1381;1178;130;134;414;503 2
284653 876 2 625 427;541 6
288000 894 1 625 165 1
285030 880 2 625 1476;1178 1
287620 890 3 625 309;1028;121 6
287880 893 2 625 850;637 1
287681 891 5 625 555;213;91;285;972 1
287690 892 1 625 184 4
285765 885 2 625 174;314 2
286185 886 30 625 1423;748;241;463;580;980;548;322;278;305;415;418;228;1015;510;152;934;529;935;69;101;937;229;473;1050;1239;947;602;717;457 1
290030 911 2 625 95;362 1
289388 903 6 625 918;525;804;1338;701;191 1
280619 842 13 625 1387;822;660;388;200;150;333;864;896;410;488;603;917 10
289160 897 15 625 1034;230;339;363;739;219;1155;524;111;632;1003;137;134;446;651 6
290005 910 1 625 118 6
290726 916 3 625 359;1147;360 2
290349 913 4 625 551;288;1131;644 38
289297 902 23 625 1166;419;282;115;1091;751;658;91;379;677;583;676;860;1129;614;998;497;433;458;582;640;217;1099 1
289176 898 2 625 870;852 15
285503 884 1 625 742 24
290632 915 2 625 600;452 2
293766 926 3 625 1019;1171;986 17
291832 917 103 625 473;1389;1068;950;393;251;875;890;662;989;837;1035;1264;748;364;967;379;734;965;421;634;958;723;918;904;308;240;666;924;358;194;465;1197;603;872;452;1368;930;576;604;148;520;523;167;838;310;1322;258;385;746;138;342;193;152;316;340;982;515;689;364;138;716;240;984;422;391;924;269;500;1205;914;405;1459;1164;132;1008;817;504;1211;293;333;514;806;586;1163;599;310;1133;468;708;186;1490;721;815;795;142;378;1301;431;1111;192;567;139 2
292140 920 2 625 903;200 4
294618 935 9 625 224;247;785;528;734;690;92;996;553 1
294638 936 1 625 600 1
294251 930 7 625 643;591;1194;432;952;688;970 1
295321 938 1 625 200 1
295756 942 2 625 860;787 5
294574 934 2 625 585;302 24
296066 946 1 625 1025 1
294115 928 2 625 70;96 5
295659 941 3 625 693;299;648 2
295976 944 4 625 816;736;74;575 1
296822 951 2 625 723;633 1
295114 937 18 625 105;1392;864;339;534;1377;876;1297;447;803;445;822;630;166;225;476;508;752 1
296326 947 4 625 398;557;938;1136 1
295404 939 3 625 1479;924;512 2
297187 954 8 625 132;138;93;1340;747;277;442;179 3
298044 959 16 625 141;396;617;222;442;472;447;684;1160;557;248;198;459;779;1125;162 1
299989 960 18 625 233;279;380;560;1112;389;672;647;953;717;654;68;994;263;442;935;473;692 1
300164 963 3 625 775;1223;490 7
301061 967 3 625 837;658;626 1
300151 962 11 625 171;508;1035;384;102;279;995;343;925;139;849 1
301289 971 2 625 731;839 1
302264 977 2 625 686;711 3
303046 987 1 625 786 1
302222 976 11 625 968;81;488;298;653;895;565;450;805;693;1215 12
297967 956 2 625 765;395 3
303744 994 1 625 553 2
303003 986 1 625 336 12
301268 970 1 625 1320 12
303866 996 3 625 707;1352;881 8
303620 991 4 625 1049;542;926;464 2
301002 966 8 625 160;866;590;563;299;241;120;661 16
306454 1008 1 625 636 2
306145 1002 1 625 363 2
306853 1013 1 625 646 2
305641 1001 12 625 1100;841;941;531;511;1059;687;560;915;1304;1017;168 1
306434 1007 3 625 722;800;546 1
306657 1010 1 625 245 1
306423 1006 4 625 546;339;355;1243 1
306204 1003 3 625 767;621;184 12
308170 1021 1 625 522 1
307003 1015 2 625 73;332 5
307857 1018 7 625 782;655;879;719;740;800;819 1
307482 1016 6 625 399;244;1184;203;93;1249 1
307738 1017 2 625 665;1125 2
308405 1022 4 625 947;652;220;171 36
310194 1028 5 625 938;634;478;634;434 1
310166 1027 1 625 577 1
312041 1035 8 625 1033;413;632;431;498;977;788;1317 4
314554 1038 2 625 715;445 2
311834 1032 2 625 501;251 4
312009 1034 1 625 1017 3
315356 1040 38 625 1004;95;1128;873;945;228;353;431;1417;696;882;252;356;968;654;146;441;372;947;445;606;134;370;556;1315;467;521;819;711;679;315;1396;129;554;448;1122;880;1001 8
316991 1045 1 625 760 7
317892 1046 4 625 713;648;623;1172 1
316936 1044 1 625 126 2
319041 1050 1 625 169 2
323365 1058 1 625 354 5
323192 1056 2 625 217;675 1
323102 1054 2 625 904;598 1
322913 1053 19 625 620;261;909;749;704;890;224;357;917;1049;1447;979;343;693;791;851;119;63;608 1
325110 1064 1 625 483 23
326562 1070 7 625 1039;251;489;334;148;825;758 1
329082 1075 3 625 1360;816;783 4
329735 1080 1 625 567 2
327125 1071 7 625 77;1048;71;809;64;1143;138 5
329405 1077 4 625 401;482;173;803 38
328710 1074 3 625 400;760;636 4
332528 1083 2 625 388;102 2
333462 1084 7 625 162;129;511;393;1209;482;838 2
329094 1076 5 625 1063;332;161;91;700 4
335341 1088 1 625 446 1
336646 1091 1 625 1397 2
337785 1093 1 625 495 1
336820 1092 12 625 623;561;1099;61;424;153;636;433;776;815;975;710 1
323279 1057 4 625 123;915;346;1072 1
339075 1095 2 625 464;579 1
340091 1097 4 625 955;590;263;152 2
338044 1094 5 625 846;432;818;1049;186 2
342704 1103 1 625 437 13
348642 1105 3 625 784;154;837 1
350680 1109 2 625 609;833 1
348759 1106 31 625 547;274;302;1054;1108;318;1299;965;1093;265;645;559;164;263;484;312;730;661;96;615;632;672;667;520;960;360;1334;306;529;1181;871 1
351901 1110 3 625 1136;449;857 11
350483 1108 1 625 1017 13
356589 1116 2 625 703;1200 1
359227 1117 12 625 1095;190;736;948;1247;566;760;853;306;1121;836;596 11
361294 1119 6 625 592;1182;386;841;878;182 1
364585 1126 3 625 737;161;417 3
365041 1131 3 625 1042;205;984 4
364608 1127 8 625 310;173;275;410;1110;210;290;350 7
364554 1125 3 625 822;314;878 8
367457 1136 1 625 335 1
367038 1134 18 625 693;855;435;953;234;191;795;1177;342;759;1019;878;645;825;1242;255;922;1417 17
368972 1140 2 625 447;436 13
369228 1144 6 625 498;237;749;914;449;331 1
369105 1143 1 625 774 1
369478 1147 2 625 1321;608 1
370386 1155 1 625 237 1
369378 1145 1 625 949 1
369641 1150 7 625 256;382;596;469;679;701;624 1
369419 1146 2 625 561;520 5
369876 1154 6 625 406;186;753;911;544;603 4
371978 1158 4 625 1119;458;934;506 4
372941 1168 2 625 220;466 1
374067 1174 3 625 565;1114;1029 8
374006 1173 2 625 550;561 1
377945 1190 1 625 455 26
377934 1189 1 625 144 1
377662 1187 6 625 862;363;458;329;346;1035 1
378021 1192 2 625 925;454 1
377047 1184 5 625 336;1200;105;1000;441 46
378619 1193 5 625 982;710;788;364;446 2
379696 1197 8 625 866;1339;481;96;610;268;696;1090 1
380795 1204 2 625 382;491 1
380360 1203 4 625 885;553;1213;695 2
380937 1205 3 625 969;474;291 1
381739 1215 6 625 798;800;418;647;934;735 1
379769 1199 6 625 529;64;549;273;398;1049 1
381644 1214 1 625 146 4
380995 1206 4 625 835;298;671;416 29
382884 1221 3 625 166;550;325 1
377439 1185 40 625 601;900;483;959;772;509;455;139;511;1309;859;1049;143;377;632;517;1084;863;834;589;1229;272;1490;293;497;86;810;913;159;398;645;627;469;787;295;362;527;1208;524;94 3
382781 1220 1 625 999 1
382902 1222 4 625 1265;176;374;444 5
384515 1231 2 625 245;486 1
382284 1219 2 625 573;1106 25
378636 1194 5 625 599;292;590;656;542 4
384406 1230 3 625 313;1035;642 1
383308 1228 2 625 339;192 7
379518 1196 3 625 221;528;303 3
384658 1232 1 625 1343 1
385488 1235 5 625 738;1091;1409;666;708 1
385792 1239 2 625 774;188 6
383222 1226 2 625 506;937 12
385646 1237 1 625 255 10
381635 1213 4 625 717;900;1417;1003 5
383267 1227 6 625 968;465;491;1303;945;276 1
385815 1240 2 625 452;516 1
386302 1245 3 625 412;487;601 1
386791 1246 1 625 65 4
388681 1254 6 625 432;927;847;631;877;549 1
387477 1251 11 625 477;436;483;490;434;400;434;856;836;653;651 8
385551 1236 5 625 582;569;596;853;988 1
391273 1262 1 625 585 1
391343 1263 2 625 1080;215 1
391419 1265 4 625 359;843;1135;144 2
393525 1272 1 625 701 1
393945 1273 2 625 642;733 2
392705 1268 2 625 1135;1053 2
380161 1201 9 625 713;441;1259;679;599;412;668;771;489 42
394502 1275 11 625 1094;968;545;1172;847;424;415;766;324;608;124 11
396777 1283 2 625 1186;980 1
398567 1291 1 625 440 1
396949 1284 11 625 648;598;754;542;779;716;978;582;113;1225;277 4
397845 1290 6 625 1300;723;230;604;389;603 1
397011 1285 5 625 637;194;657;232;613 1
396355 1280 15 625 1118;93;115;486;503;324;1197;118;784;433;663;811;866;496;570 1
397234 1286 6 625 386;154;853;847;989;599 1
399129 1294 2 625 266;171 1
400724 1298 8 625 262;327;542;1234;893;301;673;757 22
398592 1292 1 625 96 44
400700 1297 1 625 384 1
402743 1303 5 625 522;472;986;1189;987 2
404282 1307 3 625 650;172;213 1
405645 1311 5 625 649;1020;741;414;330 1
404871 1308 9 625 529;465;571;1265;325;830;1081;1179;1168 1
402213 1301 2 625 355;606 1
406902 1314 1 625 806 5
406854 1313 4 625 850;463;166;1070 1
411090 1321 1 625 94 1
412839 1324 3 625 771;66;449 1
411547 1322 11 625 523;538;842;1100;743;628;365;716;905;811;903 1
416523 1332 1 625 97 1
417841 1334 6 625 984;225;732;677;200;515 1
418052 1335 6 625 754;343;794;1019;144;329 1
420962 1338 4 625 511;326;252;412 4
424546 1342 6 625 195;1373;395;190;94;633 3
426201 1349 10 625 361;491;692;1169;675;730;1037;507;920;977 1
426472 1350 17 625 689;524;127;309;552;96;627;1271;309;329;1090;115;843;840;443;601;424 2
428794 1353 3 625 605;523;418 1
424804 1343 2 625 1118;273 3
428859 1354 1 625 175 1
425674 1347 1 625 99 5
