time jobId jobSize runtime tasks user peer
25144 57 2 1146 1161;1132 17 86
25163 58 3 841 845;1124;553 3 14
25175 59 6 883 1217;958;742;366;783;1230 1 50
25364 60 251 898 214;1006;888;362;684;1652;501;217;1364;352;347;957;514;1345;585;603;756;1071;1576;681;1398;813;1065;178;353;1262;1200;1233;628;1626;1336;1029;1269;623;854;1548;1078;1063;1240;565;778;1055;1219;658;600;839;963;692;530;988;861;1529;952;1019;1273;502;716;331;529;840;374;524;1298;1525;588;624;633;1679;939;695;326;1518;430;1465;176;1210;350;1018;716;1310;729;1014;1416;1010;1011;1027;677;1181;1268;998;1291;1132;1340;1056;969;821;1319;876;336;481;685;892;498;1320;732;1153;239;721;810;429;945;554;1446;554;698;143;1357;1246;229;839;1447;1365;303;435;745;1355;736;1062;929;838;1343;1228;1343;1003;1205;1505;1243;818;295;1358;1161;820;820;1144;1060;1586;920;1576;538;538;999;338;1329;1082;876;1719;540;722;1314;1137;547;247;1291;963;998;1159;1360;679;885;918;1042;627;783;1271;907;165;67;245;1603;203;853;1437;536;330;789;562;389;789;1279;819;448;1320;1711;712;1270;1164;1682;711;651;1393;716;625;517;1003;846;799;865;924;1259;786;793;827;855;484;641;939;601;1523;1052;827;1323;512;183;1129;684;927;886;815;322;742;702;966;822;240;948;872;543;1106;590;1328;1446;1011;828;1735;1140;1534;841;750;878;395;1085 4 56
25761 61 16 763 592;945;1561;376;999;745;291;542;866;877;952;665;911;350;912;617 3 14
25876 62 3 623 587;743;539 3 14
25967 63 1 572 572 70 68
26012 64 3 961 1284;536;1062 1 50
26063 65 3 1037 1412;626;1073 5 74
26399 66 4 818 678;335;913;1347 12 30
26437 67 2 938 995;882 1 50
26515 68 3 889 1004;912;750 2 54
26523 69 27 1052 1338;876;559;1138;1709;1199;1586;571;919;1615;979;623;956;484;1046;1210;882;1093;738;1497;555;933;725;1615;1625;1130;816 1 50
26563 70 2 826 984;669 7 70
26589 71 5 857 523;1110;1221;1115;318 5 74
27137 72 2 1211 1556;866 10 26
27158 73 3 1329 1168;1332;1487 3 14
27209 74 3 1174 904;1345;1272 23 48
27252 75 5 1017 1188;976;1140;917;863 1 50
27332 76 2 490 128;852 1 50
27348 77 2 856 1275;438 1 50
27359 78 5 747 1185;174;1012;734;630 1 50
27387 79 5 1098 1111;574;1513;739;1553 1 50
27585 80 8 699 1093;1289;455;337;401;1006;602;406 2 54
27693 81 3 995 1204;571;1210 341 57
27708 82 24 922 986;956;1232;924;413;163;191;1390;665;845;1334;1423;747;1327;545;320;322;1582;908;1166;1206;1494;1105;874 1 50
27725 83 3 693 741;396;942 39 68
27776 84 22 844 1071;275;1044;858;626;669;1180;606;968;558;841;1172;1018;652;769;405;1403;183;1432;423;1027;1399 4 56
27982 85 2 446 511;381 8 94
33070 86 2 926 767;1085 21 2
33075 87 25 778 775;1102;838;431;793;313;1190;743;692;669;610;473;1104;129;1182;573;702;709;978;881;445;517;967;1053;1585 8 94
33385 88 3 883 599;991;1058 12 30
33427 89 5 1069 1358;851;1340;752;1045 6 81
33452 90 2 589 250;928 2 54
33513 91 12 990 1102;659;897;1720;629;1334;697;303;970;1494;1099;971 3 14
33520 92 3 1114 378;1485;1479 15 4
33894 93 1 542 542 2 54
33901 94 5 945 1002;616;1436;1110;559 11 92
34212 95 2 496 430;562 24 60
34409 96 23 895 598;962;1000;756;657;1628;583;308;801;1036;809;1496;674;1094;1185;1185;1419;648;993;630;804;403;924 1 50
34503 97 2 1425 1482;1368 2 54
34578 98 3 745 1199;595;440 1 50
34814 99 1 1248 1248 75 59
34821 100 3 831 484;444;1565 14 27
35073 101 2 1338 1289;1387 18 57
35090 102 7 1165 1372;1137;1008;1167;1098;1421;954 1 50
35268 103 2 824 1048;599 9 6
35314 104 2 761 765;757 8 94
35432 105 5 611 708;1195;230;217;707 10 26
35441 106 2 1266 835;1698 115 55
35445 107 5 964 1365;1081;724;604;1045 1 50
35706 108 2 848 1106;590 10 26
35930 109 3 957 978;1035;859 25 76
35948 110 2 950 1169;732 6 81
35963 111 3 580 602;519;620 1 50
35989 112 2 557 582;532 100 86
36027 113 3 936 772;1334;703 1 50
36205 114 1 881 881 1 50
37097 115 2 1112 1645;578 6 81
37142 116 2 633 750;516 8 94
37230 117 2 561 458;664 6 81
37285 118 4 1002 1070;817;1489;633 12 30
37738 119 15 949 1153;684;603;972;737;562;763;1085;1030;1335;1325;663;1246;848;1231 6 81
37765 120 5 1045 1470;975;615;658;1508 1 50
38157 121 3 484 838;134;479 3 14
38321 122 5 921 665;774;1475;493;1196 16 19
38365 123 1 730 730 1 50
38451 124 5 719 469;937;505;1285;399 24 60
38469 125 8 943 877;1055;1243;736;1092;701;938;899 24 60
38526 126 4 879 809;1096;526;1086 1 50
38589 127 1 1170 1170 51 93
38602 128 2 990 867;1114 56 19
38663 129 3 900 1164;414;1123 8 94
38835 130 3 663 792;360;836 1 50
38863 131 6 1102 1629;1338;883;1396;398;968 17 86
39010 132 9 731 90;1315;1447;154;739;620;730;808;680 4 56
39039 133 2 750 555;944 256 73
39187 134 1 933 933 4 56
39222 135 5 531 1079;204;498;281;592 187 13
39268 136 1 1185 1185 1 50
39280 137 2 916 1018;814 41 88
39373 138 3 936 660;1289;858 17 86
39389 139 3 823 604;477;1387 1 50
39408 140 9 902 711;1403;307;913;1390;1374;575;835;614 1 50
39589 141 5 806 370;992;895;789;984 1 50
39711 142 2 813 362;1264 2 54
39782 143 2 860 897;823 1 50
41773 144 6 1035 955;875;310;1531;1348;1191 15 4
41874 145 1 889 889 2 54
42031 146 6 984 1021;802;1203;773;1260;843 3 14
42056 147 4 1186 1560;466;1567;1152 11 92
42299 148 4 634 565;768;843;361 151 37
42411 149 2 958 967;950 2 54
42485 150 2 1230 1273;1186 6 81
42739 151 1 1107 1107 3 14
42784 152 18 1055 830;882;1097;1518;1388;1418;1252;1558;959;1132;1026;912;948;920;322;825;1210;797 35 16
42823 153 6 1084 1201;1038;402;1667;1146;1053 5 74
42850 154 5 917 748;612;791;1487;946 5 74
42931 155 3 726 780;824;574 1 50
42939 156 8 850 547;931;1033;555;1444;93;1003;1194 75 59
42941 157 5 1013 943;994;1586;623;918 1 50
45112 158 5 1029 1370;1288;963;837;685 13 34
45189 159 2 846 1368;323 1 50
45219 160 31 954 1186;1112;763;712;168;1006;1005;816;920;1353;1125;812;472;1639;1057;466;1271;570;1269;1381;1719;935;471;1138;1009;1324;714;1160;1117;69;820 1 50
46459 161 4 655 923;133;573;990 2 54
46748 162 3 1208 1481;601;1542 5 74
46766 163 1 543 543 1 50
46804 164 1 525 525 17 86
46841 165 5 798 809;277;418;891;1593 2 54
47137 166 4 1044 1033;1034;761;1350 1 50
47367 167 13 737 1150;446;911;776;715;171;597;601;826;644;775;794;1181 4 56
47620 168 92 926 849;906;564;780;976;495;262;1337;445;326;1160;1708;1071;1320;948;1022;1286;1044;680;676;1138;821;1256;1178;1327;1248;1366;142;1038;599;889;757;651;943;975;1135;657;279;607;989;1127;691;686;1479;740;490;1219;1021;528;551;848;765;1604;1074;1604;1059;1035;906;741;754;422;1193;1422;181;184;1053;1085;1065;1623;1215;149;920;951;1089;1343;346;536;1400;1398;1356;176;1192;1291;1160;1302;454;1420;703;968;1252;566;971 3 14
47670 169 8 852 837;1051;994;458;438;1114;1070;851 4 56
47685 170 2 638 127;1148 1 50
48935 171 5 1104 838;1307;1401;1362;610 1 50
48950 172 4 590 593;546;202;1019 357 85
49106 173 4 841 98;1394;1663;209 2 54
49158 174 7 947 1347;1109;343;996;1246;833;755 6 81
49195 175 7 944 935;693;862;549;1450;698;1424 1 50
49223 176 11 627 611;716;749;655;792;708;700;1125;62;259;518 1 50
49251 177 2 734 688;779 8 94
50029 178 3 1116 833;1230;1284 6 81
50151 179 3 827 716;1114;652 166 26
50189 180 2 452 587;318 3 14
50214 181 4 897 1306;696;772;815 5 74
50390 182 3 802 1166;368;872 3 14
50405 183 2 1434 1485;1382 316 28
50449 184 3 1090 1123;1264;882 5 74
50469 185 5 1000 917;535;1033;1511;1006 33 69
50602 186 5 956 430;1079;1590;898;783 4 56
50639 187 1 771 771 9 6
51021 188 2 753 1034;472 4 56
51044 189 10 835 581;433;479;1068;1007;712;821;526;1384;1343 2 54
51153 190 10 978 1149;1107;1277;1547;771;1044;833;621;436;999 29 86
51243 191 1 1525 1525 45 69
51267 192 2 1160 1174;1147 156 49
51432 193 2 738 892;585 1 50
51485 194 7 845 1121;937;1030;656;576;793;801 1 50
51765 195 52 807 424;791;1372;698;1085;960;680;468;904;580;1226;663;886;559;437;362;1337;811;966;692;924;539;871;943;1109;718;596;190;1539;1232;1220;1161;188;207;539;1141;671;1303;666;742;1397;480;415;560;1256;405;717;557;1089;668;1260;742 2 54
51801 196 10 845 937;1143;1305;1143;61;1329;439;877;224;992 339 22
51887 197 3 1073 614;1293;1313 27 62
51973 198 2 764 1105;422 2 54
52050 199 7 1015 1484;1234;665;664;1238;782;1036 301 32
52097 200 10 1008 1198;614;1027;524;1139;892;919;1663;952;1156 2 54
52195 201 13 968 712;1408;1444;1409;490;692;1214;980;1001;509;950;1145;627 2 54
52394 202 5 1159 1074;1049;1096;1118;1458 3 14
52556 203 3 783 624;625;1100 1 50
52604 204 2 1193 1270;1116 2 54
52800 205 64 839 491;849;1490;483;966;685;856;1400;404;573;1348;1364;1148;1194;222;850;995;476;912;881;946;530;450;1025;878;1030;944;893;1123;213;1155;985;1307;768;76;719;1023;378;844;1349;599;689;869;632;1262;674;833;908;1141;638;868;1211;761;921;1001;806;652;1525;614;249;614;1007;348;633 14 27
53030 206 2 1154 1132;1175 4 56
53057 207 5 866 852;965;605;1195;712 1 50
53318 208 3 769 1086;553;668 1 50
53400 209 3 1059 870;1233;1074 1 50
53470 210 2 986 743;1229 20 89
53615 211 4 618 767;531;688;488 64 18
54289 212 3 989 793;1120;1053 1 50
55256 213 13 862 626;1115;1082;771;444;847;851;949;1455;493;714;652;1206 22 25
55505 214 3 841 561;683;1279 7 70
56125 215 9 786 934;536;1534;475;780;267;975;916;655 2 54
56246 216 3 942 749;784;1292 23 48
56536 217 7 1207 1061;1243;1309;980;1089;1452;1316 2 54
56574 218 3 1150 1525;630;1295 1 50
57075 219 19 935 799;785;795;869;1049;1262;872;925;1019;800;1105;1210;596;1186;1687;266;946;508;1086 2 54
57326 220 3 939 482;1488;848 218 37
57448 221 1 996 996 1 50
57598 222 3 818 1047;438;970 2 54
57638 223 6 854 1119;92;1009;599;1304;1000 122 4
58234 224 8 966 936;760;852;1513;829;1280;683;873 1 50
58267 225 10 962 1088;489;104;538;1702;1703;1072;381;1390;1149 3 14
58607 226 5 867 785;1064;731;969;787 1 50
58828 227 2 1052 905;1200 125 18
58994 228 2 501 745;257 8 94
59009 229 2 1078 1018;1139 22 25
59667 230 5 890 368;1073;536;1238;1236 4 56
60562 231 2 1301 918;1684 1 50
60570 232 2 372 651;93 1 50
60707 233 3 1220 1036;1388;1237 1 50
60854 234 6 902 747;362;1053;1119;1010;1119 8 94
60962 235 5 815 778;1080;1188;493;537 5 74
60983 236 3 974 1266;1202;455 1 50
65904 237 2 587 907;267 1 50
65929 238 2 503 716;290 1 50
65996 239 1 588 588 1 50
66118 240 4 1006 1518;826;652;1029 1 50
66205 241 3 290 302;429;139 13 34
66326 242 15 994 614;619;1303;964;376;1476;633;708;1385;953;1501;1381;819;1071;1112 2 54
66345 243 2 1070 664;1477 38 29
66409 244 2 666 819;514 1 50
66492 245 6 692 694;284;920;1042;444;769 309 75
66672 246 3 1035 1260;1157;689 6 81
66988 247 1 1107 1107 3 14
68175 248 4 857 539;1540;557;791 14 27
68304 249 3 1181 1332;1478;733 94 97
68727 250 3 982 1038;1005;903 3 14
68742 251 1 1168 1168 1 50
68864 252 3 954 969;1379;515 68 23
69830 253 7 752 1046;464;408;636;520;1486;702 32 26
69856 254 3 823 697;1133;639 1 50
71218 255 1 664 664 1 50
71981 256 3 1237 1650;1035;1026 1 50
72037 257 6 788 741;650;759;426;1306;849 1 50
74485 258 2 320 407;234 3 14
74784 259 3 601 390;803;611 6 81
75216 260 2 750 975;526 6 81
75515 261 4 558 710;422;612;488 2 54
75892 262 3 776 454;1270;603 1 50
76378 263 2 608 458;757 34 68
76400 264 2 956 1061;852 2 54
76482 265 3 1172 761;1482;1272 2 54
76547 266 9 604 1056;1039;1274;143;360;240;470;243;607 1 50
77232 267 2 870 920;820 1 50
77411 268 7 841 978;1163;634;739;1670;325;377 1 50
77907 269 3 1146 1320;1149;968 127 11
78414 270 2 1055 1006;1104 7 70
79138 271 1 1520 1520 7 70
79240 272 1 758 758 1 50
79635 273 7 757 1033;1108;134;422;839;1093;667 7 70
80998 274 4 753 792;1642;312;266 1 50
81013 275 3 802 1592;545;270 3 14
81255 276 2 949 715;1183 1 50
81366 277 1 1414 1414 2 54
82928 278 1 762 762 3 14
83766 279 11 828 1394;1076;1208;469;434;667;785;785;727;757;809 3 14
83912 280 10 948 1472;1089;802;466;1083;1200;442;1398;1303;230 1 50
86601 281 4 1260 1721;1278;1284;759 2 54
86959 282 2 730 588;871 19 64
87292 283 2 748 649;846 17 86
87759 284 6 939 1351;253;813;1158;1013;1044 97 19
88080 285 10 821 967;479;294;1104;588;1191;1134;672;719;1060 11 92
88205 286 1 769 769 3 14
88362 287 7 859 474;776;1320;861;861;645;1076 16 19
88421 288 3 1142 1210;1246;970 11 92
91317 289 16 954 628;647;896;1410;1148;1208;606;1410;1541;1610;703;967;707;336;360;1079 1 50
91443 290 2 698 99;1298 2 54
91519 291 3 985 781;757;1418 95 66
91988 292 20 916 1138;1524;1240;656;1262;950;844;1072;933;677;158;224;1274;868;978;1294;1307;529;714;683 2 54
92102 293 4 472 383;453;381;669 16 19
92918 294 3 739 830;902;484 1 50
93525 295 4 1102 1057;691;1712;946 1 50
95486 296 3 948 1137;931;776 5 74
97838 297 2 784 567;1001 1 50
104356 298 2 950 725;1175 8 94
106219 299 1 934 934 3 14
106530 300 4 977 714;1190;988;1016 1 50
106558 301 3 873 504;588;1526 1 50
106651 302 3 870 667;1482;461 14 27
106830 303 23 952 1500;781;662;966;864;944;984;680;1003;142;1274;989;1685;459;1415;1312;1172;1029;738;904;979;692;730 1 50
106852 304 2 866 739;994 5 74
106862 305 30 824 1002;103;679;328;732;922;1111;1223;653;380;319;1269;403;1212;469;1035;1545;1348;454;486;603;1600;1214;566;1201;246;995;501;1403;716 5 74
106884 306 5 1196 934;1387;1486;1489;682 3 14
106910 307 13 889 1224;1154;527;456;1549;1318;770;360;980;590;609;812;1203 8 94
107004 308 40 776 1169;1020;1030;166;618;495;498;487;316;1113;152;911;1043;1113;1168;513;817;259;642;1100;1215;189;490;875;939;1097;1111;619;1105;1046;1192;933;778;1065;492;264;628;1389;481;514 1 50
107117 309 2 1018 1270;766 1 50
107173 310 2 1104 1116;1093 17 86
107206 311 2 918 1047;788 49 49
107428 312 3 1051 1314;973;866 2 54
107473 313 7 1026 827;1193;1703;1178;1020;785;479 17 86
108132 314 1 288 288 32 26
108196 315 2 1148 651;1645 4 56
108268 316 2 540 278;803 265 96
108446 317 5 950 566;1288;1140;1327;430 1 50
108478 318 1 1000 1000 1 50
108480 319 2 364 609;118 1 50
108568 320 2 436 760;111 4 56
109527 321 3 871 1280;472;860 1 50
109797 322 4 1020 606;1337;994;1141 1 50
110034 323 7 674 707;307;422;1471;163;143;1505 1 50
110061 324 4 834 1278;699;1030;327 1 50
110069 325 2 1060 685;1435 1 50
110106 326 6 869 558;1226;1482;655;828;465 5 74
110201 327 2 814 419;1209 52 7
110287 328 2 1084 1129;1039 2 54
110618 329 7 1079 1505;1029;792;804;1178;1047;1200 71 22
111148 330 6 823 999;126;687;610;1716;802 34 68
111200 331 2 730 119;1341 1 50
111271 332 2 968 1107;830 11 92
111276 333 3 1214 512;1440;1689 1 50
111319 334 2 1316 1614;1017 3 14
111366 335 1 76 76 1 50
111385 336 4 1073 1011;1356;797;1127 4 56
111403 337 2 808 270;1346 1 50
111454 338 11 884 370;832;931;733;1396;201;914;846;1405;1139;957 86 55
111501 339 8 884 1088;467;790;1355;929;420;980;1044 109 54
111534 340 2 1172 760;1583 2 54
111574 341 2 188 312;65 2 54
111851 342 5 963 1261;367;746;1496;946 5 74
111868 343 4 783 410;770;1135;816 1 50
112098 344 3 705 847;266;1001 1 50
112303 345 1 181 181 235 47
112323 346 3 1111 1189;980;1164 13 34
112389 347 3 841 643;1187;692 37 49
112711 348 4 1016 802;1636;898;730 3 14
112727 349 1 1021 1021 1 50
113070 350 8 1046 873;1629;979;990;1240;617;631;1411 38 29
113098 351 2 1216 1158;1274 1 50
113107 352 5 945 1030;683;522;784;1706 1 50
113112 353 22 893 901;1595;880;483;817;1412;635;1515;1108;900;1345;442;292;801;1194;917;639;1101;611;858;584;620 1 50
113278 354 3 846 669;937;931 2 54
113652 355 3 593 691;622;466 2 54
113692 356 3 896 698;1084;905 1 50
113758 357 6 690 450;770;649;1369;684;219 1 50
114114 358 3 666 1184;305;509 2 54
114252 359 2 782 258;1305 212 21
114256 360 3 1120 736;1570;1055 1 50
114515 361 4 1090 882;851;1132;1495 24 60
114524 362 1 1101 1101 56 19
114554 363 3 522 218;1167;181 12 30
114560 364 4 928 494;1063;1516;637 2 54
114567 365 4 998 878;1006;1670;440 2 54
118076 366 6 1063 356;1223;864;872;1487;1574 20 89
118091 367 6 666 1138;641;435;258;522;1004 1 50
119357 368 4 1031 629;1213;1511;771 3 14
121510 369 2 1350 1025;1675 24 60
121735 370 1 1717 1717 1 50
121786 371 7 790 1547;694;978;556;646;1033;76 8 94
121844 372 4 871 755;692;1234;804 3 14
121864 373 4 1208 1600;676;1175;1381 43 48
122074 374 7 992 1089;882;658;1223;1057;1027;1007 256 73
122137 375 2 800 515;1086 2 54
122269 376 4 736 482;611;642;1208 2 54
122367 377 2 1022 747;1296 70 68
122731 378 2 984 701;1268 1 50
122752 379 2 1186 749;1622 102 32
122824 380 1 962 962 2 54
123085 381 12 984 628;233;605;1627;819;1112;1204;1189;696;1551;1581;565 2 54
123144 382 5 883 771;876;841;1293;635 1 50
123158 383 4 946 1305;502;837;1142 39 68
123199 384 6 1106 1536;1419;526;1286;1070;799 5 74
123204 385 2 944 798;1091 45 69
123418 386 2 1078 1087;1068 1 50
123511 387 6 1009 978;337;1093;752;1364;1531 1 50
123584 388 7 652 512;213;915;441;322;1203;956 3 14
123923 389 2 918 774;1062 160 37
123930 390 3 978 489;905;1539 1 50
125450 391 2 1449 1535;1363 1 50
125813 392 8 904 1596;737;222;1041;653;1387;1228;371 1 50
125874 393 30 926 749;1082;323;764;1207;674;507;446;517;733;764;1341;929;1592;1346;774;1209;992;824;1549;1200;1071;1485;680;1345;481;935;486;1417;368 3 14
125920 394 2 953 1022;884 1 50
125943 395 6 968 1506;1044;689;707;1024;835 43 48
126045 396 2 956 1279;633 14 27
126090 397 2 1230 1624;837 5 74
126645 398 4 1068 667;1223;936;1448 2 54
126667 399 2 896 1171;622 6 81
126689 400 10 1083 944;1625;1500;663;1484;1412;1075;518;1126;485 1 50
126729 401 3 598 256;652;886 1 50
126768 402 45 921 406;623;1597;875;520;540;1369;849;400;135;1559;552;366;603;273;1263;589;1308;302;1239;570;1075;1051;785;208;1138;1577;647;1444;1632;243;1209;1156;1423;1023;1487;869;1342;1056;705;1344;496;1240;1176;1183 2 54
126904 403 1 1351 1351 1 50
127387 404 17 1065 888;1657;334;902;1571;1236;866;1286;718;921;1534;963;1267;972;923;1189;882 3 14
127511 405 3 494 993;410;78 1 50
127592 406 3 540 459;688;474 2 54
127657 407 3 715 670;511;963 7 70
127892 408 4 1119 800;1194;1206;1277 83 92
128102 409 3 838 1239;741;533 1 50
128130 410 2 768 458;1078 81 74
128137 411 1 954 954 2 54
128562 412 5 1048 881;1652;967;988;754 2 54
128571 413 2 354 147;561 1 50
128581 414 5 888 1382;1026;433;501;1100 247 34
128677 415 3 702 885;818;403 3 14
130959 416 7 971 1435;970;1028;627;527;1373;839 1 50
130974 417 5 736 756;854;942;802;326 6 81
131311 418 2 1044 430;1658 4 56
131469 419 5 991 798;1213;833;941;1169 59 4
131513 420 4 914 1247;345;1268;794 8 94
132992 421 3 866 596;883;1120 6 81
133014 422 13 955 1022;1264;1428;285;1417;833;499;771;887;1661;1040;742;562 59 4
134572 423 75 918 471;731;533;1211;1594;781;1147;551;735;486;672;551;1633;909;608;723;1107;976;783;506;620;801;1027;1315;1475;1097;1463;969;1293;692;822;1549;1080;1563;747;1172;996;1153;845;1175;1483;323;1075;504;1046;1137;1034;1143;1095;672;890;739;1454;870;734;1274;1060;170;402;1025;763;1161;1238;1426;412;986;1425;555;72;788;471;615;879;943;425 73 67
134846 424 3 1034 943;1136;1023 5 74
135160 425 2 778 647;910 4 56
135212 426 2 524 216;833 1 50
135432 427 10 947 1055;595;760;742;934;598;891;1404;938;1550 5 74
135457 428 47 880 999;1001;900;1592;778;1675;1080;712;653;704;346;1348;611;239;755;1178;883;1053;792;873;784;1162;610;312;598;389;1250;1217;235;1165;1180;416;1426;1224;617;1229;912;928;352;838;998;273;1510;948;583;837;1175 1 50
135511 429 1 1176 1176 1 50
135694 430 14 892 920;1071;824;1284;788;1008;643;499;116;1163;1173;1324;1359;310 18 57
135764 431 1 1007 1007 24 60
135821 432 4 900 862;1587;664;485 23 48
135865 433 1 553 553 4 56
136031 434 5 1066 1479;574;935;1564;780 36 1
136847 435 5 871 1730;789;1128;254;453 1 50
136915 436 10 1214 1418;1629;1261;1527;575;1413;1055;1255;1149;859 7 70
137135 437 15 817 654;142;253;471;217;994;988;418;1207;1608;935;909;1413;1056;984 34 68
137204 438 6 962 475;1373;486;1227;1262;952 18 57
137255 439 11 1000 1583;1101;751;745;904;978;1127;1356;1080;678;696 2 54
137312 440 2 908 717;1098 32 26
137441 441 2 998 917;1079 8 94
137780 442 1 439 439 40 4
138176 443 3 1016 978;1216;855 13 34
138245 444 3 1085 1521;507;1226 3 14
139586 445 24 839 447;624;443;1503;1105;1068;1183;958;807;276;1199;390;1044;1162;625;727;459;1177;483;712;1090;921;558;1184 1 50
140179 446 22 883 1421;1029;594;1132;475;1191;1168;1358;906;803;347;785;1244;628;667;588;710;1213;237;978;1263;693 1 50
140236 447 2 541 236;846 1 50
140799 448 18 945 1038;1310;1078;1182;1426;1010;819;1413;1175;373;874;134;882;819;460;682;1688;644 41 88
140823 449 3 1002 555;1551;901 11 92
141153 450 4 960 527;1123;1366;825 8 94
141332 451 2 616 636;597 2 54
141536 452 1 651 651 3 14
141569 453 8 777 1134;1013;725;169;652;312;1048;1162 8 94
141836 454 4 958 1175;1010;1103;542 37 49
142813 455 1 1491 1491 1 50
142877 456 2 903 860;946 142 18
143011 457 2 717 609;825 304 25
143443 458 2 1079 929;1229 1 50
144296 459 15 917 1033;847;262;996;1316;1099;1696;673;1069;546;751;991;847;664;969 1 50
144384 460 3 847 667;1150;723 1 50
144632 461 1 832 832 21 2
144830 462 2 734 862;606 218 37
145027 463 1 406 406 8 94
145580 464 2 867 685;1049 1 50
145655 465 8 938 1150;286;934;969;799;938;1103;1327 2 54
146249 466 7 818 460;871;1139;1078;715;558;902 2 54
146284 467 2 513 437;589 58 92
146330 468 3 921 947;1232;583 11 92
146589 469 3 1246 1300;1149;1290 4 56
146608 470 13 1108 790;1030;1434;1169;1372;377;1009;1082;1695;703;1655;1435;647 33 69
146670 471 4 608 437;1269;616;110 3 14
146961 472 26 901 564;856;942;1027;656;1037;637;1206;1507;402;1609;842;430;806;1037;1133;901;853;633;918;310;1501;1001;634;746;1239 4 56
147104 473 11 1086 1143;469;1409;1072;1212;847;1430;1430;89;1373;1477 2 54
147594 474 4 852 975;669;723;1042 1 50
147607 475 6 892 607;700;1628;564;948;906 92 42
147614 476 1 839 839 5 74
150574 477 5 1043 1057;470;1402;700;1586 1 50
150709 478 4 1192 1542;1021;1028;1179 1 50
150835 479 14 882 991;759;555;407;1402;929;572;929;1226;920;1107;729;1141;680 15 4
151293 480 9 717 603;672;840;593;620;1054;279;607;1183 33 69
151783 481 11 1209 1516;1407;1032;1004;1396;917;1318;1320;261;1598;1527 1 50
151919 482 11 949 872;1280;867;560;953;703;848;1337;831;1386;801 2 54
151938 483 5 1083 1316;692;1512;1042;853 2 54
152176 484 5 1007 459;1236;993;1290;1057 1 50
152328 485 9 1025 1024;1080;1339;1130;1655;385;162;1149;1303 9 6
152430 486 3 584 359;806;586 2 54
152494 487 3 757 869;857;546 3 14
152636 488 5 1060 746;931;1596;1040;989 2 54
153159 489 4 860 473;1128;764;1074 2 54
153607 490 3 904 680;772;1260 6 81
153694 491 4 966 748;1099;1261;757 7 70
154406 492 15 958 1214;807;1696;1000;563;1351;466;1450;180;904;963;907;764;914;1192 11 92
154440 493 2 919 1210;628 173 90
154509 494 1 1374 1374 267 92
154754 495 12 929 877;1013;849;814;164;1189;801;1298;1731;643;660;1106 40 4
154765 496 4 884 1714;359;746;715 1 50
154846 497 2 1314 1418;1210 1 50
155001 498 3 1302 1027;1505;1374 2 54
155250 499 2 810 760;861 13 34
155674 500 6 810 1336;290;1277;759;485;711 4 56
