time jobId jobSize runtime tasks user peer
61333 46 2 744 1088;400 96 114
61363 47 8 1059 983;1494;1481;1532;680;607;861;834 16 606
61566 48 2 1420 1304;1535 2 362
61592 49 6 656 501;178;709;1174;454;918 79 69
61662 50 23 811 300;884;191;608;319;787;540;1658;153;1705;366;1014;1276;870;330;1410;1700;741;546;952;799;994;513 178 301
61701 51 2 1018 1021;1016 1 198
62227 52 5 1222 444;1440;1408;1435;1382 103 872
62337 53 1 984 984 145 742
62733 54 52 871 679;883;436;969;1007;1271;784;513;753;847;579;733;873;466;970;644;895;1405;558;875;333;1081;1232;997;452;729;498;1169;687;459;1073;1361;608;536;963;1104;1669;1168;241;735;1321;946;1290;879;703;744;538;761;344;1523;1298;1713 4 805
62931 55 4 662 1300;123;496;728 125 715
63013 56 4 898 1342;985;573;691 5 760
63018 57 15 759 147;561;758;1179;966;844;604;740;927;606;382;841;528;618;1688 1 198
63418 58 2 1046 572;1521 119 289
63715 59 4 946 1382;747;284;1369 28 108
68016 60 10 1067 791;381;1096;1062;1328;748;1569;1329;1329;1036 106 612
68050 61 1 553 553 1 198
68089 62 2 1175 1309;1041 2 362
68131 63 5 858 681;904;1488;254;963 4 805
68250 64 2 986 960;1012 3 713
68294 65 5 1064 1170;1581;830;1205;532 5 760
68377 66 5 1104 1622;1385;1465;628;422 48 810
68500 67 7 900 1581;256;613;475;923;897;1557 13 116
68774 68 6 686 131;570;1333;555;761;766 1 198
70027 69 2 800 551;1049 2 362
70319 70 1 1548 1548 2 362
70691 71 6 866 623;1054;850;1235;427;1004 1 198
70722 72 15 922 877;1726;961;699;1694;304;726;739;1172;703;244;1019;706;1135;1127 1 198
71304 73 2 1425 1616;1234 2 362
71457 74 2 465 842;88 2 362
71495 75 16 936 820;767;1485;1154;1537;1279;1016;224;566;640;1302;289;1570;1098;733;493 1 198
71596 76 3 972 882;976;1057 1 198
72487 77 8 844 925;841;1182;765;251;1571;263;957 1 198
73346 78 2 950 723;1176 3 713
73558 79 2 777 1114;440 28 108
74976 80 6 1044 744;1102;1662;922;614;1219 287 513
75257 81 2 1104 729;1479 277 730
75969 82 3 1142 1073;1137;1216 1 198
76023 83 3 894 1348;1113;222 8 588
76812 84 3 748 385;459;1401 16 606
76857 85 3 704 443;683;986 1 198
82682 86 2 912 979;845 9 339
83009 87 3 897 940;1067;685 61 41
83345 88 2 362 367;357 12 578
88546 89 2 635 610;660 19 964
89247 90 5 879 1192;726;1156;658;665 3 713
91109 91 6 802 1385;514;849;1230;361;475 12 578
91563 92 9 1157 1441;1327;1388;1175;1190;869;840;997;1183 1 198
91629 93 3 847 1160;880;500 17 812
91775 94 2 518 137;898 3 713
92421 95 8 1031 1269;678;824;1229;1355;1135;749;1007 9 339
92636 96 23 835 798;311;1620;815;685;847;746;1165;562;1134;1205;1207;549;927;987;650;520;211;1326;767;879;784;518 5 760
92982 97 5 932 347;991;1694;708;922 14 2
94995 98 1 602 602 88 89
96458 99 9 880 425;1047;616;482;1103;1620;683;366;1580 86 370
98846 100 2 1542 1626;1459 1 198
100504 101 7 903 1292;927;323;1021;937;1245;573 231 471
102339 102 2 1266 1203;1328 3 713
104289 103 11 819 1235;661;561;1124;1232;89;1288;540;1081;679;519 1 198
104830 104 3 1334 1366;1480;1155 6 94
104849 105 3 1046 1260;1051;828 9 339
105451 106 8 716 1459;778;915;931;74;178;797;595 11 112
105638 107 11 768 1039;731;325;1078;748;825;531;742;1043;374;1016 1 198
106351 108 20 834 801;770;559;1301;338;837;625;807;593;1258;338;1013;1174;349;1381;1235;949;1285;783;278 5 760
106495 109 2 542 94;990 321 618
106501 110 3 914 1257;678;806 1 198
106604 111 3 927 909;745;1126 31 713
106674 112 21 957 1048;699;1106;1000;681;1128;381;903;837;299;1671;1076;1057;350;1681;1590;1066;907;705;733;1188 1 198
107786 113 3 657 764;940;268 6 94
107812 114 1 322 322 1 198
107918 115 2 880 828;931 5 760
107964 116 2 930 780;1081 2 362
108062 117 8 963 810;1032;1069;1391;460;815;547;1582 1 198
108066 118 9 1250 1607;1513;1558;1290;568;1143;1044;1286;1245 3 713
108092 119 4 868 629;1092;453;1297 75 519
108111 120 2 1087 1499;675 2 362
108114 121 1 1204 1204 2 362
108141 122 2 594 589;600 2 362
108154 123 9 834 957;913;828;744;486;561;1139;916;966 1 198
108412 124 2 616 568;665 50 55
108452 125 2 1522 1617;1428 184 481
108462 126 3 969 1093;820;993 3 713
108470 127 1 1347 1347 1 198
108652 128 3 1000 1276;797;928 4 805
108668 129 4 1151 1662;866;956;1119 1 198
108738 130 3 1076 1455;1625;149 5 760
108775 131 8 896 887;604;1166;727;1488;192;1017;1091 1 198
109035 132 2 566 452;680 10 320
109096 133 4 1115 1312;1364;1166;619 5 760
110023 134 2 623 558;688 13 116
110112 135 2 1016 1702;329 35 680
110485 136 8 804 904;254;832;1295;432;699;588;1425 109 305
110497 137 4 907 815;1410;377;1027 18 213
110536 138 18 1093 1250;1340;301;1118;1419;1685;377;1399;1230;816;953;410;1093;1608;1137;1467;1062;1017 9 339
110617 139 4 1052 790;964;1410;1044 23 86
110644 140 8 977 845;1667;1268;1106;211;579;585;1552 8 588
110854 141 37 886 717;746;940;1228;1516;492;588;109;968;1022;755;1171;520;887;542;1030;596;751;846;355;841;864;1223;1138;1280;1062;1066;879;938;363;928;1115;1579;1020;1355;653;697 1 198
110878 142 3 924 1392;963;418 6 94
111963 143 10 907 797;1048;610;606;1117;564;778;1301;1261;988 4 805
112005 144 8 754 834;1347;517;479;500;440;980;932 10 320
112088 145 2 1101 1669;533 1 198
112096 146 18 744 411;1008;1000;887;165;488;447;498;1419;1210;619;659;417;767;483;895;1439;574 14 2
112203 147 4 833 769;1350;373;840 1 198
112350 148 2 1160 1382;939 8 588
112416 149 9 862 717;513;1198;834;1210;564;1004;636;1082 22 181
112423 150 4 1071 1261;1021;601;1400 123 506
112631 151 6 839 698;1012;909;240;649;1527 4 805
112652 152 4 809 465;1290;754;727 30 516
112769 153 5 1039 1347;801;683;933;1430 6 94
112775 154 22 951 683;1023;821;660;771;931;1595;268;819;1507;1241;1158;1410;964;1399;1178;1016;454;521;1076;648;772 154 546
112975 155 4 1000 1667;1261;343;730 1 198
112984 156 1 1216 1216 1 198
113400 157 6 954 1411;862;946;917;1170;420 6 94
113406 158 4 1165 651;1234;1574;1202 21 598
113425 159 11 894 866;484;1096;583;645;761;1544;1571;438;697;1152 1 198
113601 160 2 824 602;1045 48 810
113670 161 5 949 693;754;1631;940;728 51 880
113678 162 12 1033 1513;1730;713;1252;1188;1286;1134;557;255;1070;847;849 14 2
113696 163 7 879 870;1012;1214;1126;1100;114;714 1 198
113738 164 8 814 860;292;739;1327;919;923;657;792 336 110
113748 165 2 1106 1042;1169 98 635
113762 166 5 1013 280;1698;880;1355;852 1 198
113764 167 6 708 534;693;857;956;626;580 1 198
113940 168 1 984 984 2 362
114105 169 3 821 499;258;1705 4 805
114178 170 2 384 324;443 1 198
114272 171 2 1537 1709;1365 29 608
114458 172 22 808 654;1045;1036;301;615;1049;379;268;361;827;922;774;255;1385;1562;561;310;946;1674;872;820;1149 5 760
115062 173 2 754 580;929 4 805
115184 174 7 788 1032;761;630;609;1299;145;1038 2 362
115191 175 2 637 658;616 1 198
115232 176 22 922 1442;982;779;938;859;367;533;521;738;802;1250;838;1068;407;1668;543;582;875;1513;1137;1125;1311 28 108
115242 177 3 740 526;316;1377 1 198
115465 178 3 1156 1012;1309;1147 1 198
115488 179 13 761 992;672;1040;1016;338;535;1522;699;788;256;878;555;602 1 198
115602 180 4 671 173;994;1191;327 2 362
115640 181 3 1334 1285;1700;1016 3 713
115659 182 1 821 821 6 94
116031 183 4 1007 827;903;998;1300 1 198
116054 184 3 1008 1017;1256;751 53 355
116099 185 3 1031 1063;968;1061 1 198
116196 186 3 898 889;403;1401 3 713
116240 187 2 986 1274;698 5 760
116307 188 3 984 538;992;1421 4 805
116349 189 1 1584 1584 2 362
116370 190 4 1144 1138;1173;1138;1129 3 713
116681 191 2 1002 585;1419 52 122
116985 192 1 860 860 1 198
117010 193 3 652 231;724;1002 1 198
117052 194 3 955 1443;804;618 1 198
117073 195 8 944 1111;1228;1000;390;1036;342;1022;1422 2 362
117274 196 2 1044 1049;1040 22 181
117292 197 5 857 1376;374;1429;446;662 3 713
118271 198 1 852 852 8 588
118288 199 1 1280 1280 1 198
118967 200 15 1116 1444;1380;1316;1253;942;1158;1626;1157;996;995;333;745;1269;1215;906 12 578
119335 201 69 899 392;1041;900;1308;864;296;1312;1589;765;665;878;959;1202;1360;500;350;675;1282;230;1098;1696;819;562;707;1191;456;567;1212;755;1175;1280;946;1083;717;956;1328;502;1003;750;282;633;943;402;1001;1372;442;806;651;943;1081;1109;1025;1205;1390;683;425;1365;1285;807;982;702;1358;679;578;831;862;852;979;985 240 495
119342 202 3 1297 1511;1212;1169 1 198
119345 203 2 296 366;225 191 839
119417 204 4 712 441;119;1020;1270 1 198
119692 205 2 970 908;1031 6 94
119723 206 4 1182 631;1091;1458;1550 1 198
120068 207 3 856 951;709;907 1 198
120114 208 6 898 1412;1197;417;363;911;1088 185 63
120237 209 3 746 1353;423;463 6 94
120270 210 1 1246 1246 1 198
120358 211 2 915 1024;806 1 198
120361 212 2 572 364;781 3 713
120458 213 16 1057 1006;845;992;1053;1214;1014;1269;1200;1079;1646;1323;1483;115;908;1206;565 1 198
121291 214 5 871 788;1201;951;1007;409 51 880
121502 215 1 899 899 1 198
121525 216 4 751 714;1227;870;192 1 198
121907 217 6 678 1132;832;555;328;838;385 22 181
121914 218 5 929 965;1352;464;362;1504 197 412
122239 219 1 994 994 1 198
122280 220 4 524 280;1247;403;168 6 94
122316 221 13 886 645;1689;703;447;1042;505;832;1491;1081;192;491;1445;955 2 362
122557 222 2 1172 850;1494 46 208
122933 223 3 1007 1384;535;1102 3 713
122969 224 7 924 1538;846;67;609;1052;1321;1035 24 934
122976 225 14 964 936;1269;1411;694;1135;1056;460;576;689;1514;1226;415;955;1153 1 198
123054 226 2 702 584;821 78 443
123076 227 3 1235 1275;1415;1014 58 270
123078 228 1 784 784 102 807
123113 229 19 923 709;1109;1548;631;753;1249;867;1088;836;1196;965;310;1700;548;940;1063;683;986;348 3 713
123432 230 11 666 421;609;652;237;934;1091;1325;709;250;567;533 26 317
123618 231 1 855 855 2 362
123966 232 4 851 493;1266;1122;522 45 875
124055 233 5 919 1074;313;1590;912;707 6 94
124099 234 5 897 915;693;778;1117;980 6 94
124231 235 2 894 754;1034 124 469
124275 236 2 1110 1364;855 1 198
124284 237 5 903 801;1131;1123;784;677 3 713
124422 238 3 799 798;816;782 56 406
124448 239 2 744 495;994 1 198
124475 240 3 856 863;1307;399 173 324
124578 241 9 1105 1426;1432;730;1128;592;855;1214;1565;1005 70 155
124703 242 9 721 579;976;884;467;789;822;776;1064;128 3 713
124859 243 3 1002 1673;739;594 2 362
124944 244 2 950 637;1264 1 198
124947 245 4 838 620;1015;1002;714 50 55
125031 246 3 664 429;962;602 8 588
125177 247 2 952 1128;775 3 713
125204 248 6 836 474;1114;610;950;1014;853 32 502
125239 249 6 914 1105;1209;964;488;972;744 5 760
125281 250 3 905 524;915;1277 1 198
125327 251 4 501 64;534;1078;329 2 362
125369 252 27 912 959;1350;387;1125;980;415;1006;1527;1598;1330;835;82;950;1578;545;1013;821;522;783;1114;706;732;1015;1127;722;563;844 3 713
125387 253 7 890 296;699;1413;1440;881;449;1054 1 198
125745 254 1 1167 1167 2 362
125747 255 2 316 527;105 1 198
125767 256 2 868 656;1079 1 198
125932 257 3 1122 505;1550;1312 48 810
126341 258 5 881 661;863;1197;1057;628 35 680
126395 259 6 620 132;372;292;505;1577;845 2 362
127038 260 2 636 537;736 6 94
127125 261 1 808 808 14 2
127180 262 3 792 671;1025;679 79 69
129632 263 8 880 259;70;1041;1261;707;775;1592;1332 1 198
129712 264 1 1249 1249 1 198
129732 265 25 865 621;1373;1082;717;627;1145;311;1467;1491;897;347;426;1067;1106;1215;767;1552;78;570;499;753;400;1353;835;932 3 713
129770 266 6 938 821;1017;1321;420;1066;982 3 713
129904 267 4 1102 1083;1437;1526;362 1 198
129912 268 5 702 956;1270;71;761;450 1 198
130439 269 7 855 684;527;664;1497;612;505;1494 1 198
130581 270 16 1055 1211;633;163;833;1165;1130;883;1194;473;1503;1446;1511;1654;1537;757;781 3 713
130614 271 2 1110 899;1321 68 215
130794 272 2 1305 1604;1006 64 595
130821 273 3 929 609;973;1204 8 588
131228 274 10 784 811;939;723;743;980;1275;789;605;579;398 26 317
131886 275 13 848 1285;1572;574;175;881;1019;982;901;230;447;1150;811;993 1 198
132154 276 10 650 729;467;342;790;829;416;707;753;621;845 2 362
132200 277 3 945 1062;893;879 3 713
132279 278 6 869 796;777;916;1345;317;1062 2 362
132292 279 2 748 375;1120 3 713
132336 280 2 1186 1058;1315 25 972
132356 281 2 798 853;744 26 317
132371 282 3 1058 808;1087;1280 306 63
133196 283 2 436 369;502 1 198
133932 284 7 1194 1045;1706;1036;811;1051;1305;1406 4 805
134431 285 3 768 932;667;705 1 198
134663 286 5 996 658;616;1135;1086;1483 244 708
134975 287 24 888 1706;871;1338;411;1376;727;456;517;178;808;1140;1085;998;1592;1286;811;1089;225;930;1372;365;822;987;225 1 198
135009 288 3 1120 1067;1322;972 12 578
135379 289 6 1100 1232;1522;495;1512;1083;757 2 362
135431 290 3 1109 810;1417;1100 19 964
135700 291 2 729 923;535 1 198
135712 292 3 866 607;1145;845 1 198
135740 293 1 856 856 5 760
135829 294 3 840 1374;284;861 2 362
135937 295 2 1172 851;1493 1 198
136756 296 2 1272 1140;1403 3 713
136946 297 5 824 1472;778;776;227;869 2 362
137103 298 3 710 989;406;735 10 320
137225 299 3 988 970;775;1219 22 181
138990 300 2 494 761;226 3 713
139013 301 1 1359 1359 5 760
139081 302 1 697 697 3 713
139317 303 2 650 849;451 14 2
139682 304 1 1431 1431 2 362
139911 305 2 1298 1021;1576 25 972
139985 306 5 1048 1494;1153;1194;1099;299 178 301
141285 307 2 664 164;1165 3 713
142253 308 11 711 469;701;417;1162;714;1171;1200;784;108;697;398 4 805
142417 309 12 973 467;833;1480;705;953;1082;952;1210;1073;912;634;1375 2 362
142456 310 1 930 930 1 198
142519 311 8 1142 1236;1689;642;1102;1354;1074;802;1240 2 362
142928 312 2 1148 1171;1126 28 108
143405 313 2 1212 933;1490 2 362
143633 314 2 910 654;1166 1 198
143654 315 9 893 363;858;1170;1018;796;1242;435;717;1440 1 198
143677 316 2 1000 1410;589 1 198
143982 317 3 774 914;542;865 1 198
144138 318 3 971 1603;875;434 4 805
144321 319 4 960 299;1320;1165;1055 1 198
144384 320 1 900 900 2 362
144506 321 13 876 977;1322;1086;419;780;1340;245;326;1538;900;891;486;1075 1 198
144516 322 2 860 343;1377 4 805
144738 323 3 826 705;1184;588 4 805
145220 324 3 1106 805;1489;1023 8 588
147015 325 9 917 847;744;331;1117;1601;1125;218;944;1325 4 805
147021 326 2 1338 1110;1566 1 198
147032 327 1 317 317 22 181
148944 328 2 1284 1469;1099 1 198
149050 329 31 899 863;1113;1237;255;637;1654;920;461;1420;1511;851;422;1279;1051;1015;912;617;865;697;588;239;977;843;1226;904;724;1032;1230;464;758;1104 96 114
149408 330 2 436 565;307 34 407
149759 331 2 486 485;487 11 112
149814 332 1 673 673 4 805
150481 333 2 492 311;672 1 198
152030 334 2 986 810;1161 3 713
152622 335 4 976 1131;571;665;1539 2 362
152770 336 3 1213 726;1305;1607 1 198
153182 337 2 1115 1314;916 2 362
153343 338 6 811 718;1405;985;752;776;229 4 805
153549 339 2 895 1178;612 2 362
153754 340 4 940 461;1169;581;1548 1 198
153792 341 2 599 433;765 7 501
154033 342 3 1282 1481;1337;1028 5 760
154128 343 2 952 656;1247 62 509
154216 344 4 1124 1084;1448;473;1493 1 198
154853 345 2 1356 1444;1267 1 198
154900 346 3 705 1071;664;379 67 755
155500 347 3 1133 569;1226;1604 69 769
155541 348 7 903 710;1154;1104;612;431;1350;961 3 713
155590 349 9 829 956;1092;155;1158;919;1003;732;994;449 6 94
155703 350 4 891 929;1261;789;585 19 964
155836 351 1 1185 1185 1 198
157045 352 3 1083 791;1205;1252 65 813
157130 353 4 871 1018;672;931;863 56 406
157165 354 7 708 781;330;887;455;1063;188;1252 6 94
157353 355 3 1153 1077;1317;1065 1 198
157409 356 4 876 825;791;1012;877 66 689
157552 357 2 1318 1279;1356 9 339
157617 358 9 904 1159;1419;535;532;1096;1378;1164;388;469 26 317
157906 359 7 895 1174;891;336;1268;528;891;1180 3 713
157970 360 4 843 831;708;1246;588 36 929
158118 361 5 1181 1094;1251;1449;1223;890 25 972
158467 362 3 901 958;676;1070 140 828
158546 363 6 1052 1410;1417;1255;628;610;992 1 198
160440 364 6 910 699;1532;920;912;995;400 3 713
161143 365 6 937 828;526;774;1175;1284;1035 1 198
161356 366 8 997 1516;1214;905;735;1311;847;994;455 2 362
161428 367 3 1154 936;927;1599 123 506
161607 368 6 1193 721;1520;653;1309;1344;1613 2 362
163440 369 3 1384 1480;1241;1431 15 399
163541 370 5 855 223;917;1250;1397;488 4 805
163757 371 1 539 539 1 198
164215 372 3 1039 1165;1381;572 2 362
166351 373 8 861 420;1400;898;1178;1112;530;727;620 2 362
166512 374 10 954 927;1299;932;599;1101;628;1300;968;540;1247 14 2
167938 375 8 926 692;808;745;1110;1172;610;935;1332 6 94
167967 376 7 713 82;733;1408;1176;646;602;346 9 339
168966 377 1 1236 1236 49 762
169841 378 11 904 560;267;324;650;995;701;1479;1294;1402;1149;1122 46 208
169977 379 10 1100 1435;542;947;1051;1739;1051;645;1664;684;1241 1 198
171873 380 9 964 608;1125;1018;1030;1549;308;1441;849;745 1 198
175036 381 1 1002 1002 4 805
177496 382 2 1396 1294;1499 8 588
178313 383 2 998 720;1276 2 362
179147 384 3 989 1494;1041;433 2 362
180400 385 3 456 568;439;362 4 805
180661 386 4 700 1133;167;492;1006 8 588
181409 387 9 836 211;1154;686;978;268;1226;1173;997;829 1 198
181862 388 11 744 245;671;680;1002;989;1053;1508;391;580;755;314 18 213
182735 389 11 913 1096;605;521;1172;1047;1001;1241;543;1273;825;718 2 362
182836 390 4 891 1041;861;1024;639 6 94
184518 391 11 751 560;1058;437;1184;932;1038;590;1445;206;69;737 8 588
185441 392 13 925 451;767;856;110;1091;1113;671;806;1416;1523;1184;927;1104 1 198
186080 393 4 836 1413;1129;386;417 40 437
186525 394 1 1199 1199 36 929
187489 395 3 864 1181;258;1152 38 994
187921 396 5 999 1712;309;984;1309;683 3 713
188669 397 8 984 1367;1497;657;641;622;1279;955;856 121 910
204449 398 1 699 699 44 595
204529 399 2 1046 769;1323 1 198
204549 400 2 900 999;802 3 713
204669 401 2 958 1541;374 2 362
205059 402 2 768 411;1124 72 455
205286 403 2 960 845;1076 4 805
205292 404 17 862 1082;610;556;675;1067;1424;828;936;724;784;471;529;1222;491;898;1005;1348 2 362
205307 405 8 877 817;858;111;834;1386;1632;573;806 2 362
205498 406 9 845 505;618;899;863;61;1234;1194;879;1354 103 872
205526 407 2 522 521;524 1 198
205632 408 9 923 983;898;654;1545;616;492;465;1670;985 3 713
205638 409 3 1072 1225;662;1330 2 362
205663 410 4 855 540;797;876;1206 126 781
205765 411 9 1026 1516;1549;1546;805;1168;117;806;1164;562 1 198
206006 412 6 891 1046;894;850;641;1035;882 1 198
206015 413 4 1074 1589;712;1258;735 1 198
206028 414 4 991 732;1127;1363;741 1 198
206072 415 2 953 1446;460 6 94
206483 416 15 816 689;710;1652;837;685;503;344;790;870;777;1131;822;605;1157;672 1 198
206491 417 2 1090 804;1376 1 198
206594 418 1 1387 1387 70 155
206639 419 2 708 372;1043 7 501
206676 420 7 850 881;703;704;618;1632;495;918 54 76
206874 421 9 884 1337;1400;478;1067;689;641;719;1195;426 9 339
206878 422 2 1088 968;1208 4 805
206920 423 2 688 911;466 5 760
206926 424 2 1000 1099;901 1 198
207240 425 16 927 696;1029;1081;995;968;295;1583;1135;628;623;885;1294;916;1045;720;936 2 362
207257 426 6 691 997;711;1130;144;231;931 3 713
207361 427 4 1054 1162;913;1206;935 3 713
207388 428 6 876 604;908;1580;1477;136;554 4 805
207421 429 4 557 746;391;267;824 15 399
207491 430 2 1170 861;1478 1 198
207504 431 1 570 570 159 439
207673 432 2 1432 1467;1396 3 713
207706 433 6 662 332;747;404;605;1066;816 32 502
207712 434 9 1183 1693;1102;1146;1421;959;1622;786;1058;860 1 198
207753 435 2 1048 905;1190 20 767
207767 436 1 570 570 11 112
207854 437 2 610 426;794 21 598
208007 438 3 721 932;922;308 2 362
208125 439 7 1145 1334;557;1231;1337;1148;1015;1394 3 713
208145 440 2 520 636;403 7 501
208424 441 3 1220 864;1115;1680 1 198
208715 442 29 817 738;1475;475;1225;663;807;840;446;678;1492;1289;527;783;1021;900;612;1049;1420;1519;781;782;567;325;606;369;902;717;291;395 91 841
208756 443 29 918 1111;448;657;819;1058;1056;1150;1492;328;801;1237;949;678;991;1118;1219;105;1294;469;1034;1139;882;951;1547;589;1195;1152;380;779 1 198
208839 444 2 943 1270;616 346 762
208871 445 87 830 884;175;789;612;750;920;737;890;841;999;1018;131;614;1382;1300;758;621;1100;956;1083;962;1606;1390;811;506;1394;356;734;594;1171;995;1174;694;1131;574;963;496;1108;519;918;1026;1046;393;695;1167;1034;632;489;1240;887;1183;1341;898;691;577;1353;439;979;779;720;246;726;773;969;452;496;715;1098;509;1027;824;1056;554;558;362;1295;1023;1153;942;1122;896;433;375;265;732;978;369 1 198
208907 446 7 1138 1035;734;720;1360;1429;1133;1557 1 198
208944 447 2 1052 789;1315 1 198
209421 448 3 1023 904;785;1381 1 198
209555 449 2 1098 1243;953 7 501
209625 450 2 1004 1617;390 47 636
209667 451 4 645 567;654;418;940 1 198
209709 452 5 1012 438;1162;1532;957;972 3 713
209976 453 34 819 732;1487;645;187;1383;1303;879;818;1116;1150;903;1474;178;861;979;532;879;905;1030;934;350;148;256;695;734;1033;557;878;513;1387;402;1055;1143;311 17 812
209986 454 10 893 999;1205;419;754;1255;1019;797;551;874;1055 1 198
210096 455 4 640 937;583;595;444 7 501
210104 456 2 1001 928;1074 6 94
210220 457 4 677 624;64;1178;843 1 198
210272 458 5 815 165;750;836;1330;992 7 501
210354 459 4 1068 1117;1206;1400;551 6 94
210375 460 2 1000 1109;891 1 198
210400 461 6 978 1386;1010;816;965;1010;680 1 198
210506 462 6 1056 831;933;919;1116;816;1723 1 198
210609 463 4 1147 1375;1528;641;1043 3 713
210623 464 3 753 700;272;1288 40 437
210822 465 2 872 1334;409 3 713
211027 466 2 980 1081;880 1 198
211187 467 2 1087 1411;763 1 198
211190 468 3 685 1021;560;475 7 501
213697 469 4 669 91;994;918;673 3 713
214480 470 9 738 232;1257;155;1466;911;460;544;1394;219 7 501
214488 471 1 955 955 1 198
214567 472 2 1094 934;1253 2 362
214580 473 4 966 618;815;1171;1260 3 713
214609 474 2 806 1262;350 6 94
214626 475 2 830 1224;436 17 812
214642 476 7 979 1191;675;634;1485;958;1191;716 1 198
214729 477 8 1037 754;1148;951;675;680;1114;1394;1579 15 399
214749 478 4 769 803;825;686;762 1 198
214876 479 5 842 813;787;1129;1047;432 1 198
214950 480 2 1079 1065;1093 2 362
214952 481 22 944 1064;1174;589;1027;1414;1684;1474;1158;614;1046;206;1093;681;471;1039;732;1571;1391;1372;468;344;152 1 198
214997 482 3 493 221;744;515 1 198
215538 483 2 988 1172;805 3 713
216494 484 15 987 1091;1181;345;1031;1096;1310;634;1515;949;1119;1285;894;204;1165;983 2 362
216559 485 2 516 663;370 9 339
216640 486 8 788 648;262;1221;500;572;634;1010;1458 3 713
217583 487 4 810 553;555;596;1535 30 516
217662 488 4 793 1289;178;1225;480 64 595
217823 489 2 915 836;994 18 213
217863 490 2 901 845;957 1 198
217912 491 2 960 983;938 2 362
218065 492 3 450 722;79;549 3 713
218085 493 3 748 658;1277;308 1 198
218090 494 9 1061 671;1554;1524;675;552;642;1320;945;1668 1 198
218163 495 1 1095 1095 8 588
218204 496 10 910 1025;1434;1091;770;361;1216;1327;432;537;902 4 805
218441 497 11 937 1334;942;950;169;1646;560;1463;1112;893;401;840 4 805
218486 498 2 854 572;1136 2 362
218679 499 2 948 597;1299 1 198
218723 500 1 1031 1031 35 680
218812 501 4 1160 1110;1241;1272;1015 3 713
218842 502 3 1034 784;1464;854 8 588
218899 503 2 551 609;493 10 320
218979 504 4 1061 1109;1565;649;921 7 501
219024 505 2 992 623;1362 2 362
219052 506 7 831 666;635;948;607;1103;542;1315 31 713
219075 507 3 1214 1231;1084;1328 7 501
219384 508 1 516 516 11 112
219442 509 5 1098 1640;1495;467;823;1066 38 994
219484 510 4 905 114;1064;705;1737 2 362
219565 511 4 754 630;823;873;690 4 805
219820 512 5 1075 1105;1449;1254;489;1079 2 362
220170 513 21 1054 1680;391;1128;1412;1159;1321;1190;874;1202;1038;587;1133;1069;555;1215;553;1547;935;889;683;1573 11 112
220484 514 3 1105 1225;1479;610 1 198
220697 515 2 937 840;1034 3 713
221582 516 7 860 1197;819;596;643;1080;872;816 9 339
221665 517 3 894 1069;409;1203 3 713
221806 518 1 1276 1276 30 516
222136 519 3 1124 853;997;1521 1 198
222471 520 5 1252 632;1432;1023;1601;1574 1 198
