time jobId jobSize runtime tasks user peer
48694 166 22 849 639;826;915;1614;1044;750;518;1097;1358;783;1057;727;195;683;997;1656;661;894;903;235;750;379 4 1
48791 167 1 1498 1498 47 7
49042 168 2 1258 1498;1019 2 7
49270 169 2 766 1000;533 5 2
49347 170 2 1157 1043;1271 31 5
49656 171 1 603 603 1 7
49776 172 5 820 622;696;687;900;1196 4 1
49851 173 4 767 829;410;381;1447 43 2
50109 174 3 1099 961;966;1369 1 7
50405 175 2 1363 1433;1293 133 1
50478 176 2 762 1031;494 1 7
50537 177 10 896 579;1387;1010;1204;1241;1253;414;308;1287;274 71 4
50588 178 2 374 79;669 30 2
50914 179 2 1489 1351;1627 8 2
51080 180 3 744 866;1034;333 1 7
51521 181 3 1060 498;1279;1404 21 2
51614 182 10 862 1391;652;60;752;1223;363;1125;924;1235;900 2 7
51642 183 3 995 1132;1085;767 1 7
51649 184 8 751 683;610;1023;570;504;1215;654;751 3 4
52076 185 1 1094 1094 1 7
52266 186 3 1108 977;1510;836 56 3
52420 187 3 936 769;1454;586 2 7
52447 188 9 815 530;1147;422;1559;341;1560;259;671;842 8 2
52491 189 3 1101 1475;677;1151 233 7
52524 190 5 968 956;799;1537;406;1143 232 4
52574 191 11 1028 1627;725;985;755;1702;1119;126;1123;874;1317;954 4 1
52602 192 7 1026 1141;665;859;1229;879;1399;1009 45 2
52612 193 3 788 621;1238;506 284 3
52711 194 5 768 1029;525;961;361;965 11 2
52737 195 5 753 447;960;904;1125;329 24 8
52817 196 3 958 969;1178;726 2 7
52884 197 6 828 1362;1243;505;470;793;592 1 7
52913 198 60 878 1024;802;431;1032;829;1155;794;709;919;799;478;723;1456;1134;1221;439;1516;1224;1472;650;276;1069;677;633;1224;178;845;788;1203;1190;709;927;1621;753;737;743;1026;705;659;698;696;1072;188;829;1234;904;698;1408;463;1071;741;1085;646;941;487;1289;1339;964;544;632 1 7
53077 199 9 1007 1310;1681;489;380;229;747;1530;1437;1257 9 4
53720 200 2 1515 1344;1686 1 7
53765 201 3 1116 1204;962;1181 1 7
53949 202 2 1258 1277;1240 4 1
53962 203 2 1032 1378;685 6 2
54109 204 2 1123 1565;681 3 4
54219 205 2 778 892;663 2 7
55253 206 2 465 503;427 8 2
55355 207 1 1141 1141 2 7
55735 208 3 705 689;1024;402 30 2
55884 209 2 1060 1418;701 1 7
55891 210 3 946 651;899;1289 16 2
55923 211 1 595 595 19 9
56051 212 2 822 645;999 5 2
56093 213 1 731 731 5 2
56243 214 4 882 897;470;1037;1126 23 2
56320 215 5 892 968;1259;162;1121;948 105 2
56389 216 3 723 697;602;870 3 4
56476 217 5 1008 979;1145;1357;830;727 114 9
56497 218 8 858 366;957;1168;937;852;532;723;1329 8 2
56861 219 1 1516 1516 1 7
56993 220 2 1115 798;1432 1 7
58011 221 2 968 1016;920 2 7
58305 222 3 966 1007;928;962 96 8
58405 223 15 930 361;705;666;297;1017;196;349;1212;967;1678;1136;1677;842;1567;1287 1 7
58515 224 5 1131 1350;866;1353;1324;762 3 4
58688 225 5 875 762;780;995;1235;603 312 1
58911 226 2 757 839;675 35 7
59301 227 3 1052 1728;697;732 25 2
59952 228 4 664 550;1038;592;474 8 2
59997 229 3 613 61;390;1387 4 1
60055 230 2 698 561;836 66 1
60436 231 2 938 1231;646 2 7
60920 232 4 1314 1657;1502;1616;482 4 1
61024 233 2 876 550;1201 5 2
61305 234 4 691 443;676;885;760 1 7
61396 235 2 870 927;814 5 2
61565 236 1 1142 1142 2 7
61860 237 2 846 1009;683 1 7
61865 238 3 1103 667;1630;1013 1 7
62141 239 14 889 805;593;1351;1538;509;279;1282;282;712;1602;949;349;1281;913 6 2
62417 240 2 944 744;1143 36 1
62804 241 27 981 723;1093;733;1381;1692;169;1137;835;862;929;600;1404;1502;711;545;1154;1277;960;1244;1265;857;1015;421;625;1179;1055;1128 1 7
63357 242 7 1045 1117;531;1068;1154;1250;744;1451 1 7
66173 243 2 654 681;626 2 7
66345 244 4 801 1448;811;867;79 1 7
67101 245 2 734 254;1215 119 5
67547 246 2 1274 1444;1103 1 7
67582 247 2 870 1019;721 10 3
67871 248 6 864 497;487;1324;330;1206;1343 12 3
68442 249 9 836 966;443;629;458;809;811;1226;1518;663 1 7
68812 250 5 1020 972;1096;535;1485;1012 4 1
69256 251 7 987 823;1090;1288;105;1376;1077;1153 16 2
69303 252 18 734 516;1121;490;1018;678;887;590;254;530;1122;700;166;772;955;690;941;394;1382 4 1
69389 253 21 811 780;722;540;92;924;774;764;828;1241;477;500;823;1180;1430;1113;1368;1038;583;739;544;567 4 1
70562 254 4 760 851;606;593;988 28 1
71270 255 2 665 629;701 2 7
72114 256 8 1061 770;647;730;1134;1615;940;1726;923 122 1
72585 257 8 919 1068;1243;1131;517;1014;1240;557;583 2 7
73602 258 3 475 297;682;445 1 7
73772 259 2 768 1219;317 7 9
74174 260 2 656 502;810 2 7
74520 261 2 848 1440;256 10 3
74656 262 2 1584 1494;1674 1 7
74952 263 2 837 1086;588 1 7
82773 264 2 836 1123;549 1 7
82959 265 2 1057 1221;893 25 2
84347 266 3 486 738;352;369 6 2
84470 267 2 1450 1656;1245 1 7
84794 268 2 703 910;496 1 7
87233 269 7 1069 1424;1033;736;871;1464;1013;939 1 7
87699 270 3 1023 1295;822;951 1 7
88704 271 16 920 1564;676;701;686;1682;1231;774;595;682;1552;965;382;720;970;762;775 13 9
92919 272 4 986 261;1444;729;1512 1 7
93627 273 3 601 765;629;408 4 1
94356 274 2 556 590;522 9 4
95263 275 2 509 572;446 1 7
100456 276 3 797 881;653;856 1 7
101068 277 7 1102 680;537;841;1388;1401;1697;1171 9 4
102902 278 15 1036 1192;1366;564;1571;987;1166;1656;847;1234;376;1087;698;819;975;1000 4 1
110604 279 3 609 521;797;509 22 9
110715 280 2 1130 695;1566 2 7
110745 281 17 998 1245;1199;759;464;1305;784;1099;417;1638;1088;1460;181;1178;1509;729;694;1214 23 2
110767 282 14 834 986;421;1330;1037;816;1194;1465;211;716;472;1352;164;467;1042 1 7
111079 283 2 1497 1501;1493 6 2
111095 284 2 846 908;784 1 7
111199 285 2 596 397;794 11 2
111814 286 1 1375 1375 1 7
112577 287 4 1135 1001;1352;1508;680 1 7
112685 288 2 982 641;1324 1 7
113606 289 2 1049 903;1195 41 5
113666 290 4 1202 1284;1400;1108;1017 15 4
113706 291 2 910 1269;551 25 2
114003 292 9 875 644;1296;820;450;1018;1270;599;1204;576 142 9
114043 293 1 1094 1094 1 7
114520 294 4 732 501;853;88;1484 2 7
114809 295 1 363 363 84 6
115381 296 3 715 1296;427;423 52 6
115465 297 7 919 1479;706;915;652;607;1196;876 3 4
115540 298 9 843 445;714;685;1099;803;1201;687;827;1130 1 7
115545 299 3 1228 1543;1232;909 3 4
115617 300 3 970 1333;757;821 3 4
115620 301 5 892 672;1141;621;852;1174 5 2
115772 302 4 985 985;750;1153;1051 3 4
115828 303 2 796 1465;126 1 7
115890 304 2 1182 1622;741 3 4
115935 305 2 1125 1204;1046 1 7
115955 306 7 867 339;1199;946;1404;626;393;1161 1 7
115974 307 2 976 1359;592 3 4
115978 308 11 774 148;571;1533;494;1039;1245;115;822;1238;528;778 254 7
115999 309 3 1322 1170;1353;1442 1 7
116014 310 4 1185 1469;1154;1019;1098 14 1
116088 311 5 682 1204;376;606;275;949 22 9
116195 312 2 1461 1466;1456 3 4
116798 313 6 947 1118;1109;281;1035;1512;627 9 4
117030 314 3 868 619;1244;740 24 8
117053 315 3 925 1174;481;1121 7 9
117068 316 6 881 808;1114;1209;234;591;1329 1 7
117142 317 2 860 1374;347 20 9
117241 318 6 973 1340;914;973;1006;1020;585 4 1
117370 319 7 786 766;573;1239;196;1128;1131;467 99 9
117394 320 5 934 1689;475;788;1117;600 1 7
117517 321 3 970 1315;1105;491 7 9
117587 322 19 919 828;1184;1206;1256;965;744;330;1063;928;1075;1091;873;1022;1122;1062;396;1235;830;250 1 7
117627 323 5 864 214;1140;978;986;1003 8 2
117856 324 3 644 591;940;400 3 4
117879 325 4 964 1039;949;921;946 2 7
118216 326 2 724 1033;416 74 2
118555 327 2 654 839;469 204 8
118631 328 3 932 1017;577;1202 2 7
118652 329 8 989 417;1449;1119;602;668;1263;1156;1238 2 7
118841 330 36 882 739;1279;779;478;224;563;862;1077;641;575;914;1500;1105;1545;789;649;1139;1083;830;1270;672;1508;762;360;910;605;108;360;542;803;967;911;872;1544;1284;1512 1 7
118877 331 2 916 1155;676 1 7
119180 332 5 808 809;975;839;526;890 7 9
119944 333 1 73 73 2 7
120162 334 10 826 1057;772;808;1362;406;960;819;208;844;1025 2 7
120163 335 12 730 259;1535;474;1034;62;641;798;448;866;971;643;1025 1 7
120200 336 8 897 549;1136;1067;198;628;669;1347;1583 1 7
120223 337 3 1020 966;556;1538 1 7
120230 338 5 893 1364;1441;600;242;816 8 2
120294 339 3 889 1292;599;775 28 1
120357 340 4 707 1166;465;112;1085 4 1
120411 341 7 828 1533;1027;1027;595;225;976;414 1 7
120527 342 2 918 922;915 3 4
120534 343 9 913 553;1083;1038;549;1368;1064;1236;652;677 1 7
120585 344 2 646 529;763 10 3
120593 345 2 1248 1231;1266 106 5
120632 346 4 697 1095;372;980;340 2 7
120731 347 2 732 623;841 30 2
121031 348 2 824 1272;375 6 2
121053 349 1 1088 1088 288 4
121194 350 2 1299 1220;1378 29 7
121477 351 38 855 777;972;637;664;1277;1213;696;963;446;744;1282;806;787;779;840;874;1418;938;639;1147;1328;843;242;639;403;413;1397;713;1092;969;941;799;1315;466;616;416;1444;566 3 4
121679 352 2 1704 1734;1675 1 7
121809 353 1 1197 1197 3 4
121860 354 6 793 655;1630;1079;583;224;589 1 7
122077 355 6 906 811;571;560;1001;1106;1388 4 1
122080 356 5 812 709;643;821;728;1157 1 7
122241 357 4 957 614;762;1367;1085 1 7
122260 358 1 1638 1638 1 7
122268 359 3 542 652;622;352 10 3
122289 360 3 1025 751;1526;797 249 3
122355 361 3 980 1067;306;1566 1 7
122360 362 7 724 732;379;236;545;1021;1316;839 3 4
122376 363 5 1067 1541;863;1027;906;996 4 1
122414 364 6 817 630;661;655;1041;694;1220 1 7
122560 365 3 1082 1013;599;1634 1 7
122940 366 2 792 595;990 1 7
123021 367 3 1071 1208;1111;893 14 1
123515 368 3 1123 1310;849;1209 1 7
123628 369 1 998 998 55 2
123847 370 1 1254 1254 3 4
123876 371 14 853 1134;917;291;1197;1537;948;779;758;437;249;1161;888;1160;492 2 7
124000 372 2 772 807;736 1 7
124106 373 5 892 1490;619;398;1054;901 1 7
124652 374 1 1236 1236 7 9
124688 375 2 580 758;403 11 2
124735 376 2 884 905;863 2 7
124950 377 2 938 967;908 15 4
125043 378 5 1189 1243;962;793;1271;1674 1 7
125058 379 8 1192 1170;1380;1466;785;1394;678;1059;1604 65 5
125169 380 2 785 247;1323 1 7
125196 381 2 1176 1346;1005 44 4
125282 382 7 786 1007;213;1064;1190;239;756;1034 5 2
125481 383 2 674 314;1033 3 4
125510 384 2 1240 1344;1137 15 4
125653 385 5 793 1133;1089;868;708;169 220 7
125833 386 2 523 743;303 1 7
125837 387 6 653 396;1083;1223;516;139;560 31 5
125962 388 3 994 815;1138;1028 1 7
126025 389 2 1024 727;1322 3 4
126445 390 5 864 801;1368;854;934;361 1 7
127972 391 5 653 1020;117;1159;572;398 1 7
128057 392 5 1202 1439;1147;1065;1368;993 5 2
128141 393 3 1155 778;1472;1215 34 1
128460 394 2 1275 1243;1307 16 2
128480 395 6 779 759;696;898;697;964;661 1 7
128849 396 1 303 303 4 1
129111 397 2 726 1236;216 20 9
129458 398 4 1106 1073;962;1118;1271 3 4
130163 399 4 865 903;1346;124;1087 1 7
130276 400 4 868 1182;599;981;710 2 7
130285 401 3 1362 1412;1322;1351 2 7
130291 402 1 532 532 1 7
130339 403 11 980 1038;1739;935;755;1557;1227;173;312;1098;1186;762 1 7
130423 404 7 840 705;1287;1089;952;772;550;526 1 7
130505 405 3 687 969;802;290 2 7
130668 406 3 674 523;731;768 2 7
130748 407 3 824 1277;904;291 18 5
131154 408 3 886 951;1100;606 2 7
131224 409 23 914 337;1053;654;1165;1708;1285;691;1548;887;1283;246;295;1117;1086;973;840;794;941;976;299;1037;1277;525 1 7
131882 410 2 884 567;1200 1 7
131983 411 9 794 954;656;562;898;556;711;903;1093;817 3 4
131997 412 5 1016 991;932;1167;696;1294 29 7
132023 413 34 772 557;1335;95;586;465;1142;1041;1671;624;1179;821;242;653;397;503;694;395;834;1013;1089;1027;982;279;1689;61;1359;219;1142;1017;285;969;230;1195;471 1 7
132353 414 1 1313 1313 8 2
132398 415 2 536 880;192 6 2
132405 416 2 1066 1325;806 12 3
132500 417 6 1007 824;1086;754;1100;1116;1160 3 4
133891 418 5 728 832;986;474;940;408 3 4
133897 419 1 1064 1064 4 1
133938 420 2 956 594;1319 1 7
134197 421 4 818 1019;860;459;932 5 2
134226 422 2 620 527;714 3 4
134354 423 3 590 870;300;600 2 7
134386 424 4 849 1215;404;858;918 1 7
134681 425 5 724 1229;1030;721;503;135 2 7
135476 426 2 742 586;899 1 7
135590 427 8 1136 875;1167;950;1579;1092;1261;1156;1004 10 3
135637 428 4 818 1152;571;817;731 57 2
136215 429 1 866 866 2 7
136388 430 2 924 1162;686 18 5
136949 431 2 825 1059;591 2 7
136999 432 5 732 841;792;972;698;356 366 6
137073 433 6 1038 885;1076;1098;1577;824;767 24 8
137238 434 10 1006 370;1273;1225;1199;1011;1037;1079;760;935;1176 14 1
137315 435 2 853 1113;593 1 7
138184 436 2 884 945;822 62 9
138686 437 22 1025 1309;1333;967;801;576;1178;1459;1142;1319;755;620;487;1267;981;1352;1651;1072;759;616;382;879;1654 1 7
139666 438 5 1181 1049;612;1156;1580;1506 2 7
139709 439 4 834 197;1231;821;1085 35 7
139788 440 1 1190 1190 1 7
139920 441 7 872 996;1568;602;435;992;924;586 18 5
140104 442 1 1539 1539 3 4
140330 443 2 876 693;1059 2 7
140431 444 4 978 857;1222;1215;619 171 1
140460 445 2 798 392;1204 25 2
140674 446 2 1144 908;1380 10 3
140685 447 34 838 1262;1351;959;1666;924;558;575;561;1183;1312;490;1217;1281;591;1019;1394;437;1082;815;461;1328;1016;526;839;912;945;556;532;457;275;519;899;343;207 3 4
140875 448 2 476 206;746 4 1
143753 449 4 976 253;1009;1277;1367 4 1
144806 450 5 993 1381;1046;935;322;1281 1 7
144811 451 12 948 1324;711;1651;1025;680;902;1039;1064;719;284;974;1008 14 1
144915 452 1 1325 1325 11 2
144926 453 2 1158 743;1573 2 7
145048 454 2 457 706;208 2 7
145260 455 2 422 297;547 12 3
145515 456 9 905 1646;1550;1096;417;750;650;583;563;893 38 2
145780 457 6 729 538;1682;817;298;244;794 1 7
146079 458 6 849 566;820;401;583;1421;1302 5 2
146409 459 5 710 940;647;685;610;666 1 7
146481 460 1 610 610 2 7
146510 461 2 1188 1433;943 274 6
148105 462 3 1056 1325;1089;754 303 3
148169 463 8 931 766;1135;925;895;942;654;733;1400 218 9
149396 464 7 792 761;755;1120;473;1395;566;472 23 2
149416 465 39 959 913;1548;1147;308;682;806;1089;975;331;480;400;1026;631;630;813;1131;1206;1470;622;768;760;697;1607;1395;582;973;786;1517;1081;1376;1404;1407;447;1036;1299;574;1071;1011;1410 2 7
149660 466 26 896 670;818;731;389;1050;1118;1227;1197;1105;573;176;814;1268;420;1424;373;1129;1117;678;1306;649;922;1274;1329;467;1060 87 6
149740 467 2 1132 1231;1034 130 8
149862 468 2 867 1237;497 1 7
149895 469 9 842 1401;629;296;1343;1479;130;718;606;978 34 1
151170 470 3 819 1215;813;428 6 2
151563 471 3 1113 877;1479;983 20 9
151906 472 3 1134 1074;1465;864 23 2
152227 473 2 1310 1071;1549 2 7
152247 474 11 691 1390;592;440;640;844;382;998;726;311;387;888 63 4
152436 475 5 1171 1377;977;1320;1169;1012 1 7
152618 476 3 1122 587;1187;1591 2 7
152697 477 2 590 350;830 1 7
152888 478 2 524 652;395 4 1
152896 479 1 1130 1130 4 1
152935 480 9 956 1185;1045;686;579;1580;805;517;1456;749 12 3
153027 481 2 910 666;1154 2 7
154269 482 3 1438 1669;1659;985 1 7
154303 483 2 744 496;993 1 7
154454 484 11 1036 1077;1509;1604;545;796;612;1353;605;1148;947;1196 6 2
154623 485 2 1066 1039;1092 1 7
154822 486 22 805 892;1232;741;664;475;700;1044;523;1505;1595;602;785;75;1048;169;1062;1037;469;233;1130;982;745 2 7
155428 487 14 1014 1283;476;1464;745;945;588;789;1564;1719;803;1002;753;897;1172 1 7
155550 488 8 997 822;686;1621;887;1258;744;1527;431 39 1
155636 489 3 1115 1000;1449;896 6 2
155680 490 5 686 479;537;997;1065;353 24 8
156588 491 4 884 1014;1406;528;586 2 7
156862 492 3 891 1287;1279;106 86 4
158355 493 2 920 965;874 1 7
158602 494 10 854 1147;1034;444;1167;840;654;700;778;585;1196 4 1
159427 495 8 768 379;369;1160;560;1302;754;565;1056 5 2
159598 496 1 729 729 1 7
159632 497 2 829 1261;397 5 2
159972 498 7 947 677;677;726;711;1445;1242;1148 1 7
160560 499 3 1033 1036;829;1234 10 3
161227 500 2 934 637;1232 1 7
161266 501 11 932 1341;1118;858;717;694;745;966;943;1230;431;1206 73 6
161577 502 2 891 697;1085 2 7
161726 503 2 433 554;312 24 8
164156 504 5 969 686;1097;1139;835;1088 1 7
165099 505 4 877 878;886;644;1099 1 7
165425 506 2 1242 1449;1035 3 4
165697 507 3 957 1190;993;688 20 9
165976 508 4 882 1360;816;1071;281 2 7
166026 509 5 1110 990;1041;1263;1472;786 10 3
166299 510 3 876 1301;662;664 2 7
166360 511 7 1021 555;701;1453;1312;1148;622;1359 122 1
166762 512 6 734 767;477;581;802;673;1103 18 5
167081 513 2 894 753;1036 5 2
167431 514 1 597 597 1 7
167710 515 2 1246 1296;1195 5 2
167938 516 4 803 209;1464;993;546 2 7
169261 517 5 1024 1020;163;1146;1707;1086 1 7
170015 518 21 824 922;564;1044;600;673;756;679;677;1291;497;1096;88;493;956;201;1359;704;1121;1036;1108;1447 8 2
170565 519 1 344 344 1 7
170885 520 14 1166 697;1236;801;1094;1714;1507;1723;1291;1012;754;1324;874;1546;745 1 7
171147 521 5 888 1562;849;870;991;169 95 4
171234 522 3 1058 1356;1222;596 3 4
171774 523 2 800 536;1064 3 4
173305 524 2 1009 1414;604 19 9
174708 525 2 1091 1141;1041 216 7
175302 526 3 738 947;865;403 1 7
176476 527 7 822 1334;753;683;680;1033;549;722 1 7
176995 528 1 810 810 1 7
182412 529 6 1056 865;519;1433;1410;1220;886 4 1
182917 530 3 701 631;663;809 11 2
182932 531 3 732 439;334;1422 1 7
186907 532 3 901 666;1108;928 228 4
