time jobId jobSize runtime tasks user peer
79737 308 12 840 721;1152;989;931;455;567;1136;867;812;967;924;557 1 4
80032 309 8 865 1289;550;1175;257;262;1241;1343;802 1 4
80184 310 3 649 334;774;840 1 4
81268 311 2 862 879;844 4 3
81589 312 8 1011 1329;1446;586;823;643;1207;1423;631 4 3
81598 313 5 667 215;870;1389;139;724 13 10
81702 314 7 1054 728;1373;1356;619;909;1215;1179 8 9
85115 315 7 911 912;1126;452;885;1146;705;1151 1 4
85353 316 25 926 1083;1296;1404;1205;491;859;1208;392;1693;487;967;949;864;393;874;1311;907;250;566;1603;499;1519;1268;453;614 134 16
85371 317 5 803 1149;826;925;1045;69 88 9
86098 318 2 1270 1374;1166 2 16
88624 319 4 708 626;567;739;900 1 4
88673 320 2 603 1105;101 1 4
89456 321 5 865 629;486;963;1051;1195 1 4
89483 322 6 794 512;959;556;883;1294;559 5 8
91187 323 8 1064 979;508;1503;1238;1336;915;955;1079 4 3
98788 324 1 282 282 1 4
98992 325 7 930 913;1076;807;936;913;1108;754 3 15
100185 326 2 1023 1200;846 10 17
101529 327 5 1214 1394;1134;914;1189;1437 4 3
102456 328 2 1137 1151;1123 3 15
102730 329 2 936 622;1251 2 16
103379 330 3 1178 1363;975;1195 1 4
106119 331 8 858 738;824;1627;209;1289;1014;838;323 1 4
106249 332 3 534 771;687;144 3 15
106846 333 5 550 432;267;649;1037;365 7 19
107065 334 8 863 654;1007;223;614;1255;1551;342;1256 3 15
107126 335 2 417 421;413 5 8
107161 336 1 1463 1463 2 16
107285 337 9 736 451;643;1533;1015;1052;883;501;263;286 1 4
107339 338 2 738 1172;305 1 4
107389 339 2 1086 764;1407 1 4
107648 340 2 436 344;527 18 12
107686 341 3 319 183;273;502 1 4
107783 342 4 814 786;200;1144;1126 4 3
107861 343 5 1090 1016;800;1593;988;1051 1 4
107984 344 22 1030 1186;613;1127;1158;1116;62;735;1051;1670;763;1393;1050;1084;1237;1649;1356;693;1026;1154;1000;984;544 2 16
108057 345 10 741 1075;613;835;888;172;995;753;924;290;861 7 19
108251 346 7 837 1008;562;848;1410;1027;796;205 1 4
108298 347 6 734 1099;1305;912;649;306;136 1 4
108326 348 4 464 545;655;129;529 10 17
108808 349 3 866 580;1513;505 1 4
108990 350 10 1060 1113;900;1048;1628;1117;349;1195;1236;1397;614 26 18
109048 351 10 1067 1286;897;1194;1229;1645;1143;1037;383;804;1055 9 16
109600 352 4 918 1183;1284;329;874 143 13
109613 353 1 828 828 1 4
110035 354 2 1214 833;1595 5 8
110051 355 3 664 820;430;741 1 4
110055 356 2 1084 1575;593 125 18
110188 357 2 806 940;673 57 3
110411 358 2 990 904;1075 42 16
110571 359 2 708 585;831 2 16
110982 360 8 983 1374;258;368;1163;1030;1097;1282;1292 2 16
110999 361 1 499 499 4 3
111039 362 3 919 1304;1092;361 99 9
111496 363 4 1260 1143;1447;1672;778 1 4
111565 364 7 955 908;1086;1531;962;744;1059;398 148 17
111944 365 2 885 731;1039 5 8
112052 366 3 1146 1218;1440;780 1 4
112088 367 8 884 463;1589;1477;1137;1264;459;512;171 14 13
112111 368 10 857 1182;613;606;466;1021;721;594;1403;675;1287 1 4
112203 369 7 701 706;613;565;957;1085;380;599 2 16
112449 370 2 1075 730;1420 1 4
112647 371 6 886 867;841;664;908;578;1460 123 15
112651 372 1 1274 1274 99 9
112659 373 3 533 724;703;173 74 4
112690 374 6 842 1030;1619;856;819;369;356 183 12
112814 375 5 940 984;1089;724;1253;648 23 16
112842 376 29 950 535;1298;1555;981;550;1368;1183;915;1061;931;818;869;1173;824;378;1053;858;247;933;1012;938;1426;1091;567;950;718;1365;943;1024 3 15
113212 377 15 953 847;138;710;1287;1340;781;876;533;1574;1348;1052;705;1248;402;1450 5 8
113244 378 9 798 500;466;942;899;605;962;723;907;1179 17 12
117969 379 5 992 1355;657;398;1172;1377 2 16
117986 380 5 1261 685;1508;1703;1304;1107 1 4
118004 381 4 840 1239;796;1066;259 1 4
118454 382 6 920 1102;879;1235;544;540;1222 1 4
119022 383 3 940 919;1061;840 1 4
119664 384 4 758 641;700;669;1022 18 12
119736 385 2 1068 893;1244 127 18
119752 386 2 1088 1274;903 1 4
119804 387 4 766 469;1061;1314;222 96 4
119884 388 3 953 635;928;1296 16 11
120092 389 5 1192 663;1509;1669;1511;608 3 15
120112 390 5 935 1306;503;624;993;1251 1 4
120125 391 5 928 1508;333;729;1330;738 1 4
120219 392 1 1158 1158 2 16
120626 393 6 830 299;1012;791;1022;1008;845 3 15
120642 394 4 852 726;1081;840;762 1 4
120718 395 4 1019 1418;850;844;963 42 16
121159 396 4 700 136;768;586;1310 51 16
121173 397 1 1037 1037 8 9
121422 398 1 913 913 27 6
121509 399 2 948 1174;723 1 4
121666 400 4 1038 741;819;1228;1365 48 5
121683 401 5 941 1022;844;1403;1120;318 1 4
122519 402 8 639 1340;246;532;746;314;766;630;540 1 4
122529 403 5 950 945;1248;398;1401;756 1 4
122628 404 4 742 1132;439;447;952 1 4
122717 405 2 652 625;680 2 16
122723 406 5 907 920;852;888;1079;797 289 18
122771 407 10 978 1086;878;1021;1349;1327;541;976;811;1513;276 3 15
122827 408 7 796 742;1016;1077;681;544;1203;312 43 16
122839 409 10 779 751;1069;1045;502;573;891;1031;461;656;814 3 15
123059 410 2 891 568;1214 1 4
123263 411 2 817 991;643 1 4
123531 412 20 850 1081;585;708;203;701;282;787;1482;633;531;645;913;841;1110;765;1359;1234;923;995;1213 4 3
123702 413 2 666 823;509 1 4
123953 414 2 786 574;999 1 4
123992 415 3 764 1168;730;394 1 4
124060 416 2 802 825;778 1 4
124254 417 2 1313 1403;1223 6 18
124519 418 2 502 836;168 3 15
124838 419 2 1404 1408;1401 1 4
125161 420 3 1063 1206;1007;975 5 8
125172 421 7 786 741;1175;752;821;482;931;600 1 4
125255 422 3 1025 1187;698;1189 51 16
125328 423 5 586 716;860;488;674;193 3 15
125487 424 6 695 760;325;531;273;934;1349 1 4
126329 425 5 1187 1417;1150;1068;965;1336 1 4
126340 426 3 831 998;887;609 70 15
126618 427 1 229 229 28 13
126771 428 9 970 1026;1259;613;764;1363;806;1437;604;862 297 3
126916 429 2 648 142;1153 1 4
126925 430 2 1395 1292;1498 2 16
127034 431 2 581 560;602 16 11
127040 432 3 1435 1389;1591;1326 29 15
127102 433 4 1013 582;903;1472;1096 4 3
127210 434 1 570 570 1 4
127218 435 2 1061 739;1383 4 3
127259 436 2 1306 1423;1189 9 16
127297 437 2 1074 1188;961 1 4
127333 438 3 1114 436;1377;1528 15 16
127410 439 7 703 686;741;994;1119;541;607;235 12 7
127446 440 3 892 673;1371;631 60 2
128432 441 3 1054 817;986;1360 29 15
128510 442 4 661 753;847;87;957 27 6
128747 443 3 736 703;257;1248 1 4
128833 444 1 616 616 2 16
128852 445 24 944 410;509;334;326;1120;799;1334;1170;649;1511;703;1475;785;1179;1169;1259;846;1277;653;389;1071;1318;1356;1010 11 7
129005 446 4 1035 1038;764;1244;1095 90 14
129060 447 3 481 664;472;308 2 16
129182 448 1 330 330 9 16
129189 449 2 878 796;959 2 16
129261 450 2 597 541;653 13 10
129321 451 2 1176 1219;1134 2 16
129327 452 5 925 1138;636;733;1213;906 1 4
129456 453 2 820 727;914 1 4
129619 454 2 878 705;1052 3 15
129821 455 5 646 383;928;1303;139;475 2 16
129971 456 4 1102 1325;757;1493;832 1 4
131070 457 2 992 1446;539 2 16
131216 458 1 448 448 1 4
131223 459 9 969 1066;868;293;1523;1695;1104;1015;561;592 2 16
131386 460 1 630 630 34 6
131417 461 2 1169 1045;1293 2 16
131446 462 3 566 486;936;277 4 3
131851 463 3 928 1013;689;1082 14 13
131862 464 2 1335 1224;1446 19 6
131879 465 1 1450 1450 1 4
131941 466 2 992 883;1100 12 7
131978 467 3 1033 1459;825;816 17 12
132043 468 9 892 353;1208;1431;809;818;805;824;1097;683 3 15
132267 469 7 962 1288;544;682;866;1284;1275;798 19 6
132308 470 5 1041 463;714;1307;1114;1607 2 16
132325 471 5 1005 902;1309;936;817;1059 6 18
132947 472 2 814 914;714 343 11
133035 473 4 779 145;1403;889;678 15 16
133091 474 8 1061 1589;1518;383;1548;1632;687;508;621 23 16
133543 475 5 760 685;1077;571;940;526 5 8
133628 476 3 896 1455;1001;231 1 4
133794 477 2 821 896;746 1 4
133823 478 2 1072 822;1321 1 4
134059 479 2 512 327;696 1 4
134277 480 8 976 1295;1688;83;412;1124;1413;350;1442 1 4
134567 481 10 806 393;261;1326;669;313;1255;1103;1586;597;560 2 16
134620 482 1 81 81 1 4
134806 483 14 1130 1014;1111;971;345;960;1466;1040;1225;1657;1219;513;1492;1087;1725 1 4
134823 484 7 1096 1266;322;1329;1181;802;1501;1269 275 19
134828 485 3 1379 1071;1579;1487 2 16
134971 486 2 275 394;156 1 4
135135 487 4 923 754;507;929;1503 4 3
135257 488 2 474 298;649 1 4
136503 489 14 1006 743;1109;1738;1452;1078;347;1151;1283;1205;419;775;1014;1256;510 18 12
136593 490 2 1260 1511;1009 1 4
137019 491 3 1020 1676;408;977 1 4
137423 492 2 1039 1401;677 75 12
137429 493 3 671 934;827;251 3 15
137697 494 2 1096 898;1294 115 12
137739 495 5 980 838;1263;848;1075;875 5 8
137789 496 3 1178 1274;1241;1018 7 19
137940 497 6 787 321;1155;658;558;929;1101 29 15
138050 498 5 1022 1168;1117;1573;767;484 1 4
138062 499 4 518 327;986;194;564 2 16
138198 500 4 1016 1497;1436;477;656 7 19
138272 501 1 1213 1213 6 18
138361 502 2 745 390;1100 1 4
138688 503 4 1043 831;1390;1700;251 10 17
138721 504 8 833 1144;907;373;1634;1101;583;143;778 18 12
139011 505 1 1664 1664 4 3
140440 506 5 947 940;876;1037;888;993 1 4
140513 507 5 868 625;461;1288;1031;935 1 4
140615 508 3 443 327;555;447 1 4
140714 509 3 1232 893;1163;1641 3 15
142059 510 1 995 995 4 3
142320 511 3 706 805;636;676 2 16
142860 512 25 796 1293;484;599;979;706;687;1093;1333;953;1188;755;1568;1054;982;750;828;136;889;577;418;1031;413;389;396;390 4 3
142988 513 2 1228 1349;1107 2 16
143484 514 16 852 1326;679;322;773;1120;835;702;330;873;1055;1258;449;1573;470;631;1240 3 15
143493 515 2 832 808;856 6 18
143811 516 4 1365 1120;1527;1305;1509 1 4
143958 517 5 811 404;1129;841;801;878 2 16
144472 518 12 789 879;976;1317;882;421;725;599;288;1186;1280;291;628 2 16
144485 519 4 812 850;712;462;1226 3 15
144592 520 3 1066 869;1572;757 2 16
144674 521 19 929 1164;504;725;979;805;1400;1549;360;963;513;700;553;1034;1586;1478;414;623;879;1425 1 4
