time jobId jobSize runtime tasks user
26265 68 2 818 915;720 2
26296 69 1 326 326 23
26301 70 4 908 1115;456;1077;983 1
26355 71 3 587 504;682;574 15
26478 72 4 572 490;415;901;481 1
26508 73 6 468 102;94;843;813;796;160 13
26573 74 18 868 1087;508;932;558;833;752;1060;314;757;392;1013;694;920;1015;1480;913;1021;1376 2
26578 75 4 442 209;191;1123;243 3
26718 76 3 621 715;844;305 3
26904 77 3 680 786;905;350 1
26913 78 4 646 386;849;829;520 2
26951 79 4 564 272;421;799;765 1
27068 80 12 718 936;668;292;763;640;407;864;238;1282;792;1418;318 2
27146 81 4 544 425;367;711;674 1
27245 82 14 666 824;643;257;590;96;1068;1376;329;331;157;821;826;574;1436 11
27458 83 2 474 363;584 7
27501 84 1 633 633 6
27523 85 1 349 349 3
27575 86 2 838 497;1178 8
27717 87 3 909 1315;585;827 63
27780 88 2 274 358;190 20
27823 89 3 547 91;842;708 4
28064 90 4 1000 754;1248;678;1321 13
28126 91 1 277 277 2
28170 92 3 445 267;302;765 8
28188 93 4 837 1004;921;325;1099 8
28396 94 3 774 519;926;877 1
28558 95 3 738 667;1370;178 19
28864 96 3 652 746;861;348 4
28906 97 2 760 373;1146 7
29160 98 46 581 1277;707;801;601;63;452;543;248;147;1098;391;263;741;577;798;1413;411;495;492;775;274;404;493;770;527;432;727;756;733;289;280;856;954;362;1005;843;367;668;773;106;334;427;1175;374;144;353 11
29280 99 3 256 339;174;254 1
29349 100 1 1078 1078 1
29392 101 11 827 1041;969;1498;775;429;846;804;215;1304;372;848 1
29563 102 4 845 720;600;977;1082 13
29740 103 2 872 583;1160 3
29792 104 2 588 328;848 58
29836 105 3 525 981;296;297 2
29993 106 3 789 1062;672;632 8
30246 107 2 1024 1223;825 2
30260 108 4 450 641;271;775;111 41
30289 109 32 742 1024;653;543;793;1143;730;228;1028;1035;854;1049;963;605;201;415;126;1404;678;755;1003;523;968;539;812;817;797;284;664;439;1363;1032;278 1
30531 110 6 838 732;720;453;1044;1486;593 2
30568 111 6 582 538;715;635;1116;300;189 3
30602 112 4 763 346;1015;1033;659 6
30730 113 6 437 354;116;265;482;364;1043 6
31084 114 8 639 172;596;1134;1242;129;243;809;789 1
31162 115 7 691 294;503;933;557;756;727;1066 63
31450 116 4 614 1148;267;330;711 1
31609 117 4 856 424;842;1174;983 1
31716 118 1 721 721 1
31754 119 1 937 937 1
31907 120 8 880 1294;385;811;552;1251;659;1020;1067 4
32298 121 2 974 1179;769 2
32303 122 7 636 791;1290;773;151;197;306;942 4
32320 123 12 742 1402;268;867;371;1393;930;441;786;97;867;887;597 1
32457 124 2 472 821;122 8
32534 125 1 816 816 7
32693 126 10 760 773;572;1102;934;957;272;1093;466;514;913 5
32709 127 5 569 168;697;1125;695;159 3
32727 128 3 751 769;62;1423 22
32756 129 2 352 503;202 2
32778 130 3 511 195;284;1055 2
32823 131 6 496 356;368;1007;261;481;500 4
32868 132 13 612 459;122;172;1171;446;914;1139;484;1018;587;94;491;857 16
32979 133 5 572 586;551;347;516;860 3
33190 134 5 669 868;413;255;1186;624 2
33241 135 4 816 1019;876;974;396 1
33390 136 2 1158 1457;858 11
33469 137 11 812 1498;642;509;387;292;232;672;1286;717;1492;1205 1
33611 138 19 640 947;507;878;374;916;713;840;1145;75;995;862;827;184;284;313;799;752;376;379 3
33721 139 1 979 979 1
33884 140 2 566 474;658 3
33944 141 5 437 490;611;402;347;336 1
33969 142 14 738 471;382;754;852;905;588;518;512;480;1010;696;896;1191;1073 65
34071 143 4 753 959;181;742;1129 2
34148 144 2 1059 1395;723 1
34418 145 15 775 397;1390;1141;849;1246;529;750;720;132;729;722;834;884;1095;207 2
34463 146 2 1098 1364;831 3
34539 147 4 688 1085;409;776;481 1
34722 148 5 832 1180;836;814;753;576 5
34749 149 17 622 1435;1104;561;353;839;660;854;548;416;339;349;347;634;834;573;71;656 3
35840 150 3 622 557;196;1113 7
35865 151 7 567 834;741;431;141;284;695;845 1
35892 152 3 821 261;809;1393 2
36403 153 4 675 391;281;1128;899 1
36672 154 2 1040 1002;1079 4
36749 155 2 630 761;500 2
37205 156 1 995 995 1
37300 157 3 854 708;1289;566 1
37371 158 3 946 1152;1221;465 36
37475 159 4 262 443;370;161;75 9
37604 160 4 678 1028;1162;206;315 4
37628 161 3 677 401;1432;199 1
37840 162 2 772 767;776 1
37880 163 9 678 992;1119;828;365;673;935;749;173;272 1
38043 164 2 910 946;874 5
38061 165 2 529 475;583 4
38109 166 2 516 121;911 1
38353 167 2 458 321;595 4
38372 168 8 750 660;836;808;992;202;931;859;714 13
38761 169 1 747 747 42
38790 170 5 734 1064;411;588;270;1337 12
38900 171 4 542 531;880;243;514 27
38995 172 2 214 270;159 41
38999 173 1 656 656 3
39080 174 2 488 558;418 1
39126 175 4 599 493;124;843;936 1
39130 176 1 548 548 1
39132 177 7 614 173;556;364;1248;698;701;555 6
39273 178 8 776 197;739;909;803;1044;936;937;641 9
39306 179 2 976 1151;800 5
39324 180 3 697 1125;828;139 4
39368 181 2 505 452;558 24
39420 182 1 639 639 1
39477 183 4 518 183;721;959;210 8
39483 184 13 689 856;725;961;548;848;739;215;582;344;839;302;1114;883 3
39881 185 5 637 618;374;245;876;1071 2
39901 186 16 743 378;726;642;1054;1082;474;1013;985;84;1048;389;882;1147;509;635;847 16
40086 187 6 661 286;902;403;197;720;1458 52
40109 188 5 636 1243;777;123;615;421 28
40449 189 7 670 1065;556;231;172;655;1014;997 60
40598 190 1 819 819 9
40787 191 4 762 225;1481;752;590 1
40834 192 2 418 495;341 2
40867 193 7 751 614;654;866;548;577;647;1348 1
40992 194 3 655 793;1022;149 1
41687 195 3 571 503;667;543 1
41694 196 1 664 664 3
42116 197 4 868 801;775;1126;768 39
42240 198 9 741 924;1079;970;132;303;702;774;674;1109 1
42256 199 2 594 528;660 1
42269 200 3 457 594;335;441 1
43132 201 10 688 672;908;519;810;192;637;917;712;647;870 1
43146 202 7 837 816;1181;244;1124;1072;654;766 6
43258 203 2 572 643;501 17
43666 204 2 746 807;684 11
43955 205 2 621 545;697 1
43964 206 2 724 1005;444 2
44007 207 4 662 1063;642;190;753 3
44137 208 8 735 782;347;944;130;914;184;1226;1355 9
44164 209 9 668 442;351;757;769;1053;477;319;810;1031 2
44257 210 8 579 982;677;261;560;824;349;657;321 6
44357 211 3 714 796;773;572 2
44407 212 2 996 850;1141 1
44430 213 2 864 878;851 42
44621 214 4 660 225;961;730;724 1
44633 215 6 541 1206;770;80;376;564;252 1
45008 216 3 682 653;531;862 6
45031 217 2 719 904;534 1
45177 218 1 806 806 22
45273 219 11 625 642;513;638;117;483;1015;734;987;477;464;805 16
45305 220 2 844 1081;607 2
45321 221 5 815 586;336;1166;559;1428 1
45448 222 6 585 165;938;578;216;907;708 6
45672 223 2 854 382;1327 1
45714 224 2 606 863;350 1
45750 225 7 472 584;301;226;249;985;609;348 1
45839 226 4 818 338;1319;858;759 1
45858 227 1 949 949 5
46093 228 7 648 590;212;378;751;667;705;1230 60
46606 229 2 338 521;154 19
46644 230 2 596 581;610 1
46790 231 6 788 721;718;309;1435;595;950 3
47235 232 4 732 768;426;956;778 1
47272 233 2 495 803;187 42
47420 234 13 925 81;1163;645;652;649;730;1413;1258;1339;1073;1042;1067;910 1
47554 235 3 482 632;554;260 2
47596 236 10 755 329;1253;602;698;1111;1109;984;454;517;492 1
49234 237 2 460 452;467 1
49445 238 2 602 822;383 2
49644 239 8 883 1101;533;1112;532;1207;729;1078;769 24
49981 240 10 826 975;673;765;1038;848;1408;691;254;805;800 3
50377 241 2 846 575;1116 2
50498 242 5 540 145;793;447;580;733 1
50663 243 2 654 664;643 37
50742 244 4 537 635;338;452;724 1
50806 245 5 553 190;755;188;953;677 1
50950 246 2 549 107;991 1
50984 247 4 687 749;649;514;837 1
53124 248 2 723 359;1087 1
53249 249 2 923 1038;808 9
53285 250 4 705 1153;728;298;642 45
53600 251 6 552 961;202;201;401;736;814 1
55461 252 22 680 379;859;696;676;1151;1028;1273;700;860;678;1063;260;1114;466;603;219;439;1107;143;180;851;205 29
55490 253 4 602 404;484;296;1225 2
55772 254 2 547 851;243 1
55836 255 1 630 630 51
55870 256 5 717 902;490;1191;707;295 18
56011 257 3 521 389;436;739 9
56021 258 3 451 780;87;485 10
56150 259 3 385 790;96;268 5
56159 260 1 989 989 12
56274 261 5 840 940;895;828;1343;194 4
56334 262 3 596 654;859;274 2
57206 263 2 786 320;1252 2
58668 264 4 930 1385;646;416;1273 2
58836 265 4 629 871;483;348;813 1
58938 266 3 836 1107;985;415 2
59738 267 13 707 468;182;1197;1021;1016;150;242;456;995;1462;747;771;485 28
59757 268 34 612 344;720;731;287;837;289;804;705;148;720;1365;142;1017;90;670;618;1148;696;583;538;713;981;492;518;309;310;456;262;500;895;337;1105;821;651 1
61827 269 3 163 124;135;231 28
61855 270 2 376 283;468 1
62156 271 23 647 757;972;766;989;773;252;246;1285;635;981;411;863;992;484;962;259;333;557;388;441;676;348;521 2
62415 272 6 717 911;391;234;1337;1337;91 7
63374 273 2 892 1179;606 1
63456 274 3 344 503;237;291 1
63843 275 2 738 554;922 23
65494 276 2 762 1072;452 1
65532 277 3 503 617;798;95 2
65694 278 2 326 417;234 2
66339 279 2 787 314;1260 4
66784 280 2 732 508;955 54
66958 281 3 630 480;1333;77 45
67095 282 4 764 1312;111;488;1146 61
67126 283 2 460 423;497 9
67163 284 2 978 970;985 7
67204 285 1 521 521 14
67325 286 2 503 799;207 1
67751 287 2 509 415;603 25
68188 288 2 724 1341;107 15
68389 289 13 629 553;811;314;553;678;631;1227;623;600;148;911;742;391 60
68650 290 6 656 867;776;687;931;318;359 13
68793 291 32 700 1437;962;1102;449;1236;1327;488;649;773;1152;340;893;945;1065;292;845;521;294;337;827;634;907;129;296;486;898;494;273;662;992;581;98 3
69408 292 2 636 279;992 7
69444 293 2 1010 900;1119 2
70339 294 2 760 649;872 1
70416 295 2 604 790;417 8
70713 296 1 815 815 57
73831 297 1 410 410 1
75522 298 4 556 1028;126;626;444 1
76074 299 2 392 518;266 2
76567 300 20 847 514;1231;301;1293;985;900;870;724;1256;699;188;548;518;1317;627;1095;1208;1001;1235;428 1
76701 301 4 662 543;450;1392;262 43
79512 302 5 737 1376;299;693;1146;172 2
79738 303 3 628 230;980;675 17
79807 304 2 1178 1132;1223 11
79870 305 3 547 554;675;411 4
80065 306 1 1031 1031 6
80888 307 3 413 300;846;93 4
80946 308 2 635 747;523 20
81401 309 3 891 1294;949;430 42
81929 310 3 567 1002;362;336 2
82287 311 1 419 419 2
82474 312 2 150 155;146 1
82509 313 4 768 871;1340;515;348 37
82803 314 4 550 707;132;1082;279 1
83292 315 2 470 696;244 12
83712 316 1 351 351 1
84266 317 11 682 156;119;182;76;1410;885;435;1338;405;1088;1408 10
85424 318 3 308 245;176;502 21
85853 319 5 545 631;642;830;141;481 1
86923 320 2 816 1025;608 1
