time jobId jobSize runtime tasks user peer
32155 85 4 758 1025;599;784;625 4 7408
32237 86 1 594 594 1 6315
32438 87 2 850 456;1243 1 6315
32465 88 1 420 420 6 3785
32513 89 10 548 360;269;861;1130;244;286;702;350;800;479 8 3147
32681 90 1 1105 1105 4 7408
32974 91 5 1104 1319;1125;945;1473;660 2 8126
33006 92 1 324 324 38 7803
33019 93 2 654 909;400 142 1979
33035 94 3 1049 854;1231;1061 10 5228
33053 95 14 822 1299;181;1102;983;1193;800;928;163;264;697;968;1410;491;1033 4 7408
33117 96 2 898 1043;753 7 1009
33244 97 3 596 946;330;511 15 7469
33292 98 8 682 1286;519;1066;296;576;358;343;1010 140 7833
33318 99 5 1068 1684;1426;1005;313;912 1 6315
33357 100 2 472 508;437 125 2061
33373 101 39 937 604;484;657;998;480;1232;427;1151;756;1380;405;684;1626;1091;945;1563;1007;987;719;543;1319;472;1378;1489;308;1259;498;1216;1340;611;1043;1470;1503;777;699;165;525;1073;1643 16 3473
33452 102 15 780 490;672;1004;1229;1184;1373;1040;157;118;591;475;405;1217;696;1051 1 6315
33466 103 4 943 685;1168;361;1559 5 6727
33552 104 3 832 623;1040;832 50 2652
33558 105 4 988 1145;964;777;1068 13 7020
33584 106 2 909 1042;776 6 3785
33873 107 2 302 516;89 1 6315
33948 108 2 426 498;355 5 6727
34015 109 19 886 703;1120;1345;964;1183;864;1019;871;959;1336;260;375;720;1515;368;1254;743;448;790 1 6315
34163 110 2 802 830;774 1 6315
34172 111 4 821 842;478;611;1354 3 2095
34319 112 2 1046 1031;1061 303 4920
34922 113 3 1033 727;1226;1147 3 2095
35082 114 1 570 570 13 7020
35110 115 6 854 1324;840;561;562;605;1229 1 6315
35457 116 17 773 729;697;107;1283;621;1306;870;448;819;737;748;498;1441;791;100;913;1025 4 7408
35580 117 5 1021 589;1210;1402;816;1086 2 8126
35622 118 2 1040 861;1218 1 6315
35700 119 2 1341 1038;1644 1 6315
35736 120 10 802 580;230;996;1425;919;487;1060;1255;780;283 253 7663
35744 121 2 1072 882;1262 1 6315
35808 122 2 1089 1004;1174 1 6315
35826 123 12 801 471;1056;1016;1287;767;489;408;1282;570;999;1180;82 2 8126
36078 124 6 840 188;860;904;850;1419;818 8 3147
36169 125 1 1176 1176 8 3147
36186 126 3 685 977;829;250 3 2095
36291 127 5 913 1297;328;1125;950;863 1 6315
36749 128 12 786 770;526;1018;363;600;1270;1381;1221;356;305;773;846 22 3251
36800 129 19 913 1310;169;1290;611;687;989;902;866;1245;926;574;704;1136;1035;969;1537;503;743;1151 1 6315
36863 130 4 901 539;630;932;1502 1 6315
36878 131 2 934 809;1059 1 6315
37090 132 6 952 1475;729;615;1437;1132;327 1 6315
37096 133 3 893 745;950;983 5 6727
37382 134 17 725 1192;649;590;528;878;727;445;1217;631;1154;265;1434;689;566;170;707;490 4 7408
37431 135 5 1168 1474;974;1203;1510;681 3 2095
37509 136 4 1174 1330;1330;1221;817 8 3147
37615 137 2 1348 1356;1341 99 6911
37698 138 3 1156 1150;1516;801 7 1009
37826 139 5 892 1202;783;1184;716;577 5 6727
38410 140 1 347 347 6 3785
38638 141 8 997 430;1420;1353;1134;1328;851;1151;310 1 6315
38657 142 3 969 770;1334;804 1 6315
38781 143 6 1021 962;1505;851;1308;624;876 7 1009
38785 144 2 1136 1691;580 4 7408
38806 145 4 724 466;578;1325;526 5 6727
39169 146 1 626 626 5 6727
39421 147 13 931 667;441;555;1133;945;396;1404;1079;865;786;1528;899;1405 3 2095
39466 148 3 1058 885;959;1330 177 126
39525 149 1 734 734 2 8126
39868 150 9 956 411;1027;1033;1566;233;1195;966;1313;864 17 8451
39910 151 2 488 202;775 86 1900
40204 152 5 819 1135;524;1302;444;691 1 6315
40229 153 2 529 766;292 1 6315
40247 154 2 568 102;1035 54 2385
40381 155 2 916 494;1339 4 7408
40419 156 2 1416 1145;1687 2 8126
40459 157 2 1340 1396;1283 6 3785
40812 158 3 1199 1619;1025;953 9 410
40829 159 6 607 1036;754;779;307;560;205 1 6315
40904 160 2 624 216;1031 1 6315
41266 161 1 1574 1574 5 6727
41296 162 10 928 1162;643;626;577;834;1058;1065;1106;1052;1161 29 5944
41325 163 11 1086 1406;1507;1261;926;1238;1311;912;1639;229;735;781 2 8126
41447 164 1 555 555 3 2095
41613 165 3 1084 1063;1211;979 1 6315
41735 166 13 750 1053;536;847;90;333;1285;753;435;926;450;561;1341;1140 1 6315
41977 167 2 966 1116;817 118 7433
42102 168 5 1238 1334;891;1030;1509;1424 9 410
42140 169 1 1100 1100 26 7660
42352 170 1 796 796 89 751
42443 171 4 861 570;976;852;1046 220 9563
42566 172 4 1079 562;1381;1464;909 209 8167
42663 173 3 1202 1409;1248;950 4 7408
42705 174 12 830 487;1246;774;142;1098;1015;841;1184;1036;511;941;685 6 3785
42954 175 11 927 674;1286;698;918;339;1247;1572;162;1149;994;1153 1 6315
42998 176 2 1296 1545;1047 2 8126
43010 177 3 368 603;215;286 19 7940
43027 178 13 1017 909;1189;1206;994;1329;539;770;1056;954;875;1088;1678;635 1 6315
43136 179 6 919 1205;594;1043;1132;218;1321 1 6315
43212 180 16 848 1082;688;61;1046;577;1374;982;1341;1070;457;392;491;955;821;966;1271 2 8126
43368 181 4 817 526;724;673;1346 46 3627
44178 182 5 862 957;330;1287;1126;612 1 6315
44199 183 5 743 581;222;1095;716;1099 1 6315
44220 184 3 749 1196;516;535 1 6315
44524 185 4 937 1416;531;788;1014 4 7408
44650 186 2 1051 1481;621 1 6315
44724 187 3 1011 1008;589;1437 1 6315
44806 188 11 957 1581;950;820;737;308;1278;655;919;974;1588;717 4 7408
44813 189 4 924 1646;760;951;339 2 8126
44860 190 4 367 201;126;463;677 7 1009
44887 191 1 1473 1473 7 1009
45119 192 6 844 871;1216;901;1064;659;354 2 8126
45153 193 2 1004 1239;769 1 6315
45289 194 1 810 810 349 4886
45317 195 3 947 1238;950;652 122 6129
45365 196 3 857 955;971;646 3 2095
45370 197 4 1172 1132;983;838;1734 2 8126
45536 198 11 976 862;460;913;1401;1099;1644;1476;802;325;908;844 1 6315
45851 199 3 589 1159;341;266 1 6315
45962 200 4 1145 1194;1280;1553;552 3 2095
46240 201 4 740 682;826;645;809 14 5017
46397 202 5 948 1182;602;641;1144;1169 2 8126
46710 203 2 910 1120;699 1 6315
46722 204 6 997 1579;747;1018;1205;432;1002 5 6727
46784 205 3 780 624;513;1203 15 7469
46908 206 3 1099 1429;1400;468 113 3808
47129 207 13 566 1055;441;483;315;499;156;690;492;520;395;670;884;754 1 6315
47466 208 2 732 1009;456 6 3785
47483 209 6 878 561;1321;517;1233;922;717 15 7469
47553 210 2 1394 1393;1396 1 6315
47664 211 2 480 676;285 3 2095
47667 212 4 982 930;455;1228;1316 5 6727
47738 213 7 896 864;1526;930;1077;392;616;867 31 8005
49664 214 2 921 918;924 4 7408
49700 215 2 644 463;826 1 6315
50156 216 5 719 988;984;627;377;618 1 6315
50224 217 2 1212 1417;1007 18 3368
50322 218 4 778 539;875;1218;479 1 6315
50339 219 2 1148 1484;813 1 6315
50423 220 30 847 563;1034;1377;849;931;518;1067;193;642;785;1064;1040;1007;366;692;551;853;1165;139;289;1556;1055;943;735;1453;1063;610;1056;1214;599 49 1157
50431 221 4 764 1297;226;1186;346 1 6315
50585 222 5 961 727;471;1206;1474;928 2 8126
50801 223 3 919 959;618;1180 134 1872
50905 224 11 871 1067;1216;238;141;473;1105;995;929;1622;1320;479 15 7469
51067 225 2 820 995;646 5 6727
51232 226 8 752 1460;404;751;874;339;323;1201;660 1 6315
51254 227 3 724 517;922;733 2 8126
51349 228 3 639 896;789;233 27 3404
51401 229 6 1147 789;1513;1247;1244;1260;831 1 6315
51412 230 26 861 883;582;1062;720;826;1205;437;414;1052;458;1252;1188;882;337;885;599;1271;752;966;605;1506;662;484;1600;1210;549 8 3147
51477 231 2 1012 571;1452 6 3785
51927 232 2 880 657;1104 1 6315
51973 233 6 1026 1106;1161;397;1515;1035;945 13 7020
52015 234 2 464 61;868 1 6315
52166 235 1 1106 1106 1 6315
52573 236 2 1070 1344;796 26 7660
53293 237 2 1060 891;1228 2 8126
53328 238 3 520 308;674;579 11 4049
53461 239 2 1015 1100;930 1 6315
53499 240 18 948 1204;968;205;960;1382;1105;334;73;1333;755;1295;797;830;1645;1464;930;823;970 1 6315
53559 241 7 788 499;704;838;282;875;1035;1283 7 1009
53608 242 5 891 722;1291;1046;887;511 4 7408
53621 243 2 864 526;1203 185 8057
53652 244 49 918 958;815;695;1245;1364;850;858;1009;1018;938;597;600;415;928;182;1326;1361;518;646;362;570;836;506;1034;1460;1113;1280;751;1248;791;606;998;1595;897;820;1275;695;1217;919;205;1142;957;389;1117;1491;1174;700;1367;1146 18 3368
54158 245 3 1003 877;544;1587 226 7226
54297 246 3 900 995;1183;521 21 7535
54347 247 7 1184 1676;304;875;1573;1641;1070;1146 1 6315
56688 248 2 772 589;955 1 6315
56868 249 3 575 850;373;502 1 6315
56923 250 5 496 622;152;355;569;784 1 6315
57065 251 3 951 948;774;1131 1 6315
57398 252 3 677 553;846;632 1 6315
58233 253 4 810 506;1237;770;725 1 6315
60256 254 5 720 793;636;782;1114;276 2 8126
61450 255 3 1055 909;1067;1189 70 2842
61630 256 2 1186 1302;1071 7 1009
61686 257 10 1075 1077;1486;797;1496;1321;513;644;757;1658;999 2 8126
62076 258 4 712 645;1224;634;347 46 3627
62080 259 3 1391 1226;1405;1543 21 7535
62880 260 3 1114 1094;1140;1107 2 8126
63537 261 2 1056 739;1373 23 3166
64879 262 4 750 836;252;1320;591 8 3147
64934 263 6 833 414;1494;1620;656;222;590 56 3200
67569 264 6 705 815;1632;105;132;994;551 3 2095
72007 265 9 917 1045;733;613;873;637;1227;422;1077;1629 3 2095
72071 266 2 934 1273;596 1 6315
72279 267 3 496 513;504;471 2 8126
72867 268 3 711 535;794;803 22 3251
73430 269 2 1161 1296;1026 2 8126
73595 270 5 830 324;727;1234;1158;706 4 7408
73807 271 1 1138 1138 4 7408
73870 272 4 832 1102;1084;744;397 3 2095
74605 273 3 922 454;771;1542 1 6315
75553 274 2 834 775;893 2 8126
75704 275 3 983 1175;1292;482 3 2095
75812 276 1 926 926 4 7408
75946 277 6 1043 877;1114;960;1244;976;1086 3 2095
80361 278 9 630 655;192;452;915;518;430;1428;542;535 4 7408
81997 279 5 867 1203;917;688;442;1086 2 8126
82070 280 2 1192 1578;807 26 7660
83670 281 6 1045 1631;466;227;1438;1166;1341 184 4768
84003 282 11 876 1323;794;868;473;1111;468;1336;1106;1662;130;360 3 2095
84191 283 3 1340 1341;1290;1388 1 6315
84489 284 2 1223 854;1592 1 6315
84812 285 12 1055 1381;1472;1365;1424;689;983;491;1180;1077;380;1427;796 1 6315
86502 286 9 849 815;195;1299;1370;1140;249;608;900;1061 1 6315
87499 287 9 856 1501;780;891;824;568;1526;176;1023;419 4 7408
87648 288 2 1158 1575;740 46 3627
87917 289 1 668 668 138 498
88186 290 8 945 701;1197;1192;1372;1040;716;661;681 3 2095
89396 291 2 522 289;755 1 6315
89680 292 2 1446 1307;1584 8 3147
90431 293 2 986 1498;474 2 8126
90592 294 2 1394 1515;1273 7 1009
97769 295 4 758 1283;658;718;374 147 329
102784 296 3 993 745;1271;963 5 6727
104046 297 1 1437 1437 2 8126
105872 298 2 1240 1528;951 18 3368
105878 299 9 808 97;1141;445;487;1428;707;1421;630;919 57 3766
105887 300 3 930 1318;936;537 1 6315
105918 301 4 665 746;310;472;1131 2 8126
106168 302 1 947 947 2 8126
106192 303 12 893 654;558;1257;1203;160;1141;725;754;1291;1079;1014;876 64 6265
106630 304 2 678 840;517 10 5228
107344 305 5 832 665;1127;323;1204;843 4 7408
107755 306 4 1276 1036;1474;1236;1360 3 2095
107807 307 7 711 472;1227;1034;714;447;571;510 179 7729
107941 308 4 710 472;222;819;1327 24 7419
108083 309 2 554 571;538 1 6315
108206 310 1 701 701 1 6315
108226 311 2 1462 1674;1249 10 5228
108373 312 2 542 658;427 12 5548
109332 313 2 627 383;871 2 8126
109462 314 2 1148 641;1656 7 1009
109520 315 3 901 603;1207;894 4 7408
109604 316 1 371 371 2 8126
109663 317 4 872 491;843;1036;1120 1 6315
109929 318 8 829 409;760;365;1332;1063;933;114;1657 2 8126
109952 319 2 812 463;1160 1 6315
110190 320 8 891 376;191;1561;530;999;634;1104;1730 49 1157
110198 321 2 764 453;1074 8 3147
110211 322 3 867 1046;1262;292 1 6315
110344 323 3 857 973;922;676 2 8126
111334 324 2 554 545;564 8 3147
111481 325 31 846 654;316;899;347;701;584;939;296;1107;1595;566;320;1002;789;1204;1223;1183;640;819;688;877;1119;874;112;277;835;1695;959;878;1218;1501 1 6315
111532 326 5 643 1032;735;144;471;835 2 8126
111608 327 3 1291 1338;913;1622 6 3785
111664 328 8 887 1110;359;528;1454;465;1127;1072;979 38 7803
111709 329 4 928 731;647;1475;857 1 6315
111778 330 9 985 1424;761;762;778;1017;958;435;1615;1116 1 6315
111917 331 4 1133 1279;1282;1029;941 1 6315
111981 332 14 851 709;1147;1085;1102;958;743;539;989;826;956;760;675;636;789 2 8126
111994 333 5 1232 1191;1407;569;1374;1620 33 5750
112025 334 1 1076 1076 1 6315
112266 335 3 1024 1535;831;705 1 6315
112335 336 24 916 661;958;685;1335;738;1507;790;476;1319;434;977;602;433;1400;1366;768;226;1508;699;1595;1198;649;800;855 5 6727
112368 337 2 625 722;528 3 2095
112479 338 4 930 696;987;974;1062 178 6916
112649 339 5 988 1277;719;775;999;1168 4 7408
112994 340 28 872 655;1287;763;891;1477;986;551;626;1270;598;226;1311;501;915;1178;968;1134;349;828;694;950;951;814;1227;1195;467;463;1139 1 6315
113138 341 1 1456 1456 328 2383
113155 342 10 776 1364;573;1270;933;1293;453;126;296;808;645 1 6315
113160 343 2 1356 1661;1050 1 6315
113269 344 3 885 980;417;1257 6 3785
113273 345 3 695 784;670;630 1 6315
113296 346 3 889 938;257;1471 2 8126
113375 347 2 669 832;506 1 6315
113694 348 3 822 979;613;873 6 3785
113869 349 1 1051 1051 14 5017
113911 350 2 1030 1205;855 1 6315
113919 351 1 973 973 78 2702
114056 352 1 815 815 2 8126
114853 353 3 673 457;881;680 14 5017
114945 354 5 806 932;1228;215;1020;635 2 8126
115069 355 4 1000 885;1301;1292;520 7 1009
115124 356 6 1292 1257;1344;1380;1299;1583;891 7 1009
115176 357 4 839 955;577;1028;797 1 6315
115191 358 2 828 517;1140 108 4194
115434 359 17 646 157;244;343;409;154;272;1336;730;517;1279;1151;381;1091;692;1010;304;909 5 6727
115441 360 10 1126 1570;1257;1233;755;1060;1017;916;1414;600;1441 1 6315
115504 361 1 1599 1599 15 7469
115607 362 15 815 1097;841;743;401;384;486;1031;1190;961;1186;978;742;1359;329;493 3 2095
115649 363 6 770 851;179;640;1362;650;937 1 6315
115719 364 7 938 1465;834;395;787;1114;1149;819 4 7408
115821 365 3 899 952;1132;613 6 3785
115835 366 2 676 1003;350 96 3611
116724 367 2 723 512;934 2 8126
118782 368 3 1188 852;1696;1017 1 6315
119027 369 6 830 478;486;421;1377;1098;1118 38 7803
119036 370 7 595 242;339;327;1157;982;825;291 1 6315
119045 371 1 767 767 58 7616
119064 372 3 795 1615;206;564 146 4185
119294 373 1 188 188 3 2095
119358 374 3 1456 1048;1644;1676 4 7408
119637 375 8 958 1258;750;1124;850;956;499;1083;1148 2 8126
119793 376 7 997 862;772;581;1366;1442;1204;751 8 3147
119798 377 53 848 496;634;1249;1288;803;1683;1590;1032;1086;783;539;792;592;1199;510;699;73;748;997;603;1124;1221;572;722;746;251;88;1075;185;1015;769;473;1390;1409;787;1382;1572;1397;735;518;428;949;77;723;936;1338;863;356;798;1017;1690;382;559 18 3368
119863 378 4 531 118;656;785;566 1 6315
119916 379 6 1014 1497;1218;966;1245;840;319 7 1009
120070 380 3 1073 1321;774;1124 173 5361
120592 381 2 1216 896;1537 1 6315
120649 382 2 704 902;507 18 3368
120933 383 10 937 553;1604;1490;811;909;930;957;609;813;697 2 8126
120979 384 2 951 858;1044 17 8451
121008 385 1 717 717 1 6315
121074 386 9 928 1290;617;1108;925;646;783;276;1473;1235 2 8126
121464 387 8 888 497;1286;772;791;952;931;846;1033 1 6315
121502 388 4 523 1027;875;117;72 2 8126
122601 389 14 751 1091;764;1457;1221;821;945;150;1228;767;323;681;522;281;262 3 2095
122732 390 5 1019 1289;634;707;935;1528 7 1009
122829 391 2 1082 990;1175 8 3147
123293 392 5 1083 870;1398;851;1243;1055 12 5548
123344 393 8 909 367;458;814;1622;554;1178;1070;1209 1 6315
123387 394 13 917 1356;1375;116;619;648;1043;989;770;950;923;890;1280;959 190 2307
123492 395 3 1033 880;1186;1033 1 6315
123527 396 25 810 484;292;1073;1372;75;176;852;1053;716;772;499;1686;766;1611;384;576;796;697;1049;758;1025;593;1004;1493;456 10 5228
124393 397 38 865 702;1270;935;1663;388;554;777;660;558;1140;582;262;621;825;904;550;1619;868;1062;1222;579;864;830;877;1128;586;886;1489;1421;215;974;912;989;959;658;695;551;1094 64 6265
124593 398 3 969 898;761;1248 119 3945
124810 399 4 858 467;916;654;1396 70 2842
125719 400 4 774 539;601;710;1246 39 2062
125803 401 3 410 400;600;231 23 3166
125903 402 1 1354 1354 122 6129
125941 403 3 910 835;1093;801 1 6315
126054 404 2 891 678;1104 2 8126
126258 405 5 872 177;744;1303;933;1205 1 6315
126438 406 2 1078 832;1323 137 2929
126538 407 3 843 665;1543;322 5 6727
126564 408 29 842 422;1387;826;1001;381;837;1014;931;858;1704;1010;1378;1222;493;1079;745;335;680;707;1075;71;1360;376;69;646;1432;1016;739;633 1 6315
126584 409 2 1416 1626;1206 11 4049
126632 410 12 1002 773;1255;768;1025;851;630;1460;1725;1221;746;953;621 5 6727
126650 411 1 1446 1446 1 6315
126720 412 4 1265 852;1379;1736;1093 1 6315
126778 413 3 988 794;574;1597 1 6315
126869 414 4 925 1386;763;1415;137 3 2095
126885 415 2 1308 1347;1270 2 8126
126974 416 1 638 638 1 6315
127139 417 2 1158 1154;1163 18 3368
127166 418 2 1243 1418;1068 261 2308
127187 419 1 986 986 2 8126
127220 420 2 516 557;474 8 3147
127298 421 3 945 1080;1268;487 4 7408
127320 422 4 828 799;533;578;1403 3 2095
127382 423 2 664 662;667 48 2068
127467 424 1 953 953 22 3251
127477 425 6 880 706;1176;668;1206;541;982 6 3785
127538 426 5 548 549;755;916;234;284 11 4049
127570 427 2 745 797;693 1 6315
128367 428 6 645 460;530;427;1050;1276;127 249 7445
128453 429 2 850 1088;612 4 7408
128835 430 6 802 534;1116;668;788;979;730 3 2095
128981 431 3 844 839;799;893 1 6315
129063 432 1 321 321 1 6315
129100 433 2 1330 1661;998 1 6315
129397 434 3 886 970;1075;614 1 6315
129738 435 1 1095 1095 4 7408
130406 436 9 942 159;80;286;1087;1731;1078;1270;1060;1723 3 2095
130456 437 4 815 563;1434;600;663 333 1892
131084 438 2 671 723;619 5 6727
131105 439 2 950 496;1405 158 9643
131211 440 13 952 1162;740;856;1705;978;550;504;1359;850;129;1288;1467;786 14 5017
131222 441 3 633 714;353;832 21 7535
131241 442 3 792 244;1677;456 4 7408
131638 443 7 997 837;233;1198;1387;1099;1136;1091 6 3785
131784 444 1 941 941 80 6285
131811 445 4 1072 700;1351;1359;876 3 2095
131859 446 10 605 1072;579;389;399;190;1093;475;300;831;719 1 6315
131890 447 4 846 1006;725;670;984 56 3200
132644 448 14 1112 1339;1510;1457;1232;1211;1300;1409;1163;733;1087;822;631;710;971 68 6473
132738 449 11 938 1145;1474;194;407;1454;867;793;1011;923;747;1301 4 7408
133108 450 4 612 614;435;191;1209 4 7408
133110 451 3 886 756;603;1299 9 410
133163 452 12 854 1157;1051;882;1115;1175;1444;772;547;622;371;530;583 8 3147
133198 453 2 1117 1273;961 1 6315
133377 454 6 899 1193;769;333;884;1258;955 2 8126
133594 455 8 971 1040;862;1149;869;577;1536;912;825 19 7940
133653 456 4 1113 1128;944;906;1473 3 2095
133692 457 2 977 840;1114 6 3785
133731 458 18 838 770;1071;843;1106;425;553;839;1129;1295;812;1703;1290;452;804;721;222;720;331 29 5944
133768 459 3 925 1195;634;947 2 8126
133771 460 8 1034 964;581;1177;1270;1259;1372;863;782 1 6315
134025 461 2 984 878;1091 3 2095
134075 462 2 1293 1169;1417 168 3975
134986 463 7 904 1627;538;1472;774;325;1088;506 5 6727
135008 464 10 1036 922;683;982;1254;537;1361;940;611;1409;1663 3 2095
135031 465 6 904 465;678;237;1637;1138;1271 3 2095
135300 466 5 983 1009;1214;513;1204;975 1 6315
135310 467 2 796 1028;565 1 6315
136117 468 3 1086 1369;617;1271 349 4886
136517 469 5 927 556;1000;842;1005;1231 43 8716
136557 470 8 651 937;687;1236;287;388;171;649;854 8 3147
136586 471 3 704 311;1183;619 1 6315
136640 472 2 556 476;637 252 5023
136647 473 5 1071 1141;1674;1038;419;1082 2 8126
136676 474 2 1112 1124;1100 1 6315
136781 475 2 774 556;992 15 7469
137269 476 3 1147 851;1351;1238 4 7408
137497 477 3 1192 1121;1188;1267 3 2095
137693 478 1 892 892 2 8126
137947 479 6 1031 1286;1328;542;899;981;1150 284 9029
138031 480 1 366 366 1 6315
138247 481 3 724 619;624;929 11 4049
138445 482 1 916 916 97 5942
138529 483 1 416 416 30 5925
138581 484 4 774 1346;842;838;69 1 6315
138637 485 2 862 623;1100 1 6315
139040 486 4 1024 1349;899;1388;462 1 6315
139471 487 2 1272 1474;1069 1 6315
139732 488 10 718 709;723;1202;1474;899;1130;198;104;91;647 1 6315
140067 489 3 1044 1206;875;1051 2 8126
140084 490 3 799 657;1439;301 1 6315
140141 491 3 1179 1256;1148;1132 1 6315
140174 492 3 844 542;1386;605 1 6315
140563 493 4 813 880;525;759;1088 4 7408
140599 494 6 1016 752;1019;911;461;1422;1532 2 8126
140604 495 28 918 1159;799;850;933;781;1321;783;1379;669;1071;1010;971;965;1287;1107;1206;700;671;627;420;890;797;991;1059;180;932;1332;810 18 3368
140613 496 4 934 1175;938;624;1001 25 4063
140660 497 3 801 999;407;996 2 8126
140733 498 1 752 752 59 986
140736 499 2 676 827;525 1 6315
141090 500 3 819 337;1261;858 276 8296
141185 501 18 858 1209;636;744;64;1157;1133;803;1626;1569;891;802;497;1013;1053;908;349;295;692 16 3473
141274 502 10 774 716;509;858;470;1542;829;669;601;804;742 44 6922
141293 503 1 931 931 15 7469
141455 504 7 1101 1089;888;658;1424;899;1649;1103 2 8126
141473 505 2 763 867;659 4 7408
141510 506 1 1051 1051 18 3368
141616 507 4 919 658;1254;840;924 179 7729
141787 508 2 1306 1351;1260 4 7408
141899 509 2 704 824;584 50 2652
141978 510 2 1259 1424;1094 2 8126
142111 511 1 553 553 7 1009
142123 512 4 1049 1639;1145;798;614 3 2095
142252 513 1 501 501 10 5228
142774 514 2 852 1493;211 1 6315
142879 515 3 1098 1270;1402;622 215 8988
144097 516 6 858 1153;757;1145;231;1135;726 7 1009
144133 517 2 862 808;916 20 3581
144285 518 4 460 223;335;862;419 2 8126
144343 519 4 836 656;1057;1309;322 3 2095
