time jobId jobSize runtime tasks user
50004 177 9 793 771;967;621;809;668;452;847;1012;987 41
50018 178 17 698 518;397;239;1226;711;1104;1049;1055;328;500;687;433;596;831;577;1057;551 1
50075 179 6 419 475;448;203;363;549;476 318
50348 180 3 722 839;965;362 160
50755 181 48 609 1113;316;351;598;610;542;608;616;1244;843;832;530;828;357;1251;1072;935;809;354;91;921;280;333;1343;643;150;264;327;697;418;274;223;321;1005;498;747;269;266;924;856;721;190;762;604;562;339;63;1312 4
50852 182 2 796 911;680 34
51010 183 4 569 752;492;489;544 5
51240 184 10 589 257;774;1023;270;166;512;177;504;732;1475 2
52849 185 3 765 739;756;799 3
52908 186 5 697 895;62;469;1313;744 221
53080 187 14 705 650;701;1091;797;505;1255;498;1082;880;579;861;547;182;238 1
53338 188 4 484 667;652;194;425 133
53359 189 2 898 900;896 2
53391 190 8 754 642;837;563;723;1102;605;1000;563 2
53471 191 2 743 891;595 5
53538 192 4 672 764;1189;465;272 5
53642 193 21 595 666;156;196;460;360;705;1028;224;434;595;198;969;882;446;1273;710;1005;270;356;1257;301 6
53673 194 1 869 869 19
53767 195 3 591 475;938;360 3
54033 196 3 728 692;624;868 1
54138 197 3 1011 606;1186;1240 16
54581 198 4 843 1075;867;1028;402 5
54747 199 8 562 848;321;838;143;1022;89;620;619 1
54868 200 4 844 357;1235;1120;663 5
54923 201 9 455 569;1181;140;301;869;76;274;122;565 1
55641 202 8 479 676;221;515;549;590;684;431;165 16
55677 203 3 903 712;1351;646 2
55981 204 2 574 527;621 9
57536 205 11 725 678;723;144;1118;1197;723;379;1134;961;711;207 3
57886 206 1 133 133 18
57926 207 9 503 181;309;363;487;532;1017;270;512;852 1
58099 208 2 1043 1079;1007 6
59563 209 2 683 856;510 12
60162 210 8 597 637;334;489;672;483;915;732;517 18
60465 211 4 543 541;551;345;736 3
60646 212 2 426 316;535 5
60706 213 3 511 492;546;494 27
60932 214 4 608 822;816;714;80 24
61484 215 2 733 913;553 91
62787 216 26 705 1366;943;812;919;855;902;471;848;606;195;951;322;998;840;831;661;744;646;384;439;449;354;1032;609;775;378 5
63935 217 2 382 635;129 2
66047 218 3 1050 852;884;1415 9
66326 219 1 946 946 1
67112 220 3 320 280;384;295 2
67733 221 3 594 667;630;486 10
67867 222 2 390 385;394 118
68539 223 18 677 909;411;405;451;429;1055;1270;502;748;690;875;392;208;509;848;823;505;1156 3
68555 224 2 744 782;705 172
69744 225 2 294 82;507 3
69814 226 4 627 700;788;199;820 9
70262 227 7 539 349;495;658;237;580;1021;431 25
70639 228 6 750 794;383;1320;763;745;493 233
71731 229 2 608 573;642 10
71866 230 1 736 736 1
71923 231 1 955 955 68
72740 232 12 916 1091;753;920;943;1172;252;797;1103;639;1055;1043;1223 129
73764 233 16 872 1112;334;934;1448;704;1034;613;570;670;1258;499;1146;988;793;1174;669 51
74008 234 9 729 801;464;1120;1309;728;505;981;181;473 5
75174 235 2 914 722;1106 5
75549 236 12 884 1343;229;551;516;1239;561;1084;819;1289;821;1216;946 1
75720 237 2 362 647;76 1
76131 238 3 644 659;716;558 29
79020 239 4 427 454;248;544;462 211
85937 240 4 889 998;889;813;857 9
86305 241 2 140 102;179 1
86424 242 1 518 518 1
87658 243 1 705 705 9
89169 244 2 620 613;626 1
89849 245 2 482 683;280 5
90042 246 7 662 272;875;807;762;828;894;198 2
90319 247 3 693 419;1070;591 66
90420 248 4 538 127;907;738;379 3
91293 249 5 892 233;1207;903;1158;959 117
92196 250 2 573 558;588 2
92241 251 2 1096 1222;969 3
92303 252 12 671 792;309;1305;508;417;987;799;252;423;494;769;998 8
96142 253 3 473 628;313;477 1
97715 254 1 713 713 46
99544 255 2 752 461;1044 1
99952 256 7 754 1200;752;611;129;1146;563;877 4
100017 257 3 632 1233;438;226 1
101287 258 3 681 381;1007;656 3
106409 259 2 572 492;652 14
107100 260 3 840 1000;824;696 1
107129 261 3 914 908;954;881 10
107165 262 1 682 682 1
107215 263 7 488 280;415;1065;308;518;471;359 6
107396 264 23 596 866;134;236;333;675;804;779;268;1121;1334;899;722;531;148;91;101;403;909;1352;169;968;494;366 11
107483 265 1 1110 1110 1
107570 266 2 796 572;1021 1
108074 267 2 620 88;1152 1
108145 268 16 776 952;715;567;754;775;956;864;830;645;1338;504;387;1044;1334;128;616 15
108182 269 1 186 186 1
108196 270 4 613 809;495;908;241 5
108395 271 4 698 734;984;181;892 2
108406 272 1 718 718 2
108457 273 2 640 251;1030 7
108564 274 3 768 480;1231;592 8
108853 275 11 742 1296;980;548;1273;269;599;491;143;435;1219;912 20
109005 276 2 700 484;917 10
109042 277 4 595 889;244;582;666 117
109270 278 2 742 973;512 1
109580 279 34 654 893;980;499;264;353;590;1011;825;617;826;1011;347;408;192;583;1449;320;1087;1071;160;521;151;398;794;1465;192;455;583;749;645;911;79;1371;444 2
109600 280 46 685 641;234;1225;993;574;449;864;127;301;478;839;607;1195;446;533;129;583;878;281;397;1320;573;516;592;315;782;865;1000;574;1013;919;638;964;310;963;745;868;708;294;647;562;1325;1299;756;571;632 15
109621 281 2 826 1390;262 1
109641 282 1 678 678 5
109646 283 2 824 1063;584 5
109854 284 3 654 220;1273;468 2
109871 285 8 510 954;340;707;730;710;86;361;191 2
110622 286 2 738 1118;358 54
111083 287 4 559 168;414;614;1039 76
111253 288 19 688 866;1256;1034;144;718;821;679;822;648;95;732;891;1091;146;796;1171;436;190;533 1
111275 289 6 495 886;452;467;106;427;634 22
111461 290 7 803 356;1009;454;1139;1282;574;804 1
111604 291 4 986 906;460;1196;1381 11
111645 292 2 592 878;307 114
111673 293 2 1178 1146;1211 6
111903 294 5 845 422;1452;606;740;1004 7
111966 295 2 528 93;962 1
112511 296 5 635 533;315;537;981;809 13
112969 297 1 799 799 2
113006 298 9 726 1240;522;648;790;668;659;519;924;563 1
113171 299 4 632 687;308;997;534 2
113575 300 2 718 671;766 2
113625 301 8 596 998;315;881;640;166;293;1036;438 58
113731 302 2 574 646;503 15
113748 303 8 633 198;226;227;992;1047;857;874;641 10
114165 304 9 484 240;775;466;163;561;574;258;314;1005 1
114205 305 4 735 1146;781;638;375 1
114597 306 5 449 362;299;731;140;711 1
114695 307 2 549 869;229 2
115315 308 1 791 791 2
115371 309 7 756 700;1106;963;962;710;185;665 3
115378 310 1 355 355 31
115433 311 12 746 834;1033;1078;119;263;765;910;344;1057;536;1240;772 3
115481 312 2 894 685;1102 1
115677 313 1 947 947 1
115688 314 31 686 1180;1230;883;507;598;818;270;1007;616;178;513;632;935;452;775;706;662;583;1044;877;590;345;467;294;632;378;966;248;907;1158;804 3
115783 315 1 1114 1114 3
115810 316 2 715 658;772 23
115824 317 2 600 843;357 166
115835 318 1 825 825 4
115866 319 4 536 559;247;957;382 56
116028 320 3 526 701;382;494 2
116162 321 2 728 812;645 30
116327 322 2 740 991;489 336
116671 323 4 489 448;159;563;787 6
116836 324 9 691 630;858;552;417;1421;290;74;1017;958 4
117174 325 9 691 212;768;669;643;966;1304;719;461;479 102
117266 326 4 373 280;421;580;211 37
117456 327 6 818 870;1126;686;808;144;1277 1
117636 328 2 898 1068;727 1
117684 329 4 724 398;319;1342;837 1
117765 330 5 700 671;923;158;608;1142 1
117781 331 3 625 271;544;1061 1
117830 332 2 748 595;902 2
117832 333 3 547 71;784;785 182
117962 334 2 352 579;124 26
118001 335 4 877 1296;898;808;505 76
118572 336 4 856 501;939;1240;744 1
118887 337 1 1169 1169 1
119268 338 4 896 1058;892;780;856 1
119288 339 20 714 837;963;1437;196;666;878;1471;1076;621;427;445;205;405;109;1095;327;921;138;894;1160 5
119321 340 2 708 910;505 211
119736 341 5 707 1299;589;578;712;359 2
119933 342 14 641 710;433;592;931;190;144;1162;496;558;548;440;343;1427;997 2
119952 343 3 473 121;92;1207 1
119993 344 1 189 189 8
120039 345 2 838 1386;289 3
120409 346 9 573 182;360;913;170;172;1187;1081;390;699 150
120421 347 3 976 450;1163;1314 44
120650 348 9 789 1187;209;954;983;643;718;304;1134;969 1
121376 349 16 653 835;483;530;945;789;1311;541;800;457;112;934;557;347;1097;564;145 1
121526 350 2 535 559;511 1
121529 351 2 394 95;693 1
121956 352 2 466 662;269 1
121963 353 4 788 1253;772;850;276 31
121984 354 4 866 912;848;1191;513 40
122038 355 2 790 1078;503 1
122089 356 3 925 1117;1233;424 1
122332 357 3 470 477;360;574 1
122368 358 2 562 461;663 1
122391 359 2 878 1439;318 8
122473 360 4 446 448;102;593;643 11
122638 361 5 509 334;877;92;701;542 3
122673 362 9 637 503;598;754;1279;328;327;252;1090;602 1
122925 363 2 612 700;524 26
123041 364 2 996 865;1126 13
123104 365 3 717 581;221;1350 1
123177 366 4 665 551;543;1067;498 3
123286 367 20 654 333;195;1064;665;736;928;850;308;676;520;964;1109;532;915;586;578;437;1120;284;278 1
123301 368 5 735 532;937;908;365;931 1
123315 369 2 432 797;66 3
123349 370 7 587 254;678;1105;872;301;415;483 18
123416 371 8 767 762;685;996;956;1059;705;593;379 72
123420 372 5 652 289;1121;793;616;441 2
123587 373 2 594 874;314 21
123634 374 3 386 89;382;687 1
123663 375 4 834 836;1316;400;786 1
123677 376 6 759 995;920;476;209;1071;884 1
123712 377 4 512 581;544;392;529 16
123916 378 3 536 785;440;383 11
123918 379 3 545 1019;138;478 3
124010 380 3 289 503;126;238 4
124231 381 2 1094 755;1433 2
124273 382 19 561 444;717;1108;875;1460;220;475;480;1043;232;614;212;408;164;659;302;275;399;577 91
124335 383 2 474 319;630 6
124349 384 20 604 747;1190;165;981;168;724;101;196;578;954;577;566;832;680;400;528;1086;388;938;285 1
124544 385 3 776 953;1269;105 112
124579 386 10 708 911;1401;903;629;233;982;410;529;981;100 12
124735 387 11 571 739;823;630;140;314;778;180;1046;456;365;806 8
124778 388 1 345 345 2
124896 389 2 596 303;888 185
124977 390 3 767 1012;818;470 84
125037 391 5 569 408;68;418;1092;857 307
125925 392 2 1350 1326;1373 58
125966 393 2 793 789;797 3
126097 394 2 728 899;556 1
126158 395 2 706 814;597 54
126391 396 2 762 445;1080 1
126413 397 6 666 993;463;378;541;1148;471 33
126515 398 3 366 73;599;426 6
126976 399 1 488 488 49
127004 400 12 490 895;618;721;470;1393;190;194;592;270;75;249;212 40
127068 401 7 467 558;465;285;266;774;753;169 67
129151 402 2 929 841;1017 1
129298 403 4 359 223;915;167;131 39
129554 404 1 817 817 8
129626 405 6 594 367;757;705;419;694;619 8
129677 406 4 669 557;786;426;907 16
129728 407 4 872 1374;149;1106;859 11
130091 408 4 642 959;405;230;976 1
130308 409 1 698 698 2
130512 410 1 1224 1224 5
130552 411 7 746 811;926;757;1112;555;194;868 1
130558 412 2 422 322;523 1
130577 413 4 548 174;470;294;1256 3
131890 414 1 380 380 3
131946 415 1 87 87 1
132026 416 3 230 221;244;224 16
132868 417 3 480 74;939;426 16
132921 418 15 765 1316;1103;1103;1011;928;342;208;604;588;703;582;1077;774;705;424 11
133032 419 3 971 1103;1075;735 5
133071 420 3 415 129;298;819 1
133352 421 3 306 597;166;154 1
133405 422 4 732 629;1121;408;768 138
134484 423 4 731 883;919;569;553 6
134586 424 1 350 350 5
134754 425 2 690 589;792 287
134794 426 1 505 505 1
134938 427 2 562 160;964 71
136631 428 18 588 808;524;352;1048;1259;1080;231;722;285;189;535;593;746;183;277;1174;371;212 13
136688 429 12 758 309;557;1399;623;397;481;1421;985;403;518;1237;765 1
136896 430 8 569 301;1026;668;526;590;298;100;1041 2
137021 431 2 826 1272;380 3
137040 432 3 692 1195;349;533 102
137420 433 8 586 321;560;240;1134;872;868;380;313 195
137636 434 6 873 763;574;540;696;1405;1261 1
137648 435 3 584 435;119;1197 1
137947 436 13 653 542;60;1017;366;912;583;831;357;1072;471;713;1102;460 28
138049 437 3 722 467;840;858 257
138073 438 2 706 641;770 1
138155 439 9 562 763;147;463;509;305;834;246;758;1029 188
138593 440 2 402 500;304 251
138648 441 7 819 808;451;656;1342;792;923;762 148
138748 442 3 762 514;388;1385 13
138796 443 4 478 155;103;654;999 1
139007 444 9 752 1016;812;461;846;479;1014;1049;708;382 5
139127 445 2 854 994;715 12
139368 446 5 811 421;1368;1199;358;707 32
139490 447 1 702 702 5
139964 448 4 695 595;892;1008;284 47
140177 449 20 668 108;921;100;1178;1413;760;644;596;604;868;328;775;840;457;916;779;1090;291;117;584 1
140277 450 2 806 412;1201 3
140352 451 3 1210 987;1281;1363 1
140603 452 4 796 831;1181;460;710 2
140916 453 14 558 492;797;957;241;166;1068;214;184;336;319;762;1290;450;537 9
141034 454 4 744 817;414;1166;581 1
141196 455 4 449 467;73;410;846 93
141249 456 1 1178 1178 2
141279 457 7 495 332;542;158;556;363;538;979 1
141556 458 1 734 734 1
141765 459 8 592 850;506;371;395;650;802;603;555 10
141796 460 1 803 803 91
141882 461 9 742 635;432;1035;268;420;1224;447;1128;1085 206
141916 462 3 282 441;253;152 9
142035 463 4 458 295;1025;405;106 4
142065 464 18 737 496;865;296;1048;993;161;673;306;735;1195;1420;1059;495;1157;412;297;869;781 87
142322 465 3 612 630;666;539 2
142660 466 3 890 1076;166;1429 1
142911 467 5 592 425;1008;244;438;844 3
142942 468 2 408 242;574 2
143174 469 9 534 286;498;888;213;448;1264;647;296;269 338
143548 470 3 516 171;873;503 1
143851 471 7 768 820;1058;623;769;443;812;848 12
144004 472 2 880 385;1375 8
144483 473 6 850 995;1038;606;650;354;1460 1
144498 474 6 540 769;671;604;565;283;346 6
144532 475 2 630 719;540 2
144745 476 3 727 1244;437;499 1
144805 477 2 557 699;415 1
144878 478 3 346 307;391;341 3
145371 479 3 455 359;508;499 2
145671 480 2 849 642;1056 3
145912 481 1 390 390 28
146302 482 11 651 560;362;826;838;564;618;908;1030;87;199;1169 10
146346 483 6 520 620;971;542;90;605;290 4
146441 484 6 570 205;1114;208;277;237;1376 4
146474 485 12 526 482;692;977;791;714;354;855;292;275;202;410;264 1
146872 486 2 263 374;152 5
147211 487 3 538 580;339;694 5
147259 488 2 306 399;212 157
147279 489 2 510 361;658 1
147787 490 2 386 68;703 21
148336 491 2 476 266;687 11
148559 492 5 426 186;171;529;1069;176 4
148698 493 1 1202 1202 3
148796 494 5 542 681;394;749;529;357 1
148869 495 1 865 865 4
148902 496 5 935 500;884;997;1009;1287 117
148950 497 20 633 1131;1011;201;420;911;344;163;872;76;291;568;555;372;558;624;677;1016;1355;1225;292 7
149009 498 3 737 324;1090;798 1
149487 499 15 509 248;467;443;503;298;1143;991;359;870;483;542;338;138;640;169 10
149561 500 4 490 655;143;447;713 1
149749 501 1 269 269 3
152186 502 5 794 202;860;1139;779;989 1
152278 503 2 440 463;417 3
154902 504 5 808 343;692;1138;1308;557 10
155378 505 7 747 283;868;630;651;910;1134;750 16
155399 506 1 527 527 1
155614 507 53 683 1226;344;403;750;76;975;1044;1337;254;767;1120;848;259;471;1005;828;1233;553;213;1115;576;1133;487;838;442;346;408;1160;509;668;943;425;625;649;830;479;586;477;468;113;77;1231;496;314;407;908;876;972;1082;996;554;715;576 30
155979 508 4 852 984;467;1284;672 1
155982 509 2 610 832;387 12
156115 510 5 595 315;793;431;833;604 27
156200 511 3 411 399;156;679 2
156240 512 1 1253 1253 1
156725 513 8 768 977;130;801;490;1464;386;1480;418 2
157785 514 14 665 967;393;626;733;464;67;829;1054;414;1004;1278;270;774;438 26
157883 515 4 797 768;427;1199;795 220
158208 516 3 771 817;779;718 25
158234 517 3 915 1027;874;844 256
158718 518 5 469 713;340;588;556;150 24
158894 519 5 912 978;840;1129;976;636 1
159118 520 2 402 173;632 1
159165 521 4 716 409;841;1074;540 1
159796 522 11 585 922;500;712;722;371;258;477;206;845;825;595 9
159864 523 26 588 580;340;423;473;444;324;984;776;404;297;944;442;596;1120;675;1054;561;621;537;169;505;560;1131;312;577;426 1
160497 524 5 713 905;518;521;500;1122 2
160839 525 5 508 894;278;419;755;192 55
160861 526 3 685 714;977;364 5
162951 527 2 472 629;314 7
167177 528 7 667 897;599;1250;234;421;748;522 1
167288 529 8 631 937;474;1006;389;355;621;836;431 2
174183 530 10 834 645;994;524;727;1223;1441;1129;431;290;937 3
174847 531 3 580 1421;195;124 8
175980 532 11 557 662;1391;221;374;280;217;784;663;423;576;531 13
176169 533 6 685 1013;874;827;288;732;377 227
176866 534 26 679 728;973;65;643;759;280;252;564;862;947;1099;767;696;1335;221;781;401;909;1414;82;443;993;622;834;540;450 9
179383 535 12 640 130;518;735;957;833;801;268;430;775;670;704;860 6
180982 536 2 614 282;947 104
181148 537 13 465 823;369;728;615;320;654;673;213;199;456;303;302;396 4
181595 538 2 364 314;415 1
184093 539 2 388 166;610 3
189377 540 4 639 1166;614;535;242 32
189521 541 4 722 794;1048;853;191 3
191168 542 3 862 816;361;1409 3
191275 543 2 737 706;768 306
191374 544 5 989 1136;658;1259;1226;666 13
191406 545 2 484 600;368 1
191537 546 4 759 117;561;1200;1157 5
191590 547 3 903 1143;1024;541 1
191674 548 11 861 1063;1231;1191;682;1009;610;672;863;1171;503;473 3
191688 549 8 768 852;1163;390;1071;358;1129;1043;142 2
191715 550 5 484 420;137;510;553;801 20
191734 551 10 681 1074;461;950;517;149;561;337;522;934;1306 4
191789 552 4 771 790;747;340;1208 57
192243 553 3 748 1084;790;369 93
192376 554 7 647 528;380;610;528;269;862;1351 3
192549 555 3 633 687;378;834 87
192728 556 2 294 476;112 130
193004 557 2 608 378;837 1
193074 558 4 594 805;561;376;635 149
193100 559 4 476 336;232;282;1055 7
193141 560 6 543 546;404;811;632;299;564 13
193174 561 1 717 717 4
193629 562 5 861 416;624;1389;984;892 29
193745 563 17 796 1171;463;891;860;785;407;435;755;1095;540;685;795;273;1372;987;928;1084 3
193781 564 2 568 893;244 3
193855 565 2 578 651;505 1
193901 566 51 726 335;547;448;726;842;371;988;1255;159;1030;640;962;1209;841;644;771;1039;498;312;587;1015;896;817;813;391;762;679;697;233;507;1429;657;747;389;976;1051;841;1209;1216;672;656;670;69;346;62;444;1071;1473;344;921;762 4
194049 567 2 1140 796;1485 2
194232 568 6 582 576;1142;217;344;633;578 2
194298 569 7 467 358;243;978;447;320;308;617 10
194403 570 1 818 818 2
194483 571 1 868 868 6
194575 572 4 447 191;859;448;289 1
194600 573 27 721 391;618;1168;984;560;871;1462;427;623;807;323;689;612;1005;262;725;525;517;1251;211;678;392;298;908;987;1151;1033 13
194618 574 6 525 523;887;432;625;417;264 7
194620 575 3 722 1340;453;373 3
194638 576 3 781 561;777;1006 7
194721 577 12 545 476;254;112;91;839;757;1023;896;490;512;612;479 2
194739 578 8 741 1299;625;927;186;693;340;845;1016 7
194763 579 2 972 809;1135 1
194962 580 2 786 1098;473 1
194981 581 2 632 627;637 3
195015 582 15 625 256;918;821;1084;694;877;597;665;629;179;485;835;232;749;355 2
195117 583 4 708 423;174;1500;735 1
195253 584 5 751 569;369;670;839;1307 1
195351 585 4 711 535;456;1338;516 7
195378 586 3 760 512;1024;745 91
195409 587 10 724 416;490;712;384;1095;504;991;408;1199;1039 1
195491 588 2 943 1115;771 3
195856 589 3 885 816;633;1207 5
195862 590 2 912 595;1228 29
195928 591 18 664 529;1201;801;1245;159;980;312;486;263;773;1115;981;197;1089;590;253;189;780 10
196158 592 1 980 980 1
196170 593 40 620 343;1260;848;350;1229;541;1293;767;782;854;467;259;349;117;1469;69;234;505;784;280;109;809;199;376;647;388;247;621;889;692;214;728;920;544;1237;970;568;1109;482;252 9
196298 594 7 830 455;1373;536;1253;783;893;514 9
196407 595 5 885 1241;553;778;1029;823 3
196417 596 16 746 856;692;1155;1069;1161;182;1020;862;280;545;723;516;133;957;964;822 2
196444 597 2 602 663;542 7
196468 598 3 780 983;638;718 2
196491 599 1 857 857 14
196611 600 1 858 858 1
196641 601 3 248 161;299;285 1
196690 602 1 455 455 8
196697 603 3 649 1085;411;451 263
196820 604 4 770 863;447;616;1155 109
196855 605 4 672 727;337;1090;536 248
