taskId time jobId jobSize runtime user peer TraceID Cluster.IAT Cluster.RT
1641803  84216 581 10165 2828 59 6 gwa-t1 C3 C4
1641804  84216 581 10165 1388 59 6 gwa-t1 C3 C4
1641805  84216 581 10165 3010 59 6 gwa-t1 C3 C4
1641806  84216 581 10165 1586 59 6 gwa-t1 C3 C4
1641807  84216 581 10165 1062 59 6 gwa-t1 C3 C4
1641808  84216 581 10165 3153 59 6 gwa-t1 C3 C4
1641809  84216 581 10165 2179 59 6 gwa-t1 C3 C4
1641810  84216 581 10165  485 59 6 gwa-t1 C3 C4
1641811  84216 581 10165 2093 59 6 gwa-t1 C3 C4
1641812  84216 581 10165 3127 59 6 gwa-t1 C3 C4
1641813  84216 581 10165  736 59 6 gwa-t1 C3 C4
1641814  84216 581 10165 4122 59 6 gwa-t1 C3 C4
1641815  84216 581 10165  422 59 6 gwa-t1 C3 C4
1641816  84216 581 10165  729 59 6 gwa-t1 C3 C4
1641817  84216 581 10165 2064 59 6 gwa-t1 C3 C4
1641818  84216 581 10165 4051 59 6 gwa-t1 C3 C4
1641819  84216 581 10165 4510 59 6 gwa-t1 C3 C4
1641820  84216 581 10165 2117 59 6 gwa-t1 C3 C4
1641821  84216 581 10165 2057 59 6 gwa-t1 C3 C4
1641822  84216 581 10165  542 59 6 gwa-t1 C3 C4
1641823  84216 581 10165 2970 59 6 gwa-t1 C3 C4
1641824  84216 581 10165 4299 59 6 gwa-t1 C3 C4
1641825  84216 581 10165 1567 59 6 gwa-t1 C3 C4
1641826  84216 581 10165 2726 59 6 gwa-t1 C3 C4
1641827  84216 581 10165 3173 59 6 gwa-t1 C3 C4
1641828  84216 581 10165 2673 59 6 gwa-t1 C3 C4
1641829  84216 581 10165 4166 59 6 gwa-t1 C3 C4
1641830  84216 581 10165 3431 59 6 gwa-t1 C3 C4
1641831  84216 581 10165 4721 59 6 gwa-t1 C3 C4
1641832  84216 581 10165 1807 59 6 gwa-t1 C3 C4
1641833  84216 581 10165  972 59 6 gwa-t1 C3 C4
1641834  84216 581 10165 2022 59 6 gwa-t1 C3 C4
1641835  84216 581 10165 4785 59 6 gwa-t1 C3 C4
1641836  84216 581 10165  789 59 6 gwa-t1 C3 C4
1641837  84216 581 10165 2045 59 6 gwa-t1 C3 C4
1641838  84216 581 10165 3997 59 6 gwa-t1 C3 C4
1641839  84216 581 10165 1509 59 6 gwa-t1 C3 C4
1641840  84216 581 10165 2158 59 6 gwa-t1 C3 C4
1641841  84216 581 10165 2604 59 6 gwa-t1 C3 C4
1641842  84216 581 10165 4451 59 6 gwa-t1 C3 C4
1641843  84216 581 10165 3435 59 6 gwa-t1 C3 C4
1641844  84216 581 10165 1973 59 6 gwa-t1 C3 C4
1641845  84216 581 10165  496 59 6 gwa-t1 C3 C4
1641846  84216 581 10165 3764 59 6 gwa-t1 C3 C4
1641847  84216 581 10165 1878 59 6 gwa-t1 C3 C4
1641848  84216 581 10165 3394 59 6 gwa-t1 C3 C4
1641849  84216 581 10165 3647 59 6 gwa-t1 C3 C4
1641850  84216 581 10165  166 59 6 gwa-t1 C3 C4
1641851  84216 581 10165  772 59 6 gwa-t1 C3 C4
1641852  84216 581 10165 1414 59 6 gwa-t1 C3 C4
1641853  84216 581 10165  333 59 6 gwa-t1 C3 C4
1641854  84216 581 10165 4723 59 6 gwa-t1 C3 C4
1641855  84216 581 10165 2877 59 6 gwa-t1 C3 C4
1641856  84216 581 10165 1923 59 6 gwa-t1 C3 C4
1641857  84216 581 10165 2129 59 6 gwa-t1 C3 C4
1641858  84216 581 10165  176 59 6 gwa-t1 C3 C4
1641859  84216 581 10165 1936 59 6 gwa-t1 C3 C4
1641860  84216 581 10165 6068 59 6 gwa-t1 C3 C4
1641861  84216 581 10165 2433 59 6 gwa-t1 C3 C4
1641862  84216 581 10165 1603 59 6 gwa-t1 C3 C4
1641863  84216 581 10165 2802 59 6 gwa-t1 C3 C4
1641864  84216 581 10165 3949 59 6 gwa-t1 C3 C4
1641865  84216 581 10165  171 59 6 gwa-t1 C3 C4
1641866  84216 581 10165 1282 59 6 gwa-t1 C3 C4
1641867  84216 581 10165 2269 59 6 gwa-t1 C3 C4
1641868  84216 581 10165 1557 59 6 gwa-t1 C3 C4
1641869  84216 581 10165 4193 59 6 gwa-t1 C3 C4
1641870  84216 581 10165 1663 59 6 gwa-t1 C3 C4
1641871  84216 581 10165 5084 59 6 gwa-t1 C3 C4
1641872  84216 581 10165 1790 59 6 gwa-t1 C3 C4
1641873  84216 581 10165 3093 59 6 gwa-t1 C3 C4
1641874  84216 581 10165 3249 59 6 gwa-t1 C3 C4
1641875  84216 581 10165 3551 59 6 gwa-t1 C3 C4
1641876  84216 581 10165 2403 59 6 gwa-t1 C3 C4
1641877  84216 581 10165 4782 59 6 gwa-t1 C3 C4
1641878  84216 581 10165 4860 59 6 gwa-t1 C3 C4
1641879  84216 581 10165  907 59 6 gwa-t1 C3 C4
1641880  84216 581 10165 2740 59 6 gwa-t1 C3 C4
1641881  84216 581 10165 3369 59 6 gwa-t1 C3 C4
1641882  84216 581 10165 3557 59 6 gwa-t1 C3 C4
1641883  84216 581 10165 3851 59 6 gwa-t1 C3 C4
1641884  84216 581 10165 2777 59 6 gwa-t1 C3 C4
1641885  84216 581 10165 3017 59 6 gwa-t1 C3 C4
1641886  84216 581 10165 3269 59 6 gwa-t1 C3 C4
1641887  84216 581 10165 4089 59 6 gwa-t1 C3 C4
1641888  84216 581 10165  749 59 6 gwa-t1 C3 C4
1641889  84216 581 10165 1162 59 6 gwa-t1 C3 C4
1641890  84216 581 10165 4202 59 6 gwa-t1 C3 C4
1641891  84216 581 10165 1867 59 6 gwa-t1 C3 C4
1641892  84216 581 10165 7098 59 6 gwa-t1 C3 C4
1641893  84216 581 10165 2760 59 6 gwa-t1 C3 C4
1641894  84216 581 10165 3482 59 6 gwa-t1 C3 C4
1641895  84216 581 10165 3471 59 6 gwa-t1 C3 C4
1641896  84216 581 10165 3312 59 6 gwa-t1 C3 C4
1641897  84216 581 10165 3392 59 6 gwa-t1 C3 C4
1641898  84216 581 10165 3509 59 6 gwa-t1 C3 C4
1641899  84216 581 10165 2597 59 6 gwa-t1 C3 C4
1641900  84216 581 10165 1818 59 6 gwa-t1 C3 C4
1641901  84216 581 10165 2983 59 6 gwa-t1 C3 C4
1641902  84216 581 10165 1305 59 6 gwa-t1 C3 C4
1641903  84216 581 10165 3118 59 6 gwa-t1 C3 C4
1641904  84216 581 10165 2714 59 6 gwa-t1 C3 C4
1641905  84216 581 10165 2921 59 6 gwa-t1 C3 C4
1641906  84216 581 10165 2729 59 6 gwa-t1 C3 C4
1641907  84216 581 10165 2540 59 6 gwa-t1 C3 C4
1641908  84216 581 10165 3905 59 6 gwa-t1 C3 C4
1641909  84216 581 10165 1496 59 6 gwa-t1 C3 C4
1641910  84216 581 10165  187 59 6 gwa-t1 C3 C4
1641911  84216 581 10165 1177 59 6 gwa-t1 C3 C4
1641912  84216 581 10165  199 59 6 gwa-t1 C3 C4
1641913  84216 581 10165 4243 59 6 gwa-t1 C3 C4
1641914  84216 581 10165 1354 59 6 gwa-t1 C3 C4
1641915  84216 581 10165 3036 59 6 gwa-t1 C3 C4
1641916  84216 581 10165 3405 59 6 gwa-t1 C3 C4
1641917  84216 581 10165 3939 59 6 gwa-t1 C3 C4
1641918  84216 581 10165 3919 59 6 gwa-t1 C3 C4
1641919  84216 581 10165 4817 59 6 gwa-t1 C3 C4
1641920  84216 581 10165 1944 59 6 gwa-t1 C3 C4
1641921  84216 581 10165 2824 59 6 gwa-t1 C3 C4
1641922  84216 581 10165 4422 59 6 gwa-t1 C3 C4
1641923  84216 581 10165 1731 59 6 gwa-t1 C3 C4
1641924  84216 581 10165 1847 59 6 gwa-t1 C3 C4
1641925  84216 581 10165 6946 59 6 gwa-t1 C3 C4
1641926  84216 581 10165 1575 59 6 gwa-t1 C3 C4
1641927  84216 581 10165 2610 59 6 gwa-t1 C3 C4
1641928  84216 581 10165 1525 59 6 gwa-t1 C3 C4
1641929  84216 581 10165 3577 59 6 gwa-t1 C3 C4
1641930  84216 581 10165 1822 59 6 gwa-t1 C3 C4
1641931  84216 581 10165 3347 59 6 gwa-t1 C3 C4
1641932  84216 581 10165 3269 59 6 gwa-t1 C3 C4
1641933  84216 581 10165 2192 59 6 gwa-t1 C3 C4
1641934  84216 581 10165 2233 59 6 gwa-t1 C3 C4
1641935  84216 581 10165 2596 59 6 gwa-t1 C3 C4
1641936  84216 581 10165  818 59 6 gwa-t1 C3 C4
1641937  84216 581 10165 4271 59 6 gwa-t1 C3 C4
1641938  84216 581 10165 4195 59 6 gwa-t1 C3 C4
1641939  84216 581 10165 1192 59 6 gwa-t1 C3 C4
1641940  84216 581 10165 1806 59 6 gwa-t1 C3 C4
1641941  84216 581 10165 3725 59 6 gwa-t1 C3 C4
1641942  84216 581 10165 6703 59 6 gwa-t1 C3 C4
1641943  84216 581 10165 3742 59 6 gwa-t1 C3 C4
1641944  84216 581 10165  551 59 6 gwa-t1 C3 C4
1641945  84216 581 10165 5323 59 6 gwa-t1 C3 C4
1641946  84216 581 10165 1591 59 6 gwa-t1 C3 C4
1641947  84216 581 10165 3372 59 6 gwa-t1 C3 C4
1641948  84216 581 10165 1514 59 6 gwa-t1 C3 C4
1641949  84216 581 10165 5696 59 6 gwa-t1 C3 C4
1641950  84216 581 10165 2601 59 6 gwa-t1 C3 C4
1641951  84216 581 10165 3198 59 6 gwa-t1 C3 C4
1641952  84216 581 10165 4356 59 6 gwa-t1 C3 C4
1641953  84216 581 10165 5036 59 6 gwa-t1 C3 C4
1641954  84216 581 10165 2339 59 6 gwa-t1 C3 C4
1641955  84216 581 10165 3503 59 6 gwa-t1 C3 C4
1641956  84216 581 10165 3449 59 6 gwa-t1 C3 C4
1641957  84216 581 10165 1871 59 6 gwa-t1 C3 C4
1641958  84216 581 10165  476 59 6 gwa-t1 C3 C4
1641959  84216 581 10165 3538 59 6 gwa-t1 C3 C4
1641960  84216 581 10165 3613 59 6 gwa-t1 C3 C4
1641961  84216 581 10165 3218 59 6 gwa-t1 C3 C4
1641962  84216 581 10165 3364 59 6 gwa-t1 C3 C4
1641963  84216 581 10165 1986 59 6 gwa-t1 C3 C4
1641964  84216 581 10165 2623 59 6 gwa-t1 C3 C4
1641965  84216 581 10165 1823 59 6 gwa-t1 C3 C4
1641966  84216 581 10165 3763 59 6 gwa-t1 C3 C4
1641967  84216 581 10165 1788 59 6 gwa-t1 C3 C4
1641968  84216 581 10165 5049 59 6 gwa-t1 C3 C4
1641969  84216 581 10165  883 59 6 gwa-t1 C3 C4
1641970  84216 581 10165 2542 59 6 gwa-t1 C3 C4
1641971  84216 581 10165  268 59 6 gwa-t1 C3 C4
1641972  84216 581 10165 3522 59 6 gwa-t1 C3 C4
1641973  84216 581 10165 2098 59 6 gwa-t1 C3 C4
1641974  84216 581 10165 1239 59 6 gwa-t1 C3 C4
1641975  84216 581 10165  972 59 6 gwa-t1 C3 C4
1641976  84216 581 10165 1069 59 6 gwa-t1 C3 C4
1641977  84216 581 10165 1470 59 6 gwa-t1 C3 C4
1641978  84216 581 10165  764 59 6 gwa-t1 C3 C4
1641979  84216 581 10165  549 59 6 gwa-t1 C3 C4
1641980  84216 581 10165 1529 59 6 gwa-t1 C3 C4
1641981  84216 581 10165   81 59 6 gwa-t1 C3 C4
1641982  84216 581 10165 3294 59 6 gwa-t1 C3 C4
1641983  84216 581 10165 1309 59 6 gwa-t1 C3 C4
1641984  84216 581 10165 2239 59 6 gwa-t1 C3 C4
1641985  84216 581 10165 6552 59 6 gwa-t1 C3 C4
1641986  84216 581 10165 7095 59 6 gwa-t1 C3 C4
1641987  84216 581 10165 1577 59 6 gwa-t1 C3 C4
1641988  84216 581 10165 3286 59 6 gwa-t1 C3 C4
1641989  84216 581 10165 2106 59 6 gwa-t1 C3 C4
1641990  84216 581 10165 3772 59 6 gwa-t1 C3 C4
1641991  84216 581 10165 1530 59 6 gwa-t1 C3 C4
1641992  84216 581 10165  527 59 6 gwa-t1 C3 C4
1641993  84216 581 10165  125 59 6 gwa-t1 C3 C4
1641994  84216 581 10165 1084 59 6 gwa-t1 C3 C4
1641995  84216 581 10165 3536 59 6 gwa-t1 C3 C4
1641996  84216 581 10165 4829 59 6 gwa-t1 C3 C4
1641997  84216 581 10165 2715 59 6 gwa-t1 C3 C4
1641998  84216 581 10165 3292 59 6 gwa-t1 C3 C4
1641999  84216 581 10165 3581 59 6 gwa-t1 C3 C4
1642000  84216 581 10165 5402 59 6 gwa-t1 C3 C4
1642001  84216 581 10165 1944 59 6 gwa-t1 C3 C4
1642002  84216 581 10165  699 59 6 gwa-t1 C3 C4
1642003  84216 581 10165 1207 59 6 gwa-t1 C3 C4
1642004  84216 581 10165 2462 59 6 gwa-t1 C3 C4
1642005  84216 581 10165 2720 59 6 gwa-t1 C3 C4
1642006  84216 581 10165 2152 59 6 gwa-t1 C3 C4
1642007  84216 581 10165 1385 59 6 gwa-t1 C3 C4
1642008  84216 581 10165 3519 59 6 gwa-t1 C3 C4
1642009  84216 581 10165 2059 59 6 gwa-t1 C3 C4
1642010  84216 581 10165 3107 59 6 gwa-t1 C3 C4
1642011  84216 581 10165 3513 59 6 gwa-t1 C3 C4
1642012  84216 581 10165 3781 59 6 gwa-t1 C3 C4
1642013  84216 581 10165 4970 59 6 gwa-t1 C3 C4
1642014  84216 581 10165 2503 59 6 gwa-t1 C3 C4
1642015  84216 581 10165 1445 59 6 gwa-t1 C3 C4
1642016  84216 581 10165 2538 59 6 gwa-t1 C3 C4
1642017  84216 581 10165 5600 59 6 gwa-t1 C3 C4
1642018  84216 581 10165 3375 59 6 gwa-t1 C3 C4
1642019  84216 581 10165 6048 59 6 gwa-t1 C3 C4
1642020  84216 581 10165 3021 59 6 gwa-t1 C3 C4
1642021  84216 581 10165 5327 59 6 gwa-t1 C3 C4
1642022  84216 581 10165 2756 59 6 gwa-t1 C3 C4
1642023  84216 581 10165 1986 59 6 gwa-t1 C3 C4
1642024  84216 581 10165 2053 59 6 gwa-t1 C3 C4
1642025  84216 581 10165 2274 59 6 gwa-t1 C3 C4
1642026  84216 581 10165 2060 59 6 gwa-t1 C3 C4
1642027  84216 581 10165 3953 59 6 gwa-t1 C3 C4
1642028  84216 581 10165 4905 59 6 gwa-t1 C3 C4
1642029  84216 581 10165 3738 59 6 gwa-t1 C3 C4
1642030  84216 581 10165 1188 59 6 gwa-t1 C3 C4
1642031  84216 581 10165 1637 59 6 gwa-t1 C3 C4
1642032  84216 581 10165 2024 59 6 gwa-t1 C3 C4
1642033  84216 581 10165 2553 59 6 gwa-t1 C3 C4
1642034  84216 581 10165 3177 59 6 gwa-t1 C3 C4
1642035  84216 581 10165 3306 59 6 gwa-t1 C3 C4
1642036  84216 581 10165 5445 59 6 gwa-t1 C3 C4
1642037  84216 581 10165 1351 59 6 gwa-t1 C3 C4
1642038  84216 581 10165 3647 59 6 gwa-t1 C3 C4
1642039  84216 581 10165 3516 59 6 gwa-t1 C3 C4
1642040  84216 581 10165 2595 59 6 gwa-t1 C3 C4
1642041  84216 581 10165 3285 59 6 gwa-t1 C3 C4
1642042  84216 581 10165 3946 59 6 gwa-t1 C3 C4
1642043  84216 581 10165  324 59 6 gwa-t1 C3 C4
1642044  84216 581 10165 1362 59 6 gwa-t1 C3 C4
1642045  84216 581 10165 1978 59 6 gwa-t1 C3 C4
1642046  84216 581 10165 2578 59 6 gwa-t1 C3 C4
1642047  84216 581 10165 3061 59 6 gwa-t1 C3 C4
1642048  84216 581 10165 3117 59 6 gwa-t1 C3 C4
1642049  84216 581 10165 4620 59 6 gwa-t1 C3 C4
1642050  84216 581 10165 2134 59 6 gwa-t1 C3 C4
1642051  84216 581 10165 4041 59 6 gwa-t1 C3 C4
1642052  84216 581 10165  266 59 6 gwa-t1 C3 C4
1642053  84216 581 10165 4214 59 6 gwa-t1 C3 C4
1642054  84216 581 10165 1242 59 6 gwa-t1 C3 C4
1642055  84216 581 10165 5171 59 6 gwa-t1 C3 C4
1642056  84216 581 10165 2882 59 6 gwa-t1 C3 C4
1642057  84216 581 10165 2440 59 6 gwa-t1 C3 C4
1642058  84216 581 10165 3951 59 6 gwa-t1 C3 C4
1642059  84216 581 10165 6099 59 6 gwa-t1 C3 C4
1642060  84216 581 10165 3493 59 6 gwa-t1 C3 C4
1642061  84216 581 10165 2704 59 6 gwa-t1 C3 C4
1642062  84216 581 10165 5830 59 6 gwa-t1 C3 C4
1642063  84216 581 10165 3715 59 6 gwa-t1 C3 C4
1642064  84216 581 10165 1119 59 6 gwa-t1 C3 C4
1642065  84216 581 10165 3313 59 6 gwa-t1 C3 C4
1642066  84216 581 10165  417 59 6 gwa-t1 C3 C4
1642067  84216 581 10165  766 59 6 gwa-t1 C3 C4
1642068  84216 581 10165  971 59 6 gwa-t1 C3 C4
1642069  84216 581 10165 2191 59 6 gwa-t1 C3 C4
1642070  84216 581 10165 3021 59 6 gwa-t1 C3 C4
1642071  84216 581 10165 1289 59 6 gwa-t1 C3 C4
1642072  84216 581 10165 5223 59 6 gwa-t1 C3 C4
1642073  84216 581 10165 1921 59 6 gwa-t1 C3 C4
1642074  84216 581 10165 4042 59 6 gwa-t1 C3 C4
1642075  84216 581 10165 5826 59 6 gwa-t1 C3 C4
1642076  84216 581 10165  368 59 6 gwa-t1 C3 C4
1642077  84216 581 10165 2482 59 6 gwa-t1 C3 C4
1642078  84216 581 10165 2556 59 6 gwa-t1 C3 C4
1642079  84216 581 10165 2952 59 6 gwa-t1 C3 C4
1642080  84216 581 10165 2840 59 6 gwa-t1 C3 C4
1642081  84216 581 10165 1722 59 6 gwa-t1 C3 C4
1642082  84216 581 10165 4635 59 6 gwa-t1 C3 C4
1642083  84216 581 10165 2967 59 6 gwa-t1 C3 C4
1642084  84216 581 10165 1435 59 6 gwa-t1 C3 C4
1642085  84216 581 10165  999 59 6 gwa-t1 C3 C4
1642086  84216 581 10165 2533 59 6 gwa-t1 C3 C4
1642087  84216 581 10165 2453 59 6 gwa-t1 C3 C4
1642088  84216 581 10165 2413 59 6 gwa-t1 C3 C4
1642089  84216 581 10165 1221 59 6 gwa-t1 C3 C4
1642090  84216 581 10165  944 59 6 gwa-t1 C3 C4
1642091  84216 581 10165  882 59 6 gwa-t1 C3 C4
1642092  84216 581 10165 2602 59 6 gwa-t1 C3 C4
1642093  84216 581 10165 2433 59 6 gwa-t1 C3 C4
1642094  84216 581 10165 3347 59 6 gwa-t1 C3 C4
1642095  84216 581 10165 4983 59 6 gwa-t1 C3 C4
1642096  84216 581 10165 2881 59 6 gwa-t1 C3 C4
1642097  84216 581 10165  328 59 6 gwa-t1 C3 C4
1642098  84216 581 10165 1150 59 6 gwa-t1 C3 C4
1642099  84216 581 10165  699 59 6 gwa-t1 C3 C4
1642100  84216 581 10165 1919 59 6 gwa-t1 C3 C4
1642101  84216 581 10165 6121 59 6 gwa-t1 C3 C4
1642102  84216 581 10165 1637 59 6 gwa-t1 C3 C4
1642103  84216 581 10165  694 59 6 gwa-t1 C3 C4
1642104  84216 581 10165 2422 59 6 gwa-t1 C3 C4
1642105  84216 581 10165 5946 59 6 gwa-t1 C3 C4
1642106  84216 581 10165 3019 59 6 gwa-t1 C3 C4
1642107  84216 581 10165 2670 59 6 gwa-t1 C3 C4
1642108  84216 581 10165 1835 59 6 gwa-t1 C3 C4
1642109  84216 581 10165 4081 59 6 gwa-t1 C3 C4
