"TaskId" "JobId" "ThinkTime" "RunTime" "UserId" "SiteId"
436 40 421 1278 "U40" "P4"
437 40 -1 1365 "U40" "P4"
438 40 -1 1972 "U40" "P4"
439 40 -1 951 "U40" "P4"
440 40 -1 1427 "U40" "P4"
441 40 -1 868 "U40" "P4"
442 40 -1 1116 "U40" "P4"
443 40 -1 1494 "U40" "P4"
444 40 -1 81 "U40" "P4"
445 40 -1 1779 "U40" "P4"
446 40 -1 1072 "U40" "P4"
447 40 -1 976 "U40" "P4"
448 40 -1 385 "U40" "P4"
449 40 -1 1263 "U40" "P4"
450 40 -1 1747 "U40" "P4"
451 40 -1 1919 "U40" "P4"
452 41 40 185 "U41" "P5"
453 41 -1 1060 "U41" "P5"
454 41 -1 1013 "U41" "P5"
455 41 -1 1486 "U41" "P5"
456 41 -1 1954 "U41" "P5"
457 41 -1 778 "U41" "P5"
458 42 62 1567 "U42" "P5"
459 42 -1 545 "U42" "P5"
460 42 -1 716 "U42" "P5"
461 42 -1 2104 "U42" "P5"
462 42 -1 1012 "U42" "P5"
463 43 23 58 "U43" "P5"
464 43 -1 1155 "U43" "P5"
465 43 -1 1354 "U43" "P5"
466 43 -1 400 "U43" "P5"
467 43 -1 557 "U43" "P5"
468 43 -1 1288 "U43" "P5"
469 43 -1 940 "U43" "P5"
470 43 -1 547 "U43" "P5"
471 43 -1 670 "U43" "P5"
472 43 -1 1716 "U43" "P5"
473 43 -1 968 "U43" "P5"
474 43 -1 2215 "U43" "P5"
475 43 -1 441 "U43" "P5"
476 43 -1 1112 "U43" "P5"
477 43 -1 205 "U43" "P5"
478 44 1 1000 "U44" "P5"
479 44 -1 1988 "U44" "P5"
480 44 -1 1052 "U44" "P5"
481 44 -1 1723 "U44" "P5"
482 44 -1 1763 "U44" "P5"
483 44 -1 1493 "U44" "P5"
484 44 -1 968 "U44" "P5"
485 44 -1 1439 "U44" "P5"
486 44 -1 1811 "U44" "P5"
487 44 -1 1032 "U44" "P5"
488 44 -1 1337 "U44" "P5"
489 44 -1 250 "U44" "P5"
490 44 -1 1275 "U44" "P5"
491 45 1 1219 "U45" "P5"
492 45 -1 2206 "U45" "P5"
493 45 -1 1149 "U45" "P5"
494 46 619 1829 "U46" "P5"
495 46 -1 1432 "U46" "P5"
496 46 -1 2036 "U46" "P5"
497 47 22 1371 "U47" "P5"
498 47 -1 653 "U47" "P5"
499 47 -1 888 "U47" "P5"
500 47 -1 833 "U47" "P5"
501 47 -1 2135 "U47" "P5"
502 47 -1 763 "U47" "P5"
503 47 -1 298 "U47" "P5"
504 47 -1 860 "U47" "P5"
505 47 -1 1708 "U47" "P5"
506 47 -1 1519 "U47" "P5"
507 48 1351 2171 "U48" "P5"
508 48 -1 1911 "U48" "P5"
509 48 -1 2326 "U48" "P5"
510 48 -1 927 "U48" "P5"
511 48 -1 1602 "U48" "P5"
512 48 -1 431 "U48" "P5"
513 48 -1 962 "U48" "P5"
514 48 -1 1129 "U48" "P5"
515 48 -1 626 "U48" "P5"
516 48 -1 1452 "U48" "P5"
517 48 -1 1136 "U48" "P5"
518 48 -1 1021 "U48" "P5"
519 48 -1 1386 "U48" "P5"
520 48 -1 1353 "U48" "P5"
521 48 -1 1306 "U48" "P5"
522 48 -1 556 "U48" "P5"
523 49 5829 1263 "U49" "P5"
524 49 -1 473 "U49" "P5"
525 49 -1 1459 "U49" "P5"
526 49 -1 1078 "U49" "P5"
527 49 -1 1861 "U49" "P5"
528 49 -1 1359 "U49" "P5"
529 50 328 289 "U50" "P5"
530 50 -1 1197 "U50" "P5"
531 50 -1 1657 "U50" "P5"
532 50 -1 1380 "U50" "P5"
533 50 -1 1597 "U50" "P5"
534 50 -1 948 "U50" "P5"
535 50 -1 1127 "U50" "P5"
536 50 -1 973 "U50" "P5"
537 50 -1 697 "U50" "P5"
538 50 -1 1610 "U50" "P5"
539 50 -1 1693 "U50" "P5"
540 50 -1 228 "U50" "P5"
541 50 -1 1146 "U50" "P5"
542 50 -1 508 "U50" "P5"
543 50 -1 761 "U50" "P5"
544 50 -1 1720 "U50" "P5"
545 50 -1 219 "U50" "P5"
546 50 -1 1577 "U50" "P5"
547 51 1 819 "U51" "P6"
548 51 -1 1250 "U51" "P6"
549 51 -1 2033 "U51" "P6"
550 51 -1 1277 "U51" "P6"
551 51 -1 733 "U51" "P6"
552 51 -1 1743 "U51" "P6"
553 51 -1 811 "U51" "P6"
554 51 -1 2039 "U51" "P6"
555 51 -1 1898 "U51" "P6"
556 51 -1 1461 "U51" "P6"
557 51 -1 1375 "U51" "P6"
558 52 2088 1034 "U52" "P6"
559 52 -1 114 "U52" "P6"
560 52 -1 1977 "U52" "P6"
561 52 -1 1247 "U52" "P6"
562 53 1 738 "U53" "P6"
563 53 -1 906 "U53" "P6"
564 53 -1 608 "U53" "P6"
565 53 -1 1218 "U53" "P6"
566 53 -1 718 "U53" "P6"
567 53 -1 1534 "U53" "P6"
568 53 -1 1099 "U53" "P6"
569 53 -1 114 "U53" "P6"
570 53 -1 1065 "U53" "P6"
571 53 -1 660 "U53" "P6"
572 54 209 1566 "U54" "P6"
573 54 -1 1204 "U54" "P6"
574 55 291 2056 "U55" "P6"
575 55 -1 1131 "U55" "P6"
576 55 -1 146 "U55" "P6"
577 55 -1 1200 "U55" "P6"
578 55 -1 1824 "U55" "P6"
579 55 -1 1105 "U55" "P6"
580 55 -1 1523 "U55" "P6"
581 55 -1 1171 "U55" "P6"
582 55 -1 1390 "U55" "P6"
583 55 -1 1486 "U55" "P6"
584 55 -1 1018 "U55" "P6"
585 55 -1 684 "U55" "P6"
586 55 -1 256 "U55" "P6"
587 55 -1 801 "U55" "P6"
588 55 -1 1538 "U55" "P6"
589 55 -1 2330 "U55" "P6"
590 55 -1 1281 "U55" "P6"
591 55 -1 285 "U55" "P6"
592 55 -1 1571 "U55" "P6"
593 55 -1 506 "U55" "P6"
594 55 -1 1108 "U55" "P6"
595 55 -1 1442 "U55" "P6"
596 55 -1 1514 "U55" "P6"
597 55 -1 1320 "U55" "P6"
598 55 -1 1006 "U55" "P6"
599 55 -1 732 "U55" "P6"
600 55 -1 1790 "U55" "P6"
601 55 -1 825 "U55" "P6"
602 55 -1 345 "U55" "P6"
603 55 -1 1275 "U55" "P6"
604 55 -1 855 "U55" "P6"
605 55 -1 1260 "U55" "P6"
606 55 -1 1876 "U55" "P6"
607 56 2 1250 "U56" "P6"
608 56 -1 1287 "U56" "P6"
609 56 -1 812 "U56" "P6"
610 56 -1 1698 "U56" "P6"
611 56 -1 1180 "U56" "P6"
612 56 -1 2154 "U56" "P6"
613 56 -1 1023 "U56" "P6"
614 56 -1 1995 "U56" "P6"
615 56 -1 479 "U56" "P6"
616 56 -1 692 "U56" "P6"
617 56 -1 1397 "U56" "P6"
618 56 -1 325 "U56" "P6"
619 56 -1 1934 "U56" "P6"
620 56 -1 1098 "U56" "P6"
621 56 -1 1004 "U56" "P6"
622 56 -1 1476 "U56" "P6"
623 56 -1 945 "U56" "P6"
624 56 -1 1537 "U56" "P6"
625 56 -1 1464 "U56" "P6"
626 56 -1 1557 "U56" "P6"
627 56 -1 1610 "U56" "P6"
628 56 -1 615 "U56" "P6"
629 56 -1 2110 "U56" "P6"
630 56 -1 1248 "U56" "P6"
631 56 -1 1014 "U56" "P6"
632 56 -1 1289 "U56" "P6"
633 56 -1 264 "U56" "P6"
634 56 -1 1053 "U56" "P6"
635 56 -1 887 "U56" "P6"
636 56 -1 221 "U56" "P6"
637 56 -1 2236 "U56" "P6"
638 56 -1 1437 "U56" "P6"
639 56 -1 962 "U56" "P6"
640 56 -1 1656 "U56" "P6"
641 56 -1 1121 "U56" "P6"
642 56 -1 1408 "U56" "P6"
643 56 -1 455 "U56" "P6"
644 56 -1 1556 "U56" "P6"
645 56 -1 2083 "U56" "P6"
646 56 -1 1318 "U56" "P6"
647 56 -1 1177 "U56" "P6"
648 56 -1 677 "U56" "P6"
649 56 -1 1188 "U56" "P6"
650 56 -1 1115 "U56" "P6"
651 56 -1 1228 "U56" "P6"
652 56 -1 1488 "U56" "P6"
653 56 -1 1515 "U56" "P6"
654 56 -1 2392 "U56" "P6"
655 56 -1 1419 "U56" "P6"
656 56 -1 1367 "U56" "P6"
657 56 -1 951 "U56" "P6"
658 56 -1 1313 "U56" "P6"
659 56 -1 614 "U56" "P6"
660 56 -1 846 "U56" "P6"
661 56 -1 1757 "U56" "P6"
662 56 -1 900 "U56" "P6"
663 56 -1 1235 "U56" "P6"
664 56 -1 982 "U56" "P6"
665 56 -1 1272 "U56" "P6"
666 56 -1 807 "U56" "P6"
667 56 -1 1767 "U56" "P6"
668 56 -1 1345 "U56" "P6"
669 57 422 1305 "U57" "P6"
670 57 -1 583 "U57" "P6"
671 57 -1 1515 "U57" "P6"
672 57 -1 1014 "U57" "P6"
673 57 -1 1408 "U57" "P6"
674 58 54 2049 "U58" "P6"
675 58 -1 1353 "U58" "P6"
676 59 47 563 "U59" "P6"
677 59 -1 1668 "U59" "P6"
678 59 -1 1541 "U59" "P6"
679 59 -1 835 "U59" "P6"
680 59 -1 2107 "U59" "P6"
681 59 -1 935 "U59" "P6"
682 59 -1 627 "U59" "P6"
683 59 -1 1767 "U59" "P6"
684 59 -1 1351 "U59" "P6"
685 59 -1 408 "U59" "P6"
686 59 -1 820 "U59" "P6"
687 59 -1 795 "U59" "P6"
688 59 -1 638 "U59" "P6"
689 60 49 1696 "U60" "P6"
690 60 -1 1168 "U60" "P6"
691 60 -1 1054 "U60" "P6"
692 60 -1 1569 "U60" "P6"
693 60 -1 1996 "U60" "P6"
694 60 -1 1832 "U60" "P6"
695 61 12 1131 "U61" "P7"
696 61 -1 1340 "U61" "P7"
697 61 -1 2075 "U61" "P7"
698 61 -1 1305 "U61" "P7"
699 61 -1 869 "U61" "P7"
700 61 -1 1552 "U61" "P7"
701 61 -1 1174 "U61" "P7"
702 61 -1 1541 "U61" "P7"
703 61 -1 1618 "U61" "P7"
704 61 -1 1945 "U61" "P7"
705 61 -1 1159 "U61" "P7"
706 61 -1 1060 "U61" "P7"
707 61 -1 2142 "U61" "P7"
708 61 -1 1433 "U61" "P7"
709 61 -1 833 "U61" "P7"
710 61 -1 1112 "U61" "P7"
711 61 -1 990 "U61" "P7"
712 61 -1 877 "U61" "P7"
713 61 -1 226 "U61" "P7"
714 61 -1 1798 "U61" "P7"
715 61 -1 205 "U61" "P7"
716 61 -1 1626 "U61" "P7"
717 61 -1 168 "U61" "P7"
718 61 -1 33 "U61" "P7"
719 61 -1 646 "U61" "P7"
720 61 -1 1450 "U61" "P7"
721 61 -1 1896 "U61" "P7"
722 61 -1 1775 "U61" "P7"
723 61 -1 300 "U61" "P7"
724 61 -1 1570 "U61" "P7"
725 61 -1 1253 "U61" "P7"
726 61 -1 1376 "U61" "P7"
727 61 -1 489 "U61" "P7"
728 61 -1 539 "U61" "P7"
729 61 -1 1998 "U61" "P7"
730 61 -1 1298 "U61" "P7"
731 61 -1 1679 "U61" "P7"
732 61 -1 1214 "U61" "P7"
733 61 -1 1053 "U61" "P7"
734 61 -1 1540 "U61" "P7"
735 61 -1 1959 "U61" "P7"
736 61 -1 2359 "U61" "P7"
737 61 -1 2182 "U61" "P7"
738 61 -1 1382 "U61" "P7"
739 61 -1 2112 "U61" "P7"
740 61 -1 1778 "U61" "P7"
741 61 -1 1445 "U61" "P7"
742 61 -1 1811 "U61" "P7"
743 61 -1 1175 "U61" "P7"
744 61 -1 56 "U61" "P7"
745 61 -1 1757 "U61" "P7"
746 61 -1 1757 "U61" "P7"
747 61 -1 1860 "U61" "P7"
748 61 -1 217 "U61" "P7"
749 61 -1 754 "U61" "P7"
