time jobId jobSize runtime tasks user
44231 146 5 1 284;82;30;518;1 51
44246 147 27 3 5;19;77;1741;88;22;28;28;150;144;6;2064;35;3;3;2;9;1;28;1;3;160;3;7;19;2;4 1
44265 148 3 86 1197;3452;2761 2
44380 149 6 17 154;23;7;40;55;903 2
44405 150 2 5 2;4 2
44555 151 6 4 11;161;1;6;984;2743 10
44618 152 2 16 3;370 4
44623 153 7 1 15;1;1286;103;632;20;1 1
44636 154 3 36 1119;1383;95 2
44740 155 3 79 7;10;38 7
44756 156 13 11 4;183;36;1;5;15;3;517;862;4;2;7;2 6
45123 157 3 284 3;26;584 1
45281 158 14 29 7;244;154;1047;2586;120;2064;3;103;1;22;802;72;16 2
45357 159 6 383 134;149;16;51;36;3352 23
45773 160 4 4 2;17;3;906 3
47192 161 14 37 1959;45;102;516;12;1831;752;5;13;42;781;3;2;51 9
47305 162 5 77 13;497;4;51;236 1
47346 163 5 2 77;24;4;2962;43 1
47443 164 6 1 106;77;6;1;2111;370 282
47561 165 2 58 2300;7 9
47592 166 3 2 2;3;575 1
47687 167 3 780 1282;29;136 11
47718 168 2 9 6;329 5
48099 169 18 947 241;123;443;1;2647;235;45;2503;144;70;8;23;55;294;319;766;10;2615 1
48122 170 5 4 966;60;21;240;24 1
48245 171 3 3 6;12;40 1
48530 172 7 2 15;2;5;1;2;3;1 87
48538 173 3 11 7;225;4 1
48659 174 2 18 1517;160 165
49340 175 16 8 442;44;30;1470;289;108;299;2;2;1;3;4;12;633;25;233 5
49498 176 3 2 567;4;2 1
49516 177 12 6 1;267;381;5;2038;64;2;24;41;5;3;205 1
50647 178 3 2 331;680;385 21
50808 179 3 3347 134;266;12 1
50926 180 2 8 65;4 1
51062 181 2 469 2748;295 2
51104 182 3 14 48;4;33 1
51447 183 8 41 1;63;353;1722;4;453;2;116 11
52852 184 5 248 10;2;4;10;96 13
52920 185 81 682 44;1731;22;5;265;1;1;2;76;1;1755;290;154;32;2843;470;14;6;164;108;3;153;195;5;168;8;75;20;19;2;3;11;2;2270;203;121;450;258;149;32;1975;1;45;3408;7;2475;727;6;365;3212;4;37;866;102;24;14;40;3;40;1;37;12;2963;1813;1831;7;23;76;557;1254;228;611;1;1;1183;147;3;2523;32;2035;3 2
52933 186 8 72 212;105;7;14;507;6;160;3 5
53721 187 1 2 2 4
53743 188 9 8 232;46;40;1416;142;1;91;43;29 1
53764 189 4 107 2402;123;188;185 6
54035 190 3 1806 31;285;1232 6
54168 191 4 2 1;3303;1;9 1
54275 192 2 74 9;237 5
54347 193 5 2 1;8;342;722;218 2
55455 194 2 2 32;667 3
55516 195 6 92 118;780;720;161;3;1985 6
55963 196 3 2054 196;931;1 189
56039 197 2 8 3;44 3
56409 198 2 6 1543;62 44
57044 199 1 18 4 8
57697 200 4 148 2;4;1596;1 4
58045 201 12 205 48;3;480;128;8;11;270;1;12;19;2;46 3
58065 202 3 22 1;1857;94 27
58095 203 5 2 171;16;7;52;3 1
58117 204 13 2 7;2;1;122;96;67;6;4;7;297;315;932;24 3
58360 205 6 2524 234;24;1;1898;362;2452 1
58377 206 2 12 1086;6 2
58790 207 15 1 1035;4;88;17;2654;324;184;429;1993;4;3050;44;16;54;4 49
59230 208 2 33 2;6 290
59609 209 11 68 32;75;243;35;43;374;96;72;34;155;49 23
59656 210 3 74 475;4;2 1
59859 211 6 2376 43;242;748;308;252;363 1
59876 212 2 1434 12;11 4
60119 213 4 4 7;133;2;186 2
60267 214 8 258 3317;299;15;2036;22;591;151;3 15
60304 215 5 51 117;338;1;3;476 4
60482 216 3 486 3;18;136 1
60503 217 8 3 26;5;16;300;20;3333;163;6 26
60600 218 1 437 1196 1
60608 219 1 5 249 2
60976 220 2 1 8;3 64
61214 221 3 1 3;4;1 247
61338 222 4 1459 9;5;14;5 3
61364 223 2 2 4;1 4
61941 224 7 10 23;9;16;1;2;3;142 1
62550 225 1 10 1140 3
62588 226 11 4 2;846;11;50;3;43;281;1;132;17;3 13
63206 227 16 6 16;236;16;4;7;11;211;8;5;13;25;7;10;4;13;2 4
63342 228 6 54 3;325;21;1;594;69 19
63421 229 2 81 1;6 1
63632 230 4 16 19;20;19;51 1
63748 231 3 5 2238;1558;163 8
63780 232 3 2 84;12;477 1
63833 233 4 24 50;19;79;566 53
63946 234 6 2292 3397;3244;10;71;741;2834 16
64044 235 21 1772 290;18;685;1729;81;2;57;1072;538;58;32;30;15;3093;4;11;161;13;79;2702;412 6
64305 236 3 174 2;3;183 3
64765 237 3 7 11;5;5 1
64771 238 2 76 869;16 27
64969 239 3 13 315;44;11 95
65968 240 6 6 890;126;376;4;2277;1089 1
66952 241 6 2 47;55;43;18;194;39 1
67818 242 10 248 1;17;1889;189;1650;357;52;288;47;392 1
67999 243 4 6 8;22;1468;104 1
69598 244 2 23 404;1839 35
70690 245 1 348 25 11
70733 246 3 20 38;31;8 7
71131 247 2 114 2;1305 15
72795 248 7 11 8;157;743;126;8;16;661 1
72967 249 1 150 1 9
74290 250 3 3 403;3;40 15
74465 251 3 26 2136;18;716 1
74670 252 12 139 2149;4;2507;14;2;875;188;2560;38;2109;3;60 154
74966 253 2 44 399;1081 8
75018 254 1 2 944 1
77099 255 2 14 203;20 4
77573 256 2 44 1266;21 3
79163 257 8 127 103;37;111;76;40;620;27;2401 1
79206 258 2 314 94;2 9
82195 259 1 209 6 161
82667 260 4 3 6;7;6;2 1
83008 261 2 5 31;6 1
83891 262 23 54 26;1820;6;4;4;6;797;7;25;1664;2;17;1574;120;673;6;213;57;370;736;70;187;1284 4
84322 263 2 11 4;2826 2
103133 264 6 5 14;385;34;11;3;79 45
105524 265 5 8 2;591;3;1888;34 2
105895 266 2 2 57;275 1
105909 267 9 10 140;639;334;9;1309;56;5;10;14 2
105972 268 8 5 452;56;620;412;117;11;8;21 13
105998 269 5 1837 43;263;1432;20;1890 39
106314 270 3 48 136;626;6 1
106326 271 7 17 67;3365;129;1894;5;35;2 1
106619 272 5 15 3;97;408;1;128 1
107493 273 6 4 8;2;5;513;43;38 3
107741 274 13 129 3;9;618;8;583;333;6;4;213;20;33;2;5 1
107822 275 7 171 287;33;2;180;3;96;259 14
107843 276 5 199 779;25;608;1;494 41
107866 277 43 21 4;174;12;316;53;5;60;1096;10;1;1;112;1;4;599;295;1240;101;40;262;5;26;424;4;169;1;6;41;6;62;2;6;2;1;2;878;313;30;1148;316;2783;68;204 32
107906 278 6 576 400;1890;25;2;37;4 4
108093 279 1 4 9 1
108142 280 7 61 330;1;3;2;56;29;142 2
108191 281 2 2 4;24 6
108265 282 9 19 37;147;1;1233;2955;1;491;987;217 1
108359 283 4 75 1;2002;51;1348 1
108611 284 10 4 697;8;43;41;281;462;1671;3;33;633 3
108634 285 3 143 122;252;6 1
108728 286 3 5 2;5;11 4
108780 287 3 579 994;608;2769 19
109012 288 3 2674 126;760;72 3
109105 289 2 874 2889;517 44
109110 290 6 8 1;3;323;28;404;4 17
109295 291 3 1 121;3;15 13
109445 292 2 80 25;9 1
109584 293 5 5 48;206;2;13;58 233
110518 294 1 180 3198 46
110541 295 4 1 63;15;960;7 1
111215 296 2 6 7;222 7
111296 297 2 17 18;94 3
111356 298 2 1290 144;2 3
111449 299 7 1 86;44;1;3;14;2356;440 25
111454 300 2 119 734;2 1
111495 301 2 74 1154;4 15
111539 302 2 120 116;75 1
111592 303 4 36 2;357;170;126 4
112227 304 4 247 247;1;840;14 3
112296 305 63 6 36;33;3343;24;1;1;1168;370;205;387;127;7;1492;3;85;53;160;33;509;2;6;6;1484;148;663;22;1209;8;278;83;19;875;2;4;709;6;47;571;2763;1;66;2088;4;83;5;2527;1;15;23;42;2;48;617;2647;1149;8;94;4;2790;23;1;12;2072 2
112579 306 3 33 457;655;381 29
112629 307 3 13 19;1475;2 1
112707 308 2 2 3528;3554 1
112905 309 3 4 85;10;498 2
112945 310 4 48 2;779;1092;1 2
112981 311 2 2 3;20 14
113105 312 1 1 3 2
113159 313 3 530 5;611;250 8
113171 314 3 9 4;3;14 3
113383 315 2 9 2;10 1
113550 316 1 4 738 5
113707 317 5 6 202;1;5;2;339 2
113749 318 3 1 5;34;751 48
113905 319 3 5 5;991;4 12
113914 320 3 36 10;1733;105 180
114613 321 3 3 3;150;2 3
114635 322 2 963 2502;65 3
116106 323 5 1 1210;1906;4;30;7 1
117079 324 1 4 972 2
118253 325 4 2 1;420;7;225 2
118318 326 3 121 35;55;110 2
118363 327 1 78 472 18
118366 328 2 3 17;3 2
118806 329 5 18 116;9;780;1403;755 4
119557 330 4 7 2;17;1577;44 3
120138 331 3 13 5;141;13 91
120166 332 2 2 202;34 1
120185 333 2 15 1;14 3
120869 334 6 1 3;15;7;1;8;16 3
120982 335 5 37 11;136;44;4;38 9
121080 336 1 481 38 1
121114 337 6 1833 3;955;160;9;36;650 178
121133 338 2 17 4;7 2
121701 339 3 7 5;1;5 2
121721 340 6 62 20;283;66;1165;2;878 7
121762 341 3 182 81;1603;71 18
121986 342 3 48 1333;73;267 6
122014 343 2 31 1621;3 3
122109 344 1 15 14 1
122715 345 2 193 4;290 2
122777 346 1 1062 2282 1
122785 347 3 7 1;12;1372 28
123166 348 19 67 33;566;1031;14;226;893;93;1;3;1;8;212;26;423;1321;1516;541;229;159 4
123507 349 2 2 12;569 3
123643 350 6 4 198;73;2;866;13;89 90
123658 351 1 258 867 2
123757 352 23 624 18;1;127;4;350;25;2220;205;145;22;220;18;4;144;1826;105;126;6;4;2675;331;10;158 37
123972 353 5 107 450;537;85;2731;4 7
124217 354 2 2 165;1 2
124273 355 87 18 4;359;389;1;2;18;177;11;23;14;2;531;7;13;6;279;3480;359;922;1;2858;5;36;281;7;2469;25;3;21;2;66;1352;2;864;2386;432;347;139;5;3;235;282;9;22;4;16;381;50;3;2796;3516;1167;8;2035;12;3111;4;80;1;187;6;1;1622;297;11;135;14;45;54;639;156;1002;59;641;51;145;91;11;5;1;3;847;18;4;5;165;3314 43
124292 356 3 637 1;267;1207 1
124347 357 2 37 13;6 1
124542 358 3 350 270;40;2468 1
124556 359 5 11 2;24;3;5;11 2
126031 360 2 110 3023;147 1
126111 361 8 3264 632;123;3171;723;199;22;2137;226 29
126270 362 3 344 740;32;843 4
126287 363 24 21 16;20;5;7;973;780;17;5;18;72;3;876;98;33;95;65;35;28;831;107;245;4;3;61 1
126301 364 1 3 3 41
126848 365 10 14 1;59;540;81;2360;31;9;2481;338;1 1
127185 366 4 701 17;8;161;1070 103
127187 367 8 2 86;2;259;407;435;26;159;981 175
127367 368 2 4 3560;2 10
127726 369 2 57 16;49 5
127836 370 1 15 1349 255
128076 371 1 9 29 20
128136 372 3 3 227;79;1 2
128260 373 21 170 1;330;4;12;2;367;1;5;409;333;611;1397;40;6;3388;498;89;240;57;279;1740 1
128460 374 2 51 5;4 3
128504 375 8 61 60;1103;5;162;59;2657;73;1436 1
128512 376 2 307 18;6 8
128634 377 3 5 2;11;3 327
128641 378 12 255 181;82;82;699;3266;19;21;804;15;167;2658;50 1
128768 379 4 64 82;97;19;506 1
129075 380 2 1387 2;821 4
129103 381 3 17 5;59;45 1
129180 382 2 88 1197;775 131
129222 383 10 26 5;48;285;859;106;52;9;32;1;1 21
129337 384 2 24 2;5 40
129362 385 11 113 2492;207;196;7;2;2;25;1020;275;650;24 38
129631 386 6 2 199;5;28;3;104;29 1
129691 387 3 2193 2;4;692 3
129724 388 2 29 52;34 2
129905 389 5 55 104;230;552;39;550 73
130073 390 4 1764 3544;12;665;45 22
134418 391 4 1115 527;12;40;82 49
134443 392 3 22 2;14;1455 2
134556 393 3 123 1711;11;267 5
134706 394 2 58 6;103 27
134730 395 8 32 24;1575;154;14;60;206;7;3 7
134747 396 31 235 325;205;12;38;441;16;37;56;32;2013;5;37;442;78;95;56;380;11;103;16;799;9;484;8;305;724;4;1540;207;91;553 40
134775 397 3 174 15;1;638 2
135345 398 1 3 6 4
135365 399 15 237 4;16;79;93;543;557;61;1086;112;233;3;67;27;24;48 1
135717 400 2 1 76;3 14
136102 401 7 2441 521;195;993;1849;1526;281;1063 32
136342 402 1 906 425 9
136361 403 11 9 7;7;31;961;487;603;1;51;6;2882;211 1
136585 404 2 213 251;2 219
137180 405 4 266 306;3013;583;86 1
137192 406 3 122 145;111;102 13
137210 407 1 77 1 3
137474 408 2 24 4;2 28
137605 409 2 31 47;3 28
137737 410 5 1292 114;15;60;829;135 1
138258 411 5 3 3;30;32;10;69 2
138284 412 3 5 535;622;2514 6
138395 413 2 647 14;2072 2
138895 414 3 2 2;4;2 2
138966 415 2 44 530;11 33
138998 416 5 5 11;2;2;125;10 3
139050 417 2 76 35;72 10
139136 418 1 18 2105 1
139146 419 7 2 1079;1;7;227;47;3;6 1
139403 420 1 277 21 1
139454 421 4 223 1008;4;33;7 1
139863 422 2 4 174;10 2
139886 423 7 15 2;413;20;131;22;2;27 23
139918 424 2 645 50;13 44
140937 425 4 1 136;73;1;194 4
140978 426 1 676 116 3
141111 427 10 97 1;333;12;607;4;38;34;789;9;10 10
141165 428 3 127 6;3;161 1
141284 429 16 6 183;2;812;3;534;171;45;7;26;112;3281;2;34;361;723;17 2
141335 430 2 64 561;28 98
141415 431 2 2 151;2820 330
141421 432 13 6 1;4;1078;73;6;2;14;103;80;5;13;340;17 2
141909 433 4 27 2;1;26;40 1
142050 434 3 3 6;2238;6 2
142229 435 14 276 2240;1128;362;500;4;3565;651;7;184;9;2115;572;62;578 69
142592 436 2 7 6;28 1
142670 437 4 56 8;25;438;1 27
142789 438 3 159 2;114;15 2
143005 439 6 125 68;8;110;1433;43;441 14
143192 440 1 101 101 15
143376 441 2 107 33;1044 3
143500 442 4 2 72;231;16;21 2
144059 443 11 35 399;9;332;2;2;5;11;2;2031;2;30 127
144339 444 3 1 622;81;8 1
144407 445 7 608 4;16;31;113;764;74;1692 1
144456 446 2 63 351;28 326
144610 447 3 57 2;302;1 1
145685 448 2 3 4;2 3
145717 449 3 54 12;54;17 8
145871 450 8 9 1174;3;3;1688;333;17;1862;3 1
145947 451 3 5 5;1;967 3
145998 452 3 66 17;2;79 9
146082 453 2 16 1266;2 9
147331 454 1 700 159 1
147431 455 2 256 31;324 1
147462 456 4 2 3;61;370;2 1
147643 457 2 2437 517;22 9
147694 458 3 1 55;7;88 1
147735 459 2 13 2;2 1
148148 460 3 248 54;896;6 3
148300 461 1 364 32 50
148390 462 3 1 3;11;1 4
148418 463 3 9 600;90;6 1
148467 464 4 104 583;5;1;484 4
148532 465 1 16 10 3
148806 466 9 12 22;18;5;22;380;40;191;94;25 3
148820 467 2 2 47;12 1
148950 468 1 3 1 10
149806 469 14 353 194;43;33;1582;24;325;3;1806;40;124;6;286;62;3 8
149817 470 12 1299 483;1649;1719;513;28;16;78;31;2;4;305;318 84
149990 471 2 1333 2668;5 6
150189 472 8 54 54;1510;1694;10;1996;1135;10;3 1
150287 473 8 13 716;3;44;258;3085;38;18;470 5
150734 474 3 27 9;88;21 1
150860 475 3 130 104;558;6 23
152152 476 3 4 37;17;5 63
152445 477 1 8 8 1
152462 478 5 17 183;5;3;7;1729 4
152784 479 6 15 3;9;25;9;2;86 14
152836 480 9 1 2;2;1;14;1;1;1;2;1 1
153005 481 2 3358 29;44 1
153234 482 25 62 387;27;11;171;4;82;234;21;1863;96;222;5;137;1;6;26;3;502;474;32;83;2146;7;79;3 6
153575 483 5 1 5;8;5;4;1104 5
154857 484 2 54 160;78 45
158421 485 3 6 3;6;33 175
158476 486 1 866 7 1
158881 487 14 6 21;7;26;943;14;87;293;9;210;151;377;1167;1841;571 6
158912 488 1 189 657 4
158969 489 5 25 47;6;7;27;907 1
159502 490 2 13 71;307 1
160395 491 2 3 636;226 1
163285 492 2 93 2333;544 25
163337 493 2 13 94;84 2
163531 494 5 73 15;7;241;1;1756 22
164045 495 6 171 97;29;1;149;102;655 5
164169 496 2 36 8;3463 33
165065 497 4 2 3;3;3;16 2
165731 498 1 2 10 41
166442 499 12 72 20;586;200;1729;1;1988;88;3;42;43;55;131 3
166907 500 2 2058 236;2439 3
167005 501 3 2003 1787;1877;3245 44
167326 502 3 1731 2;127;8 2
167594 503 8 34 2;1;217;45;2058;35;1957;18 3
169949 504 14 317 17;3;1;3;2958;106;3;10;79;549;20;247;4;943 1
170447 505 2 114 831;4 1
176350 506 7 1 156;1757;2;7;171;75;1274 1
178976 507 5 6 2;639;3;7;1547 1
180972 508 4 12 8;4;3;23 1
184172 509 2 4 2;102 1
184442 510 7 3 231;11;3;34;3;203;11 3
185765 511 8 97 9;91;378;31;95;15;1;1114 1
188740 512 3 349 337;57;3038 48
190732 513 3 2 95;1;10 1
191249 514 4 1212 2;1;1839;166 28
191540 515 23 2 86;45;1;237;40;979;3;5;1323;15;2286;2;3;4;7;175;32;10;102;62;22;29;1676 1
191601 516 7 28 15;27;137;260;310;2;4 206
191645 517 2 596 1038;262 2
191650 518 4 122 777;618;166;241 79
191712 519 3 381 4;849;2706 1
191803 520 3 138 3;10;117 1
192073 521 3 37 471;1758;10 3
192269 522 4 17 182;20;205;38 1
192393 523 2 23 7;7 74
192427 524 1 8 1545 4
193103 525 3 27 659;2;192 1
193145 526 7 46 50;36;12;410;1186;716;2 6
193218 527 7 15 2;43;8;23;1;37;5 6
193299 528 5 155 3;123;129;78;843 2
193731 529 13 2 91;17;13;10;2;1815;103;6;7;4;2;212;557 3
193777 530 2 4 2;104 1
193848 531 5 2 2;1898;181;108;1218 37
193960 532 3 3 3299;28;7 3
194044 533 4 2 108;3;6;52 18
194149 534 2 540 1448;3486 6
194292 535 3 8 136;31;154 3
194305 536 6 5 61;20;285;39;6;16 1
194733 537 6 643 2079;45;7;8;14;6 179
194741 538 4 4 12;2;432;1452 2
194784 539 4 2 1561;94;260;4 23
194916 540 1 12 5 3
195009 541 4 11 1056;4;14;16 1
195044 542 4 482 289;1075;1000;4 218
195455 543 9 3 203;8;17;7;234;1;62;9;138 49
195482 544 4 13 410;5;2;5 27
195611 545 5 7 83;2;27;16;28 1
196102 546 6 3 23;976;151;4;4;39 3
196389 547 3 10 368;12;310 20
196419 548 4 5 5;49;8;1 206
196464 549 7 124 2;326;7;68;46;392;22 7
196617 550 1 2 63 2
197803 551 4 1424 1204;4;312;294 2
197844 552 2 7 8;39 1
197964 553 4 5 1262;15;2;1083 1
197984 554 1 174 1688 4
198273 555 2 6 7;2 6
198419 556 3 15 452;29;959 1
198541 557 4 1470 2484;1;2;3439 4
198559 558 3 1696 1189;554;40 3
198651 559 2 1 10;332 2
198787 560 1 9 3 1
198809 561 6 257 2370;33;335;17;8;33 1
199046 562 4 14 2454;35;3;833 10
199047 563 4 273 1;313;25;33 1
199059 564 8 376 1912;1882;60;26;3;203;73;270 13
199068 565 1 165 7 3
199370 566 1 9 383 1
199567 567 4 4 9;86;16;4 8
199908 568 3 2 778;5;1651 8
200083 569 1 5 11 3
200127 570 2 294 13;12 2
200141 571 2 2 38;19 12
200519 572 4 8 9;539;30;3235 1
200614 573 4 1 6;3196;79;201 1
200767 574 2 23 463;1156 1
200849 575 2 13 3;59 3
201167 576 4 22 841;39;528;46 15
201330 577 6 5 25;23;5;29;13;4 21
201355 578 3 113 5;2932;245 5
201461 579 3 6 5;2;89 1
201474 580 3 10 8;112;1621 8
201548 581 3 8 2;3;3 12
201649 582 3 10 3397;43;2 183
201770 583 3 33 33;1;1999 6
201848 584 2 6 7;9 10
201856 585 12 3 156;138;3046;3157;76;681;2979;457;2;2549;164;28 4
201923 586 7 3 1;400;308;5;13;55;22 1
201969 587 2 2377 37;2 1
202091 588 2 3 43;91 154
202119 589 3 40 1;115;186 2
202166 590 3 376 852;2;12 65
202746 591 2 6 232;143 1
202824 592 15 2 387;1;649;1098;178;44;3007;124;2;59;18;6;74;13;2 3
202831 593 3 2 5;21;6 4
202835 594 11 69 5;100;1832;143;1264;2393;33;316;1213;3;38 1
202865 595 2 3 7;49 53
202946 596 9 6 7;2250;11;22;43;2272;573;134;44 9
202981 597 3 2 474;14;327 1
203286 598 6 170 90;417;188;26;171;389 1
203295 599 2 3507 899;10 14
203337 600 3 6 542;156;123 2
203343 601 2 21 2;35 31
203354 602 6 2951 110;2105;12;24;1751;192 4
203763 603 7 4 3;320;37;15;6;287;4 30
203787 604 3 3 13;1;3 291
203914 605 1 3 119 16
203963 606 4 83 3;3;236;543 91
204017 607 4 9 107;232;44;37 29
204051 608 6 125 1332;2500;37;1179;155;15 6
204173 609 1 57 1 79
204185 610 7 5 7;28;1631;6;12;3;307 1
204271 611 2 18 101;1627 2
204365 612 4 1348 4;305;32;142 1
204543 613 5 561 127;657;157;6;13 1
204572 614 2 21 21;2069 3
204664 615 29 2 748;3;16;5;90;194;5;858;6;104;2;248;662;1625;78;1243;7;563;35;17;575;21;2;3;48;2;3456;1;469 6
204920 616 9 12 45;1034;57;480;8;31;330;24;2 1
204972 617 2 412 6;684 1
205156 618 6 83 4;45;97;159;54;1767 59
205169 619 2 7 2;138 47
205195 620 6 294 150;137;32;2;101;14 1
205202 621 6 2622 267;205;182;101;583;3020 4
205628 622 4 88 512;902;163;10 2
205677 623 5 640 632;1;1292;19;170 2
206213 624 2 224 63;538 45
206310 625 3 695 681;1;122 1
206387 626 2 207 246;4 18
206705 627 4 629 3104;2;6;1 1
206831 628 1 671 55 1
