time jobId jobSize runtime tasks user peer
26319 51 3 1237 1246;1508;958 1 2
26366 52 5 654 738;300;517;528;1185 3 4
26379 53 2 432 347;517 1 2
26744 54 6 900 1133;537;1547;1222;827;132 1 2
26762 55 4 959 897;485;1270;1184 6 2
26903 56 2 1306 1016;1595 24 6
26907 57 11 942 821;1040;564;605;976;984;1134;1327;881;1082;950 14 9
26955 58 2 1233 1665;801 1 2
27399 59 10 1046 1659;926;1495;618;422;1000;971;1140;1427;805 263 8
27491 60 3 761 1002;412;870 150 6
27521 61 8 1053 945;1187;859;1245;688;1436;1110;953 1 2
27707 62 1 1316 1316 2 6
27887 63 3 623 678;714;478 1 2
27992 64 8 818 768;629;588;758;867;1500;754;684 1 2
28520 65 1 1233 1233 1 2
28787 66 4 969 1671;212;1124;870 4 4
28803 67 1 1501 1501 9 4
29004 68 4 996 1713;301;1473;496 2 6
29014 69 7 994 1043;1044;1018;1072;1208;1183;389 7 3
29697 70 3 1152 612;1603;1241 3 4
29776 71 1 823 823 2 6
29853 72 5 1066 1595;1130;442;1441;724 2 6
29923 73 7 1056 1494;865;1107;971;920;985;1052 362 2
29940 74 2 783 301;1265 7 3
30410 75 2 947 1012;882 88 7
30465 76 2 496 332;661 58 9
30477 77 2 960 818;1103 7 3
30584 78 4 939 1731;555;1104;366 3 4
30647 79 5 1246 808;1089;1614;1129;1588 2 6
30935 80 2 795 677;913 5 1
31042 81 3 653 280;678;1002 4 4
31095 82 4 1072 1081;433;1585;1189 6 2
31216 83 3 960 926;1199;755 3 4
31394 84 14 926 552;1394;1408;567;317;1620;1350;877;852;1434;422;784;550;833 1 2
31667 85 2 896 934;857 3 4
31680 86 1 201 201 2 6
31734 87 16 949 663;1183;920;658;1542;1228;888;1150;427;1689;728;1042;445;1173;726;726 10 8
32199 88 11 751 746;462;723;1297;267;1311;611;807;129;756;1156 4 4
32223 89 6 868 1446;419;534;569;1393;849 1 2
32550 90 8 990 1338;1100;578;384;1200;1319;648;1353 1 2
32638 91 3 973 712;1431;775 5 1
32934 92 3 895 689;1102;893 1 2
33101 93 1 908 908 150 6
33232 94 5 592 452;670;511;864;464 3 4
33360 95 11 734 612;503;364;551;1042;299;1256;1169;742;525;1007 62 8
33418 96 2 960 844;1077 3 4
33543 97 8 1125 1114;1637;983;1613;530;354;1127;1643 10 8
33568 98 5 1064 1313;292;1412;816;1488 2 6
33804 99 4 896 998;1122;935;531 4 4
33932 100 2 1274 1735;812 69 9
34426 101 8 831 932;1174;965;762;837;80;1568;333 48 9
34453 102 2 472 739;206 6 2
34564 103 5 1009 1328;1402;1153;357;804 3 4
34595 104 2 1046 1700;391 2 6
34743 105 2 760 232;1289 3 4
34784 106 1 746 746 1 2
34926 107 1 679 679 2 6
34933 108 1 598 598 1 2
35013 109 5 930 637;755;1193;1012;1051 1 2
35570 110 5 1058 1071;1193;536;1545;947 22 2
35577 111 8 718 681;859;947;341;873;839;859;342 1 2
35826 112 9 1004 807;1123;508;911;939;1229;953;1163;1399 1 2
35919 113 1 493 493 1 2
36120 114 4 835 573;955;812;1001 1 2
36222 115 14 734 323;429;794;718;813;512;1153;298;835;965;463;1252;746;980 1 2
36501 116 6 990 1341;1214;441;1238;718;989 1 2
36740 117 8 1151 567;1082;1194;805;1285;1549;1271;1452 8 5
36743 118 4 1138 1608;735;903;1306 359 1
36969 119 5 811 896;354;551;1702;551 237 9
37081 120 3 1165 1014;1365;1115 4 4
37150 121 15 936 861;711;1178;661;1687;558;654;1317;1004;807;1415;655;612;1105;809 2 6
37250 122 8 1072 1477;1192;1704;180;1004;535;844;1639 8 5
38223 123 7 896 1103;512;511;894;975;1377;899 1 2
38260 124 4 930 486;1359;1032;843 1 2
38562 125 3 1163 1250;779;1460 96 6
38586 126 3 878 732;1702;201 1 2
38667 127 18 846 656;1183;1503;1377;711;945;1366;904;467;164;715;774;1026;932;617;667;637;585 1 2
38676 128 4 1190 1095;1110;1623;932 1 2
38694 129 2 770 667;873 1 2
38743 130 3 1044 1501;518;1114 8 5
38774 131 5 972 878;1263;874;601;1242 2 6
38808 132 4 943 1039;1540;767;425 3 4
39113 133 3 900 1455;753;492 21 2
39245 134 4 924 1264;259;765;1408 13 5
39299 135 5 954 480;891;955;1620;824 1 2
39366 136 7 1042 843;1627;559;759;956;1313;1240 1 2
39381 137 2 691 737;645 322 4
39494 138 1 982 982 4 4
39513 139 1 309 309 12 6
39628 140 2 706 568;844 33 2
39657 141 3 562 552;842;293 2 6
39665 142 21 990 1507;867;1266;386;1173;753;472;423;1245;751;1233;933;827;1191;672;835;1051;1478;1663;1034;1040 1 2
40231 143 6 908 943;1200;996;599;961;748 1 2
40287 144 2 1146 1295;996 1 2
40390 145 2 774 664;883 3 4
40712 146 3 789 842;748;777 96 6
40806 147 3 737 680;728;802 13 5
40994 148 1 190 190 5 1
41011 149 9 1095 1230;582;1705;1200;990;584;1198;1302;1066 2 6
41073 150 2 652 67;1238 3 4
41087 151 3 1175 1227;1694;603 1 2
41105 152 2 1196 1277;1114 5 1
41492 153 8 850 753;975;1026;925;1155;648;351;963 1 2
41791 154 4 691 703;1045;486;531 25 9
41814 155 3 892 356;1326;994 1 2
41855 156 3 1099 986;631;1680 58 9
42343 157 2 944 609;1280 2 6
42507 158 2 631 427;835 13 5
43050 159 1 905 905 22 2
43184 160 7 1089 272;1493;1502;1181;1706;883;583 10 8
43368 161 4 956 1412;764;1031;615 1 2
43377 162 5 821 898;1173;1099;442;491 1 2
43459 163 14 834 858;600;676;1130;560;1080;534;926;1653;1407;1181;368;385;313 1 2
43615 164 24 812 226;683;811;211;1209;761;1072;953;565;799;355;694;1611;227;1566;871;1408;1146;444;892;1170;425;1215;176 2 6
43703 165 1 1275 1275 2 6
43799 166 4 1289 718;1372;1636;1431 7 3
43832 167 8 1035 952;857;1632;1181;345;686;1281;1344 3 4
44062 168 4 764 983;760;1095;220 1 2
44080 169 3 922 90;1046;1631 2 6
44159 170 23 998 361;1396;960;914;1108;1697;992;1002;1140;1317;675;934;1496;504;692;1001;731;1201;1343;908;303;1557;711 11 2
44220 171 3 1236 929;1624;1156 29 3
44322 172 6 692 671;103;845;660;478;1394 36 7
44424 173 17 774 1122;851;730;1328;980;181;934;253;492;195;930;841;883;1159;649;624;1007 1 2
44820 174 3 752 892;511;852 3 4
45593 175 7 865 616;726;974;653;1032;793;1263 1 2
45806 176 3 825 255;926;1294 1 2
45896 177 2 804 1000;607 3 4
46503 178 2 622 413;832 1 2
46650 179 4 1101 921;1096;1088;1300 30 8
46693 180 8 1039 1127;878;925;554;1585;601;1449;1193 5 1
46748 181 2 1004 943;1064 149 9
47323 182 4 694 932;1036;699;108 3 4
47424 183 4 1056 1628;836;827;935 26 7
47467 184 1 1007 1007 1 2
47544 185 1 959 959 55 7
47603 186 3 883 942;968;739 28 8
47686 187 5 968 1272;961;223;1475;909 1 2
48277 188 7 1000 703;916;1317;1083;1119;1065;794 5 1
48293 189 2 1260 1109;1410 3 4
48355 190 1 374 374 85 4
48454 191 6 930 1022;328;1312;480;822;1616 7 3
48463 192 23 854 961;918;1260;536;337;855;1033;243;1404;248;464;874;1285;371;1063;660;836;328;1646;1480;1152;883;815 13 5
48502 193 10 1027 1167;1587;544;1044;1551;962;1002;1015;577;822 6 2
48971 194 2 1033 1247;819 1 2
49040 195 1 543 543 3 4
49171 196 2 1059 1259;859 15 7
50106 197 3 1083 976;1241;1031 1 2
51281 198 3 945 1259;295;1282 6 2
51287 199 2 830 723;936 1 2
51307 200 2 828 414;1243 1 2
51903 201 3 1166 1225;1174;1100 16 8
52952 202 2 1060 1637;484 157 9
52978 203 12 963 1271;571;886;747;1158;493;575;854;1615;1005;1544;835 2 6
53301 204 2 784 862;705 2 6
53632 205 8 679 433;767;488;566;831;817;665;865 1 2
53970 206 4 961 1036;610;830;1369 59 8
54103 207 10 1029 962;507;1558;641;1178;967;1367;1252;596;1263 4 4
54146 208 4 1019 1232;990;1430;424 2 6
54187 209 7 966 894;502;1293;1484;484;1014;1091 2 6
54308 210 12 737 509;968;542;784;906;799;1371;1050;397;678;68;774 2 6
54384 211 2 1329 1168;1490 32 3
54485 212 1 1119 1119 116 4
54800 213 7 884 1095;849;774;521;433;1560;958 5 1
55146 214 15 999 538;1354;1211;679;513;1638;779;702;1077;1460;920;800;537;1360;1420 1 2
55375 215 7 1037 925;1360;1434;965;707;1516;354 1 2
55860 216 3 717 453;686;1012 1 2
56288 217 4 644 654;892;508;523 6 2
56506 218 8 899 1116;488;703;1699;179;1052;1258;695 1 2
57220 219 7 692 779;1031;1249;452;557;432;346 16 8
57460 220 23 908 444;1326;773;789;935;259;1168;621;642;887;736;591;1508;1591;1077;1502;341;924;1297;195;985;1097;1203 29 3
57569 221 1 116 116 31 9
57947 222 5 820 523;1074;599;1210;693 231 2
58292 223 3 871 1054;648;910 7 3
58376 224 2 942 1538;347 1 2
58478 225 1 736 736 27 3
58780 226 2 1066 1568;565 9 4
58910 227 3 838 751;905;859 3 4
59188 228 1 818 818 37 8
59215 229 5 1103 1432;721;910;998;1452 1 2
59399 230 1 1675 1675 1 2
60892 231 6 856 1413;581;1109;479;602;952 1 2
63113 232 5 935 610;876;1133;1356;698 219 2
63245 233 2 326 235;417 3 4
63531 234 15 987 1499;1312;923;924;757;625;1166;949;1299;830;987;470;1177;964;923 40 1
63557 235 2 494 478;511 1 2
63698 236 19 906 385;1241;434;1119;708;482;734;1220;1070;1002;1630;778;1285;901;777;1180;326;327;1618 2 6
63772 237 1 780 780 1 2
64762 238 6 793 207;1162;401;1086;1182;718 8 5
64820 239 5 872 985;581;1053;501;1238 8 5
64922 240 4 1354 1418;1521;1240;1237 11 2
65420 241 5 1057 1074;1113;373;1442;1283 2 6
66992 242 4 1154 1266;1190;1079;1083 1 2
67070 243 2 480 841;118 20 8
68295 244 11 804 766;1324;100;1402;1031;692;1296;269;271;437;1257 1 2
69291 245 1 1155 1155 9 4
69398 246 2 924 478;1369 40 1
69554 247 17 942 1249;1081;735;517;941;1466;1604;1384;906;1380;312;1246;763;688;986;458;293 61 2
69981 248 1 1357 1357 88 7
70202 249 3 472 560;422;435 1 2
70266 250 2 1256 929;1583 2 6
71328 251 6 1075 1581;1442;403;659;1345;1020 69 9
71372 252 3 1061 1392;465;1325 1 2
72258 253 5 1081 1179;398;1332;1043;1454 3 4
72442 254 3 764 506;864;922 1 2
72482 255 5 746 606;719;1066;238;1103 63 2
72519 256 32 899 575;1530;388;292;1151;408;1040;879;442;846;551;617;1529;840;1523;1262;910;725;1362;1246;931;518;522;1396;1054;852;1407;350;1083;1182;982;360 6 2
72570 257 2 684 614;753 1 2
73285 258 1 1089 1089 2 6
73794 259 14 994 781;303;894;1455;1269;819;1260;1650;535;618;1033;1031;1388;874 15 7
74178 260 5 851 1037;125;1303;1649;139 5 1
74408 261 2 888 641;1134 12 6
79283 262 3 641 531;902;491 5 1
79299 263 10 797 1285;578;851;650;310;699;1349;917;241;1094 5 1
79462 264 4 504 684;683;531;117 1 2
79641 265 5 898 760;702;1050;1192;784 1 2
79741 266 1 507 507 1 2
79910 267 3 1058 919;1404;851 200 1
80425 268 2 1108 1639;576 25 9
80736 269 3 248 370;113;261 1 2
80978 270 1 484 484 3 4
81122 271 3 1062 744;1674;769 1 2
81184 272 1 890 890 10 8
81245 273 10 908 1112;681;1070;653;1131;966;900;1551;741;270 1 2
82175 274 7 855 975;1183;550;1238;140;1575;324 155 5
83783 275 2 1070 1157;982 9 4
83916 276 3 1462 1583;1674;1128 1 2
84039 277 1 1046 1046 1 2
88595 278 1 1567 1567 3 4
93628 279 6 646 1298;177;1037;408;646;310 95 5
95461 280 14 925 557;762;1718;914;1562;571;1347;342;1328;221;807;100;1421;1296 1 2
95635 281 8 873 988;898;280;1172;740;1213;1156;539 1 2
96205 282 5 829 651;993;461;1083;957 2 6
97568 283 2 1329 1479;1179 351 8
98034 284 2 1304 1033;1574 2 6
98205 285 3 751 1202;563;488 5 1
102110 286 3 825 473;1005;996 2 6
102995 287 1 237 237 56 5
114506 288 9 1104 1619;653;922;694;1287;843;1092;1643;1179 1 2
114557 289 3 897 835;451;1406 1 2
114674 290 7 835 878;810;1165;1204;545;206;1038 7 3
114727 291 4 734 426;1020;817;673 44 8
114803 292 2 732 709;755 270 4
114827 293 7 1016 834;1156;683;1247;858;1124;1210 2 6
115040 294 7 786 1055;863;1116;859;255;904;453 1 2
115246 295 4 781 388;1132;1077;528 1 2
115315 296 6 1102 1198;809;1301;826;742;1738 2 6
115369 297 5 767 437;1105;646;586;1062 18 5
115441 298 2 398 266;530 17 4
115615 299 30 854 1383;1707;996;916;1226;1005;845;557;71;453;1356;436;595;837;1071;1135;791;430;1249;851;726;824;1239;844;713;670;419;657;141;1465 5 1
115665 300 6 770 685;488;455;657;1087;1250 2 6
115766 301 6 904 794;1098;590;1150;1129;663 43 3
115833 302 8 670 415;1186;1138;217;659;503;491;754 5 1
116101 303 2 880 243;1516 1 2
116860 304 2 811 553;1069 2 6
116866 305 5 794 914;1588;714;659;94 4 4
116870 306 3 837 1271;839;402 8 5
116959 307 6 871 1108;277;935;1486;770;648 1 2
117048 308 42 828 73;875;1163;990;252;518;1474;275;1513;1140;1502;1342;1134;228;1371;1005;908;373;796;1009;773;567;206;268;438;768;409;815;1257;765;1518;1324;587;1263;174;958;316;654;1217;1118;763;687 2 6
117072 309 7 891 814;1092;522;774;782;1647;609 3 4
117092 310 2 1059 1598;520 1 2
117238 311 3 521 425;638;499 16 8
117345 312 2 720 713;727 1 2
117357 313 7 888 1055;854;861;700;592;1492;661 9 4
117405 314 2 1049 1059;1039 157 9
117408 315 2 674 129;1220 8 5
117615 316 11 843 319;988;1595;1118;555;970;414;1023;508;1216;562 118 5
117865 317 2 954 1225;683 2 6
118634 318 2 856 403;1308 1 2
118666 319 2 1244 1159;1330 1 2
118735 320 2 992 813;1172 84 5
118744 321 2 904 1291;516 1 2
118770 322 2 1304 1687;920 6 2
118838 323 9 727 987;523;775;792;1518;206;878;663;201 203 3
118861 324 1 994 994 2 6
119931 325 2 808 251;1366 97 8
119994 326 3 920 625;1405;729 1 2
120458 327 5 790 1124;529;648;809;842 24 6
120501 328 6 1163 1350;983;1129;1579;742;1194 9 4
120672 329 2 644 478;811 1 2
121344 330 4 1194 1595;797;854;1531 2 6
121358 331 2 934 1229;639 22 2
121663 332 5 879 119;1689;1435;231;920 3 4
121923 333 7 764 832;977;775;678;216;994;876 29 3
122327 334 3 874 1286;1084;251 1 2
122350 335 3 937 579;1145;1086 1 2
122556 336 2 1092 1204;979 1 2
122638 337 2 1098 969;1226 17 4
123060 338 6 1134 1695;1405;1328;377;500;1502 4 4
123120 339 4 982 124;1184;1619;999 11 2
123121 340 2 618 168;1067 16 8
123147 341 2 1024 1054;995 72 1
123315 342 11 945 1647;1521;257;664;1330;1155;111;936;1490;617;669 79 5
123348 343 10 1005 813;1447;1478;701;901;382;994;851;1181;1302 10 8
123387 344 8 797 438;1116;872;589;602;796;1192;768 263 8
123431 345 3 718 706;761;687 8 5
123497 346 2 916 945;887 2 6
123644 347 4 1188 909;788;1597;1457 39 3
124473 348 3 659 838;127;1013 170 6
124609 349 9 917 1250;983;233;902;1170;869;411;1670;768 164 7
124966 350 1 971 971 1 2
125196 351 1 423 423 9 4
125200 352 7 1030 1323;1000;681;773;1506;1026;900 2 6
125364 353 1 703 703 1 2
125393 354 6 901 856;713;1073;1132;1139;492 1 2
125706 355 5 817 912;530;819;1231;593 5 1
125707 356 2 1384 1122;1645 1 2
125824 357 2 646 524;767 2 6
125906 358 2 512 381;642 1 2
126017 359 5 1225 1298;1289;938;1198;1404 21 2
126131 360 1 711 711 1 2
126147 361 2 368 241;494 3 4
126221 362 2 1269 1069;1469 235 2
126231 363 5 858 1206;703;1206;596;577 270 4
126292 364 2 598 591;604 4 4
126557 365 4 1020 680;757;1270;1373 18 5
126565 366 6 908 1581;965;417;841;822;825 3 4
126918 367 2 784 336;1232 42 3
126991 368 2 886 854;917 1 2
127024 369 2 787 655;919 32 3
127144 370 4 921 766;1473;1045;401 5 1
127476 371 6 1126 987;1017;1038;1091;1635;991 221 8
127490 372 3 987 481;923;1557 3 4
127497 373 5 807 683;848;893;1224;385 1 2
127816 374 4 626 308;788;688;718 10 8
127912 375 4 1228 1483;844;1272;1313 1 2
127925 376 8 785 528;905;347;1144;1194;730;642;788 30 8
127963 377 7 696 746;509;659;673;938;171;1173 321 7
128304 378 11 741 679;969;687;331;333;847;591;175;974;1258;1308 4 4
128402 379 2 1144 683;1605 17 4
128425 380 1 799 799 204 1
128446 381 5 982 852;847;925;706;1580 20 8
128510 382 1 1224 1224 53 4
128540 383 2 789 1222;356 3 4
128636 384 7 724 674;1054;752;318;415;1005;852 1 2
128834 385 1 705 705 4 4
128869 386 6 951 937;1131;1161;713;688;1078 8 5
128972 387 1 571 571 6 2
129027 388 7 947 834;927;339;1397;1143;908;1078 2 6
129135 389 4 829 755;591;855;1115 7 3
129177 390 2 777 638;916 2 6
129238 391 1 1015 1015 1 2
129331 392 6 873 1267;873;299;896;1285;616 1 2
129633 393 5 957 1088;837;1357;568;933 1 2
129642 394 3 1113 841;1553;946 18 5
129846 395 4 600 673;170;239;1318 1 2
130538 396 4 747 660;736;1134;458 5 1
130917 397 2 512 361;664 1 2
130945 398 3 1285 1326;1308;1220 15 7
130994 399 6 897 833;802;864;1197;1191;493 67 9
132453 400 3 430 294;371;626 25 9
132569 401 4 1081 968;1287;724;1345 1 2
132580 402 3 1038 803;1326;984 13 5
132668 403 4 582 234;613;861;618 1 2
132730 404 4 703 1227;806;176;603 2 6
132800 405 3 911 608;1320;806 3 4
132959 406 4 980 956;727;1257;981 6 2
132963 407 12 829 832;874;818;563;1385;936;1484;277;636;971;824;343 85 4
133005 408 1 781 781 4 4
133119 409 4 1028 925;1164;1267;757 1 2
133337 410 2 458 744;171 57 7
133362 411 3 900 1730;143;827 6 2
133374 412 2 614 805;422 2 6
133723 413 3 799 1277;548;573 1 2
133990 414 11 745 750;653;1148;623;586;1363;906;557;722;675;214 1 2
134218 415 5 692 1118;715;575;689;364 1 2
134593 416 8 1042 1010;512;1130;1461;537;1404;1217;1065 3 4
134665 417 3 965 704;1082;1110 2 6
134678 418 19 893 309;411;915;922;897;1080;375;1449;1498;750;1034;456;537;1285;676;954;1123;781;1506 23 7
134867 419 3 1030 862;1050;1179 1 2
135211 420 49 927 957;1094;930;1530;1128;1100;974;754;780;179;655;415;1431;1184;599;1338;761;659;1138;245;263;642;1301;823;615;935;1397;866;915;608;850;810;914;1164;1017;632;1477;1126;895;719;1416;1151;850;1727;963;524;677;833;1477 1 2
135243 421 2 919 1242;596 3 4
135271 422 3 1058 959;1557;657 4 4
135419 423 4 1057 1511;1027;944;746 1 2
135424 424 21 956 824;1515;879;275;430;666;681;1445;1231;1135;842;774;1433;1107;420;736;1293;1191;1245;710;1238 5 1
135441 425 4 832 1035;669;561;1061 7 3
135557 426 5 840 1023;637;897;641;1000 11 2
135582 427 7 984 1488;1240;1186;950;753;593;679 99 2
135923 428 5 865 612;1421;947;477;866 3 4
135938 429 4 928 831;1006;1558;316 25 9
135965 430 4 914 823;654;1439;742 5 1
136011 431 4 805 583;1441;998;198 2 6
136057 432 6 829 502;636;988;313;938;1597 106 1
136668 433 7 681 794;281;1040;705;632;786;531 3 4
137084 434 3 907 975;1190;557 12 6
137463 435 2 1323 1348;1298 16 8
137475 436 9 985 1094;770;1003;945;1440;229;1024;1645;719 1 2
137767 437 4 574 869;652;507;268 6 2
137851 438 3 903 599;731;1378 2 6
137865 439 4 1056 895;1038;1114;1179 6 2
137944 440 2 968 699;1238 12 6
137966 441 2 626 462;790 1 2
138010 442 3 961 923;1375;586 57 7
138185 443 15 934 806;1420;1155;637;795;424;1030;827;554;1101;1131;1060;496;874;1700 10 8
138256 444 5 594 497;821;476;917;257 91 9
138318 445 4 960 518;668;1111;1544 1 2
138376 446 5 785 432;1450;633;767;645 10 8
138543 447 3 959 775;1137;966 1 2
138894 448 6 928 647;1031;833;995;1558;506 4 4
139031 449 1 415 415 1 2
139154 450 1 1109 1109 3 4
139172 451 2 1056 1346;766 25 9
140722 452 4 974 1037;712;1168;981 8 5
141170 453 9 1173 576;1165;1339;664;1160;1560;1431;1167;1492 9 4
141180 454 2 938 1198;677 1 2
141377 455 3 930 1317;1198;275 2 6
141825 456 3 1064 761;976;1456 11 2
141842 457 2 904 1007;801 180 2
142154 458 9 945 1304;472;1506;411;771;494;1023;981;1543 12 6
142706 459 2 913 1020;806 1 2
143200 460 2 888 1117;660 127 1
143693 461 2 979 1161;797 1 2
144415 462 2 1010 829;1190 5 1
145027 463 6 870 433;755;1418;950;944;720 1 2
145049 464 8 932 433;1162;1339;1538;535;863;449;1140 3 4
145126 465 2 1072 1228;915 4 4
145143 466 2 592 390;795 14 9
145489 467 3 811 1223;616;595 6 2
145569 468 1 837 837 16 8
145632 469 18 951 504;1422;999;680;1141;764;805;1353;834;1360;823;380;756;1371;635;1326;700;1269 36 7
146149 470 3 914 696;1169;876 4 4
146257 471 7 879 1005;486;1410;1318;904;339;692 4 4
146403 472 2 1068 925;1211 1 2
146406 473 3 1331 1352;1526;1114 1 2
146910 474 2 814 1116;513 1 2
146923 475 3 1128 494;1467;1423 7 3
146975 476 3 1013 1045;1057;937 32 3
148467 477 2 999 775;1223 4 4
148594 478 5 847 678;792;887;445;1434 367 1
148663 479 2 1012 786;1237 2 6
148911 480 2 839 869;809 15 7
149309 481 5 1086 1196;1260;1379;1050;543 1 2
149440 482 27 801 667;547;1204;480;817;1044;1609;999;382;848;212;322;543;1450;608;238;1012;739;72;1408;940;450;977;1247;1422;291;1096 62 8
149529 483 2 444 200;687 4 4
149627 484 2 900 1146;655 82 2
149676 485 3 909 302;1274;1151 17 4
149700 486 2 966 882;1050 2 6
149723 487 12 967 1119;523;821;712;1219;240;974;1615;918;1680;952;832 1 2
150598 488 5 1043 892;1303;799;1024;1199 1 2
150748 489 1 1439 1439 10 8
150879 490 3 828 842;1401;242 2 6
151202 491 7 953 895;739;1203;1167;581;1159;926 1 2
151368 492 3 755 1186;766;313 1 2
151384 493 5 849 628;1447;753;749;670 7 3
151553 494 6 892 1606;536;915;1087;894;312 3 4
151722 495 1 1095 1095 120 2
151944 496 5 1042 963;861;817;1096;1474 11 2
152011 497 1 490 490 365 1
152189 498 2 646 103;1189 50 7
152427 499 2 370 204;536 1 2
152445 500 5 952 629;1149;896;514;1572 5 1
154354 501 2 1514 1714;1314 1 2
154720 502 3 727 439;654;1087 8 5
154943 503 8 836 542;893;1130;1047;714;549;468;1341 1 2
155444 504 6 1059 1021;697;1286;1232;907;1209 32 3
155803 505 2 1030 1181;880 4 4
156286 506 2 1150 1085;1214 299 9
157983 507 1 992 992 1 2
157998 508 2 878 1058;699 2 6
158445 509 8 987 1096;989;878;183;1582;855;1171;1142 4 4
158458 510 5 943 1136;437;1201;1331;609 2 6
158508 511 1 1061 1061 1 2
158594 512 1 1385 1385 42 3
158720 513 2 610 861;360 3 4
158965 514 2 964 1168;760 1 2
159139 515 2 932 665;1200 13 5
159446 516 2 816 1050;583 23 7
159642 517 7 1054 1130;1101;710;1035;1274;1201;926 7 3
160542 518 7 992 637;654;1275;716;873;1486;1302 4 4
160823 519 1 1550 1550 1 2
161481 520 18 720 486;751;817;1189;1457;563;902;821;285;529;125;530;180;639;860;1138;1189;493 14 9
161550 521 2 1120 1410;831 4 4
161690 522 1 1077 1077 12 6
161727 523 5 859 1587;1447;277;829;157 1 2
162059 524 2 952 831;1073 1 2
162317 525 2 696 502;889 1 2
162585 526 9 882 1121;902;707;582;625;1149;1153;769;929 24 6
164508 527 21 918 1541;1675;580;1557;975;1023;1400;720;903;363;951;381;645;1486;663;982;1097;503;138;757;934 3 4
165024 528 3 874 791;890;940 8 5
166934 529 1 498 498 2 6
166976 530 5 803 881;1129;717;393;893 1 2
169568 531 2 1112 1255;970 7 3
169613 532 3 876 106;1560;962 4 4
169768 533 2 878 947;809 38 1
169995 534 10 858 1399;1262;533;730;785;797;1299;827;143;809 10 8
170173 535 3 561 571;773;340 10 8
170610 536 3 1026 1091;918;1068 65 5
172496 537 2 730 758;702 1 2
173321 538 26 842 545;380;849;1367;1421;357;893;1711;598;926;460;817;908;595;226;571;946;854;1469;1166;776;451;1432;415;487;1261 1 2
175597 539 3 1153 950;1200;1310 1 2
175840 540 2 936 984;888 1 2
175952 541 2 1169 1145;1193 34 1
179186 542 5 985 1337;974;854;508;1250 3 4
179509 543 3 738 842;603;769 2 6
182049 544 2 1302 1056;1547 32 3
183362 545 3 1110 1378;973;979 1 2
184560 546 2 980 892;1069 1 2
184748 547 4 992 1531;979;887;571 11 2
184903 548 1 394 394 3 4
185654 549 3 959 1423;658;797 1 2
186155 550 2 762 773;752 3 4
196387 551 2 562 529;594 1 2
196605 552 1 926 926 2 6
196614 553 7 1030 1089;1185;1358;1174;914;614;878 1 2
196638 554 5 819 822;380;940;950;1005 2 6
197019 555 13 869 1191;507;847;1068;858;635;422;839;789;1024;802;961;1349 30 8
197060 556 4 595 310;496;920;654 104 1
