time jobId jobSize runtime tasks user peer
44852 169 157 879 843;478;684;535;1294;834;523;1562;856;1499;1190;1100;1095;1526;498;535;939;1195;598;1149;576;452;1155;823;782;1430;1155;397;1053;239;262;839;1438;480;1336;1327;487;1299;949;605;389;792;792;621;1330;478;1021;631;1535;610;1245;719;273;1164;894;308;1510;715;1526;1088;430;945;538;888;942;936;1402;361;453;435;1121;275;1367;748;1612;366;651;1033;63;656;522;1409;250;236;1688;759;1032;595;736;957;1418;547;807;180;827;591;905;771;1612;103;490;461;462;1599;861;982;1280;1489;932;494;1193;1076;491;792;1235;1120;1055;102;1536;893;857;1034;598;707;1346;855;947;1030;812;955;938;1204;1000;1527;835;647;1393;824;1356;841;286;683;1007;1318;1624;1654;1136;590;1473;257;686;100;869;938;599;919;736 21 6
44933 170 1 1256 1256 6 5
44971 171 6 824 902;795;1009;451;841;947 1 3
45293 172 1 439 439 19 6
45330 173 2 728 1120;337 236 4
45565 174 1 637 637 57 1
47631 175 8 1002 545;996;936;1219;655;1122;1644;895 124 8
47672 176 2 1524 1566;1481 1 3
47979 177 6 893 1515;1321;210;539;549;1225 3 2
48081 178 1 1465 1465 1 3
48173 179 11 914 632;1196;932;963;1003;458;1588;821;923;690;846 3 2
48211 180 2 812 598;1025 5 7
49583 181 3 1120 663;1129;1567 2 4
51817 182 19 1031 1182;1510;856;774;1445;1315;1036;828;1477;1168;862;877;530;1258;1158;1236;1006;765;314 4 9
52084 183 5 635 674;344;431;942;786 1 3
52090 184 2 1230 1245;1215 109 2
52145 185 2 1254 1384;1124 5 7
52213 186 3 973 584;783;1553 6 5
52269 187 3 574 566;275;882 1 3
52308 188 2 926 803;1050 1 3
52354 189 2 656 627;686 1 3
52603 190 5 881 1100;473;629;1142;1063 2 4
52778 191 20 835 720;775;1087;376;1009;1248;948;777;1012;667;964;580;1683;1510;745;556;247;1067;127;602 1 3
52797 192 4 954 1294;580;969;973 1 3
52899 193 9 990 665;993;1004;772;1037;1254;731;1167;1289 66 9
53300 194 2 1112 977;1247 12 6
54807 195 1 890 890 174 7
54882 196 2 916 767;1066 2 4
54998 197 2 681 699;663 1 3
55204 198 1 1291 1291 6 5
56149 199 3 495 376;468;641 1 3
56165 200 2 1168 1132;1205 2 4
56224 201 2 930 1408;453 37 6
56234 202 2 986 1425;548 1 3
56489 203 1 709 709 1 3
56529 204 2 805 626;984 224 9
57094 205 2 1410 1205;1614 2 4
58153 206 3 904 990;1142;581 1 3
58256 207 1 1593 1593 1 3
58960 208 3 689 146;841;1080 1 3
58991 209 5 1002 1232;1366;622;560;1229 3 2
59171 210 8 727 511;529;1088;1178;582;459;374;1093 2 4
59177 211 16 978 810;1042;797;1007;963;391;1514;557;891;1234;742;731;1095;1285;1333;1254 1 3
59262 212 7 951 781;1261;1185;921;1095;538;878 1 3
59528 213 5 806 644;732;965;334;1355 1 3
59572 214 11 720 657;1507;1169;653;375;633;217;677;682;1076;278 4 9
59780 215 3 849 631;1404;513 236 4
60024 216 2 544 639;449 1 3
60151 217 7 777 611;1497;846;418;216;993;855 1 3
60171 218 2 728 708;749 10 8
60180 219 8 1109 1422;1190;1305;414;1334;1098;1031;1075 3 2
60227 220 5 948 1028;830;658;784;1438 2 4
60248 221 2 1332 1543;1121 1 3
60968 222 4 1033 1300;545;918;1368 122 4
61007 223 23 929 770;867;1637;802;936;267;623;1115;1128;1152;64;1284;1232;126;634;786;941;1436;1015;918;1059;1480;1085 1 3
61055 224 2 1015 715;1315 3 2
61060 225 15 733 602;1228;284;1105;1056;258;701;775;1278;438;141;861;322;801;1138 7 4
61077 226 2 689 775;603 53 7
61128 227 4 1062 971;1253;768;1255 90 1
61137 228 17 766 890;772;776;1197;740;363;1201;950;831;209;340;593;1274;593;661;832;798 2 4
61151 229 2 771 710;832 164 1
61223 230 2 1098 1217;979 4 9
61352 231 2 983 858;1108 2 4
61668 232 2 621 950;292 2 4
61736 233 8 982 885;999;591;1121;1342;1176;986;756 1 3
61890 234 7 979 1016;786;621;1610;1101;823;895 215 2
61914 235 3 1030 941;1630;519 1 3
61950 236 2 967 1026;908 1 3
62005 237 6 935 788;1330;685;389;1147;1272 1 3
62034 238 18 980 1087;976;619;1578;652;937;741;1725;1306;1585;878;277;572;1085;1533;663;1220;206 1 3
63466 239 2 1152 1350;953 3 2
63499 240 2 660 870;449 1 3
63947 241 2 486 372;600 2 4
63965 242 6 670 440;764;1041;357;881;540 16 6
64006 243 5 1091 590;1463;1356;1289;755 33 1
64229 244 3 1117 842;802;1707 1 3
64297 245 15 725 537;153;745;640;1065;531;164;1091;352;1186;620;361;793;1575;1056 159 1
64703 246 2 463 690;236 1 3
64743 247 5 787 848;548;696;615;1227 1 3
64855 248 14 815 670;412;63;835;542;760;918;1393;503;1426;903;726;1342;923 56 9
65305 249 5 1190 1284;955;1030;1192;1491 4 9
65769 250 2 496 879;112 8 6
66025 251 5 952 1263;1072;1443;139;843 1 3
66326 252 16 1024 1362;1245;783;918;1221;845;1598;1092;1085;1222;1349;1194;661;953;405;456 18 8
68058 253 2 1176 1065;1287 1 3
68311 254 11 975 768;1406;224;783;462;1527;788;1418;1196;802;1353 1 3
68392 255 5 969 949;884;802;853;1357 1 3
69207 256 4 835 906;705;784;946 29 9
69291 257 6 992 1060;805;825;427;1103;1730 7 4
69300 258 2 715 791;639 8 6
69338 259 4 735 662;462;949;866 2 4
70266 260 3 730 843;202;1146 3 2
70276 261 6 742 753;424;1394;728;823;330 46 1
70471 262 7 1054 1567;1169;1209;1478;780;268;908 1 3
70525 263 5 1001 1136;1714;888;652;615 2 4
70680 264 2 856 1306;405 1 3
70734 265 3 970 1312;716;881 2 4
70801 266 2 548 397;698 330 8
71045 267 4 814 918;1366;856;118 9 9
71068 268 11 841 468;891;1248;568;907;702;820;940;514;670;1528 3 2
71815 269 4 896 882;957;1057;690 26 8
71969 270 1 993 993 14 6
72006 271 2 868 837;899 11 1
72042 272 14 962 1180;1086;1164;373;1253;742;651;1448;1376;1063;872;649;1360;255 44 9
73932 273 2 974 1024;924 14 6
74157 274 1 1161 1161 1 3
74237 275 4 553 755;174;1139;145 28 8
74290 276 5 1005 670;554;1526;1396;877 1 3
74613 277 23 850 1227;409;1373;1011;579;964;818;876;915;1467;1263;693;395;626;749;1126;535;354;1030;1084;986;926;152 1 3
75214 278 2 768 1090;447 3 2
78263 279 18 981 484;781;1216;616;1220;979;1414;879;1491;1084;501;1035;1182;481;1631;900;1155;611 25 7
79156 280 2 1117 1187;1047 1 3
79249 281 2 1075 1513;637 3 2
79328 282 7 850 969;833;316;1196;514;1220;905 1 3
80130 283 3 955 877;1093;896 1 3
80396 284 3 910 1088;544;1098 1 3
80496 285 3 868 881;972;750 6 5
80546 286 2 1129 600;1658 1 3
80772 287 42 869 1069;883;1293;623;65;862;1524;1126;736;819;784;1466;1210;852;1509;816;1150;191;989;1593;1081;508;631;749;784;523;152;910;952;704;917;535;971;428;746;1171;337;898;776;1654;700;804 224 9
81117 288 5 1034 1089;796;1150;1417;720 7 4
81132 289 1 1127 1127 3 2
83877 290 2 816 457;1174 2 4
91925 291 5 904 435;997;580;1284;1226 366 2
