time jobId jobSize runtime tasks user
29166 93 2 361 366;356 10
29384 94 5 552 489;389;418;740;726 2
29433 95 3 727 733;1122;327 7
29516 96 1 375 375 36
29526 97 3 1129 1251;1458;677 11
29780 98 4 502 703;380;567;359 1
30081 99 8 724 697;727;568;876;429;971;818;708 3
30123 100 5 787 963;814;1284;64;812 193
30160 101 5 484 819;635;232;547;189 1
30206 102 5 284 343;129;522;173;255 2
30342 103 3 455 523;547;295 3
30345 104 3 432 272;657;366 2
30492 105 3 900 441;1191;1069 83
30760 106 1 819 819 1
30899 107 1 448 448 4
30927 108 4 457 819;359;208;443 2
31239 109 10 545 441;409;833;245;1021;1022;268;162;411;636 2
31324 110 5 731 647;579;672;1219;540 199
31708 111 2 288 459;116 59
32200 112 4 702 414;732;862;799 2
32856 113 6 894 1134;1347;614;1233;755;284 14
33696 114 3 1068 1216;1305;682 11
33846 115 3 591 279;890;604 2
33856 116 9 736 243;728;846;332;494;813;1407;1016;747 56
33898 117 3 739 195;1299;724 1
33953 118 2 704 1138;271 2
34208 119 7 716 259;297;814;886;330;1228;1197 3
34425 120 2 741 730;752 17
34471 121 3 392 75;387;714 11
34503 122 11 663 503;860;784;745;271;596;1095;315;1011;301;808 1
34709 123 2 679 593;765 254
34716 124 4 448 751;262;608;171 3
35100 125 3 598 548;116;1129 20
35294 126 2 784 795;774 5
35315 127 4 386 829;115;361;239 1
35474 128 3 624 1055;225;592 11
35527 129 2 864 1091;638 14
35570 130 4 857 943;617;742;1126 2
35648 131 2 370 466;273 2
36119 132 3 788 413;586;1366 5
36295 133 12 457 1010;509;1170;212;264;774;269;226;252;268;131;403 5
36811 134 3 387 306;477;378 3
36945 135 1 629 629 1
37051 136 3 690 1353;81;635 1
37164 137 3 768 514;792;997 1
37270 138 2 878 470;1286 2
37337 139 6 850 152;1209;650;801;895;1392 2
37400 140 2 730 795;666 18
37617 141 1 370 370 7
37690 142 1 425 425 1
38060 143 2 1032 1238;827 2
38067 144 58 707 461;298;1168;543;894;674;524;1384;663;544;239;1321;702;905;689;786;859;146;1444;853;1481;1439;730;124;977;478;580;960;659;190;700;581;82;886;530;620;738;446;544;269;1252;594;816;1036;598;552;588;237;478;1003;1155;698;736;302;1099;1344;173;221 1
38131 145 3 709 637;1026;463 4
38286 146 4 582 849;390;846;241 2
38351 147 2 802 478;1126 12
38449 148 2 820 1061;580 1
38491 149 2 574 269;880 5
38516 150 1 927 927 2
38648 151 9 583 137;390;1175;67;1303;80;1133;693;272 11
38743 152 15 765 273;364;493;384;760;950;1118;1116;356;1298;434;1361;838;1246;483 1
39043 153 2 656 522;789 5
39217 154 3 491 730;325;419 1
39277 155 9 916 1140;1312;1283;316;757;891;758;855;936 18
39736 156 2 968 716;1221 1
39929 157 4 655 449;1066;745;361 47
39938 158 10 612 548;527;1205;781;423;237;531;898;727;243 196
39968 159 1 472 472 5
40130 160 15 653 1321;537;473;655;1294;268;500;1410;536;762;97;303;799;405;440 3
40555 161 2 458 273;643 2
40643 162 2 800 1083;517 2
40708 163 3 497 98;1139;255 1
40726 164 1 1151 1151 2
40900 165 3 1182 1260;1205;1081 51
40969 166 1 352 352 193
41144 167 5 447 635;135;657;357;451 57
41255 168 2 876 576;1177 3
41530 169 2 466 197;736 1
41769 170 2 440 120;761 35
41809 171 2 972 1267;678 104
42001 172 1 620 620 3
42093 173 13 729 229;458;656;1338;339;370;1428;860;541;1235;1000;699;319 3
42614 174 2 488 394;582 79
42626 175 8 660 939;466;392;801;265;1085;780;555 81
42751 176 8 465 159;1057;464;550;424;134;579;356 1
42830 177 4 806 779;929;432;1086 8
42852 178 1 75 75 2
42952 179 3 680 467;639;933 9
43167 180 6 858 1176;208;977;920;1072;795 1
43277 181 3 403 174;599;435 3
43309 182 8 714 276;520;1108;768;928;778;883;449 1
43355 183 3 664 606;1198;188 109
43374 184 5 463 1051;172;305;576;210 28
43505 185 2 496 109;882 4
44279 186 6 782 679;618;694;522;1093;1089 36
44406 187 3 561 540;467;675 3
44447 188 6 322 510;462;67;378;323;194 152
45458 189 20 667 544;100;946;310;1320;1423;375;1030;672;425;235;274;947;325;571;807;420;1294;372;955 53
45697 190 7 827 868;748;608;1230;941;80;1315 1
45780 191 5 656 281;1181;1096;611;113 1
45793 192 4 724 650;747;645;856 2
45926 193 3 626 578;935;364 1
45936 194 5 581 891;660;140;728;488 1
46107 195 1 308 308 133
46464 196 14 711 1321;904;699;575;851;847;413;616;399;816;644;923;749;197 1
46477 197 2 344 467;221 261
46774 198 3 806 765;846;806 3
46796 199 4 684 568;692;858;616 7
46799 200 3 611 279;616;938 28
47058 201 7 545 911;907;511;386;361;455;285 11
47069 202 1 575 575 1
47075 203 19 633 391;1311;250;837;1200;770;757;543;968;343;469;502;301;515;798;504;340;596;635 113
47142 204 34 657 977;1365;691;686;1422;211;361;1007;807;901;388;613;472;634;1111;319;513;937;396;494;670;369;127;982;424;687;294;1228;498;369;262;703;523;898 1
47670 205 10 524 680;681;861;326;296;452;874;209;721;145 1
47812 206 2 582 723;442 2
47832 207 4 819 886;723;241;1426 1
48146 208 3 580 864;195;681 14
48181 209 3 775 478;761;1087 2
48234 210 3 456 248;760;359 1
48337 211 2 833 684;982 18
48383 212 6 557 862;539;103;688;140;1008 1
48897 213 2 880 1003;756 73
49053 214 10 617 442;251;927;384;473;447;766;1354;765;365 122
49195 215 3 468 563;332;509 1
49199 216 7 712 575;669;927;265;535;938;1074 8
49250 217 2 430 628;231 5
49307 218 5 914 245;1039;709;1364;1213 1
49436 219 10 854 393;1206;1264;678;1347;915;513;656;605;968 2
49677 220 5 608 68;720;795;970;485 1
49723 221 4 458 566;506;400;360 55
49770 222 1 974 974 1
49843 223 2 411 369;453 3
51008 224 3 775 549;550;1226 339
51055 225 1 358 358 46
52017 226 2 678 535;821 172
52318 227 3 509 467;717;344 3
52458 228 18 638 352;610;934;942;99;434;76;609;926;941;512;1220;216;716;1285;535;352;720 8
52742 229 2 666 729;602 52
52828 230 7 564 772;398;772;133;771;827;274 1
52993 231 3 714 776;731;636 54
53178 232 11 771 1164;852;606;1192;695;1188;1000;402;574;327;477 6
53265 233 1 618 618 2
53461 234 1 491 491 3
53508 235 3 374 325;556;240 1
53513 236 2 525 936;114 73
53626 237 2 624 1181;66 1
53843 238 2 606 348;865 1
53878 239 2 604 322;887 6
54078 240 2 530 593;466 12
54214 241 2 872 900;844 1
54225 242 1 504 504 22
54620 243 4 634 929;541;880;184 2
54687 244 3 591 303;602;868 1
54711 245 2 370 522;219 14
54733 246 4 605 255;466;1208;490 2
54842 247 3 304 542;61;308 17
54881 248 6 690 853;784;478;854;554;616 256
54883 249 2 736 1055;416 13
54948 250 1 688 688 2
55446 251 3 497 219;1057;214 63
55576 252 6 632 615;1140;438;521;963;112 6
55673 253 2 854 734;975 2
55776 254 7 604 223;96;473;520;795;1021;1097 11
55854 255 1 413 413 111
55949 256 2 845 724;966 2
56098 257 2 906 721;1092 28
56106 258 2 662 323;1002 1
56286 259 3 546 566;633;438 285
56852 260 1 348 348 1
56925 261 4 634 1443;504;97;493 1
57035 262 2 142 80;204 33
57057 263 2 565 721;409 1
57390 264 5 591 576;484;301;818;775 180
57401 265 2 536 556;516 2
58239 266 3 362 63;466;557 1
58298 267 4 523 507;307;231;1046 3
58313 268 11 704 551;873;309;320;812;506;878;1270;382;507;1340 16
58408 269 2 639 887;391 3
58449 270 3 598 809;287;698 3
58544 271 7 599 485;953;806;228;625;691;404 13
59343 272 4 684 390;882;678;788 1
59353 273 12 888 1489;1361;1038;1256;374;1266;549;489;1382;879;234;343 2
59774 274 5 722 895;545;724;1049;395 1
59819 275 6 752 980;752;577;448;1186;568 1
59825 276 3 530 650;475;466 10
59868 277 3 809 924;997;506 9
60183 278 7 722 852;761;577;952;546;936;431 13
60193 279 4 1026 1427;1236;686;755 2
60292 280 1 1211 1211 1
60652 281 3 924 1006;375;1390 8
60722 282 5 683 501;431;718;335;1430 1
60743 283 9 778 1012;876;593;1259;863;1160;538;500;199 2
61368 284 11 614 1124;707;480;843;1124;931;348;188;487;427;98 264
61594 285 1 353 353 207
62722 286 14 729 359;908;712;750;812;996;554;640;642;1381;1143;307;207;800 1
66146 287 2 870 609;1131 12
66205 288 2 933 710;1156 31
66483 289 4 756 645;721;1039;619 1
66666 290 4 677 220;747;1011;731 1
68696 291 7 717 820;1008;368;1248;490;448;637 121
68844 292 3 842 1051;726;750 1
69169 293 14 566 560;497;503;793;726;697;777;463;1159;346;939;158;98;215 3
69280 294 5 730 334;527;1445;743;600 321
72061 295 1 378 378 4
72085 296 4 703 654;507;674;976 14
72361 297 3 901 680;1214;808 299
73017 298 8 534 1348;811;552;93;718;334;249;166 3
73089 299 1 563 563 12
73148 300 5 517 348;486;577;769;403 2
76026 301 51 630 530;549;629;559;1163;317;684;431;1047;228;584;229;392;140;940;391;1290;799;129;781;825;437;370;694;770;540;129;930;812;873;591;932;660;797;791;988;1003;553;566;266;539;607;1006;316;661;341;572;718;977;273;761 6
76465 302 4 698 1150;674;337;629 7
78567 303 2 641 842;440 164
78903 304 1 216 216 4
79353 305 3 390 641;365;165 1
79608 306 3 512 364;1015;158 1
79816 307 9 558 315;764;975;1150;102;287;322;501;606 1
79858 308 3 648 504;538;901 6
79879 309 2 412 636;187 1
79948 310 2 819 897;741 10
80506 311 2 584 349;819 2
81282 312 5 411 217;297;606;613;323 38
81407 313 20 664 401;797;721;1118;840;106;930;950;674;236;1069;794;703;411;321;182;631;544;498;1358 1
81652 314 1 167 167 2
82162 315 1 855 855 1
82506 316 2 334 255;414 1
83648 317 3 592 439;668;668 42
84117 318 4 494 647;725;367;235 5
84295 319 2 732 709;756 38
84315 320 4 658 384;913;1130;203 2
84363 321 3 879 1253;1202;181 22
87240 322 4 585 286;1087;470;498 98
87932 323 10 579 759;168;382;818;457;128;748;539;566;1229 1
88249 324 2 648 767;530 267
88519 325 3 912 1315;855;565 12
89176 326 2 960 722;1198 26
90165 327 1 1026 1026 2
90523 328 2 600 528;671 8
96480 329 1 1122 1122 10
96610 330 2 614 646;582 4
97540 331 4 710 540;708;835;755 2
101633 332 9 593 350;637;895;621;438;358;1165;402;471 32
102065 333 3 458 377;572;426 88
119246 334 2 802 475;1128 22
119522 335 3 594 353;703;727 6
119602 336 35 632 530;882;726;1380;1188;95;836;326;590;127;292;683;797;302;1262;613;386;693;370;824;208;442;304;897;1265;704;616;616;253;500;998;357;960;290;807 9
119887 337 2 930 557;1302 3
120216 338 14 686 773;589;1425;797;611;577;1096;558;639;260;408;1149;319;402 3
120234 339 3 721 1465;354;343 19
121005 340 5 751 1219;923;379;768;467 6
121039 341 7 782 1193;970;291;88;1059;1431;444 121
121479 342 6 557 618;824;525;589;384;400 1
121509 343 2 1058 1020;1097 23
121593 344 2 572 971;172 1
121638 345 12 631 841;833;998;522;606;859;281;913;237;689;439;355 16
121661 346 4 618 350;498;1108;517 82
121664 347 20 702 592;666;582;985;1227;995;645;506;210;529;785;1007;796;740;620;149;765;307;900;1044 1
121686 348 1 781 781 2
121691 349 2 781 530;1032 6
121716 350 4 990 1292;896;1117;656 2
121720 351 4 564 1056;100;947;153 289
121775 352 3 553 1017;390;253 79
121884 353 2 618 361;876 1
121912 354 4 511 1259;148;408;230 1
121935 355 2 965 711;1219 6
121966 356 3 456 861;177;331 10
122098 357 1 549 549 2
122107 358 7 742 456;938;807;400;674;909;1009 5
122242 359 5 595 1022;263;154;567;970 36
122290 360 4 972 955;1198;1086;647 21
122294 361 3 545 1195;123;318 2
122529 362 1 875 875 7
122794 363 2 772 1428;115 3
122809 364 5 593 444;714;1004;708;97 103
122825 365 2 591 580;602 1
123620 366 9 447 761;262;339;94;560;1240;234;169;368 2
123688 367 3 687 403;413;1246 4
123708 368 3 639 782;391;743 1
123793 369 4 882 658;762;908;1201 3
123868 370 4 552 616;325;786;479 2
124233 371 2 507 62;952 8
124784 372 3 957 1207;1264;400 38
125398 373 7 696 437;890;530;572;337;1331;773 6
125649 374 12 799 838;549;957;935;1243;682;695;925;1186;382;956;238 2
125835 375 29 658 866;448;480;659;222;341;115;731;489;402;573;1184;637;1494;975;531;397;103;1109;232;220;885;812;512;927;1389;429;1292;638 2
125895 376 6 307 358;320;465;141;176;380 1
126017 377 4 549 656;639;525;377 14
126713 378 2 921 915;927 47
126737 379 1 365 365 74
126758 380 6 770 436;1458;68;1330;645;682 75
126962 381 2 497 92;902 12
127292 382 13 741 1252;840;923;693;1024;960;815;788;777;822;70;149;521 2
127452 383 12 763 853;812;601;793;429;1228;555;608;685;1108;491;988 5
127616 384 3 380 204;840;96 3
128453 385 3 744 878;694;660 2
128537 386 5 512 333;724;316;994;195 4
128682 387 6 523 799;501;449;413;424;553 7
128859 388 6 464 335;114;476;505;636;716 96
128981 389 3 719 1241;153;762 3
129004 390 4 724 766;961;537;631 10
129060 391 8 599 969;662;70;585;492;629;524;859 2
130476 392 2 466 280;653 5
131114 393 3 462 318;372;695 85
131175 394 3 821 1201;527;736 1
131188 395 4 411 495;111;585;453 2
131231 396 3 567 362;814;524 2
131326 397 1 1066 1066 15
131358 398 2 510 378;643 1
131364 399 4 902 918;1307;583;798 2
131404 400 1 1121 1121 1
131426 401 5 880 479;957;597;1000;1367 1
131553 402 3 700 707;921;471 2
131623 403 4 698 1000;448;621;723 1
131743 404 2 462 582;342 59
131758 405 8 650 297;530;1288;744;932;93;553;765 22
131800 406 5 568 551;426;731;479;655 19
131836 407 1 771 771 198
132012 408 1 553 553 7
132404 409 4 824 1405;1087;353;450 1
132544 410 4 650 493;603;852;654 1
132729 411 4 677 160;1402;488;657 1
132767 412 2 752 784;721 1
132811 413 7 641 423;1190;73;1024;474;915;391 1
132876 414 1 453 453 22
133061 415 1 369 369 29
133532 416 3 492 569;181;725 1
133534 417 6 612 617;1117;460;602;515;360 3
133609 418 2 957 1377;537 1
133649 419 2 396 671;121 1
133767 420 3 591 340;692;741 31
133997 421 11 736 1006;725;843;1226;259;623;1003;119;791;1165;335 2
134110 422 3 1070 979;1009;1221 7
134308 423 3 599 708;271;819 158
135982 424 2 825 504;1146 1
136005 425 5 564 384;991;777;356;314 6
136032 426 37 745 565;396;917;863;1445;78;699;345;1021;771;881;500;1039;634;637;624;805;347;857;848;464;110;998;404;983;830;943;1290;497;1406;635;1149;933;1102;106;523;934 1
136929 427 2 876 546;1205 1
137188 428 38 639 199;597;693;316;154;1077;516;589;355;927;978;121;729;246;368;1250;290;333;1195;966;151;1203;223;562;1037;750;1232;388;1427;1210;214;1197;159;97;1149;461;266;668 1
137206 429 3 505 508;381;627 15
137212 430 3 650 734;813;402 6
137339 431 9 693 332;543;789;659;549;499;843;661;1359 1
137397 432 2 837 796;878 4
137598 433 2 662 702;622 1
137624 434 3 446 79;330;929 14
137656 435 3 422 111;564;590 2
137801 436 15 452 456;352;651;63;1080;728;609;303;487;91;235;540;528;253;398 8
137842 437 4 716 1039;998;613;215 11
137895 438 2 982 1299;665 35
138055 439 9 701 114;1375;447;1105;391;953;450;814;664 1
138173 440 1 816 816 14
138268 441 2 548 623;473 1
138306 442 2 999 1450;548 344
138388 443 3 639 1324;232;362 231
138464 444 20 707 643;103;788;190;780;753;1092;735;1138;690;182;924;700;847;561;968;524;1044;867;607 44
138724 445 3 836 645;1149;713 1
138760 446 1 197 197 4
138886 447 2 500 470;530 1
138913 448 5 675 786;442;630;274;1245 11
138928 449 2 589 432;746 22
139113 450 3 726 1287;116;775 1
139229 451 4 852 489;1098;1067;754 123
139444 452 15 779 979;898;1051;697;562;824;645;824;263;607;1347;504;897;1145;446 4
139519 453 2 794 384;1203 36
139752 454 11 791 1032;789;906;1016;1044;505;745;942;554;423;750 130
139786 455 2 606 388;823 146
139802 456 3 581 126;698;920 2
139897 457 7 419 191;95;449;448;652;325;771 6
139947 458 2 577 571;583 9
140164 459 4 696 854;647;808;476 4
140777 460 4 828 1036;410;871;996 7
140934 461 2 222 231;213 3
141120 462 4 642 1362;150;928;126 1
141378 463 1 546 546 7
142136 464 3 668 908;446;649 4
142337 465 5 747 1036;764;831;398;707 61
142647 466 2 670 469;871 3
142695 467 5 707 1034;652;672;870;305 1
143169 468 4 707 651;537;765;874 2
143259 469 2 810 422;1198 45
143525 470 5 461 477;612;192;665;359 63
143682 471 2 288 145;431 3
143989 472 4 719 377;1200;597;701 21
144009 473 2 492 710;275 1
144102 474 28 664 1015;679;99;755;433;197;647;1071;228;998;911;447;571;834;252;179;1305;460;1077;597;860;585;506;222;1138;1255;213;1061 149
144127 475 5 644 708;870;536;651;455 11
144966 476 19 547 706;176;130;462;450;1023;413;161;500;933;606;834;735;295;754;1019;149;597;447 1
145014 477 2 392 464;321 1
145236 478 3 800 1081;707;611 9
145263 479 2 400 542;258 1
145359 480 2 949 1428;470 13
145412 481 5 578 787;184;851;391;678 30
145858 482 1 549 549 11
146015 483 11 540 129;437;475;386;807;709;541;832;550;513;562 1
146257 484 6 752 554;859;369;1208;371;1154 2
147494 485 11 632 298;445;362;607;169;948;1393;810;144;1011;766 4
147668 486 4 571 912;736;269;367 3
147759 487 2 581 450;712 3
148320 488 2 778 516;1039 6
148421 489 3 650 899;624;428 2
148429 490 12 614 872;678;116;256;341;579;805;1325;200;586;477;1139 2
148763 491 3 1060 742;1030;1407 3
149851 492 1 871 871 5
150161 493 2 822 479;1166 10
150508 494 2 554 898;209 3
152335 495 4 602 134;688;501;1083 1
152721 496 18 731 263;435;377;667;1193;597;535;1023;463;1352;908;1219;454;1047;302;603;1267;459 17
152743 497 2 918 623;1212 1
152855 498 9 540 754;486;834;411;575;528;581;283;412 1
152892 499 1 610 610 9
152928 500 1 896 896 51
153454 501 9 805 1242;1119;1135;580;1013;1084;329;192;552 4
154845 502 3 467 96;586;720 115
154860 503 4 762 994;519;294;1242 36
155312 504 3 897 1448;966;276 1
155370 505 26 615 328;996;761;88;1216;1235;720;886;695;855;141;887;689;95;447;146;454;582;286;909;926;594;679;543;637;197 2
155922 506 3 493 768;113;599 135
156808 507 2 297 324;270 1
157673 508 2 436 669;203 1
157701 509 13 541 98;389;516;1070;318;231;508;499;670;362;584;1098;693 2
158093 510 4 851 845;170;1048;1342 1
158343 511 11 580 246;983;477;517;279;848;125;742;692;843;626 1
158567 512 2 864 786;941 7
158656 513 22 730 1196;130;545;543;629;748;423;460;412;919;412;1297;947;1055;569;116;1283;1335;766;874;348;1042 27
158920 514 4 534 1035;653;139;311 4
158941 515 1 680 680 194
159565 516 2 893 460;1326 4
160227 517 6 505 911;468;62;866;363;358 2
162264 518 4 660 769;783;664;426 3
162406 519 13 713 88;1097;472;885;1203;219;936;1174;779;1035;291;475;619 3
162478 520 7 843 1162;305;1235;638;587;872;1103 3
162873 521 1 1088 1088 2
162953 522 4 579 1041;526;574;175 32
163504 523 5 818 837;160;1159;895;1041 12
164440 524 4 568 400;1002;463;407 1
164652 525 32 644 532;634;976;753;843;352;760;561;417;1034;711;480;199;818;379;782;785;1372;542;878;622;770;315;473;416;967;379;611;430;904;642;275 1
166459 526 10 560 779;513;733;1025;496;582;387;286;571;229 263
166927 527 2 490 557;423 27
172489 528 2 712 511;912 1
172929 529 6 900 204;1175;595;1091;1342;994 305
173126 530 2 908 342;1474 1
173745 531 6 812 789;1235;1409;484;553;404 3
174267 532 2 874 944;804 19
180141 533 4 460 556;1081;122;82 1
180703 534 3 291 105;336;433 49
193122 535 2 409 239;579 1
193343 536 4 950 867;804;1149;980 4
193408 537 8 876 1466;513;873;372;1309;1179;589;707 230
193457 538 13 654 369;1133;341;348;793;100;1307;593;1410;335;844;844;89 4
193491 539 8 677 1075;1384;842;293;1146;192;314;170 2
193506 540 3 495 875;419;190 76
193527 541 3 929 661;1107;1020 1
193855 542 2 1070 963;1178 1
193898 543 1 945 945 70
193970 544 2 1046 1024;1069 2
194286 545 4 778 1081;653;685;695 4
194460 546 1 777 777 1
194477 547 2 547 302;792 1
196355 548 3 765 815;1148;333 1
196734 549 3 894 1078;843;762 2
197512 550 3 640 105;1265;550 2
197532 551 3 312 159;629;149 1
197668 552 2 808 774;842 311
198823 553 5 861 785;524;1363;817;818 1
201187 554 2 425 454;396 1
201279 555 3 965 397;1422;1076 1
201301 556 6 882 857;838;819;1109;902;766 13
201335 557 2 441 73;809 18
201477 558 3 377 275;554;301 198
201526 559 10 639 1453;134;718;1284;65;931;389;300;588;525 3
201548 560 2 1035 1160;910 1
201625 561 10 721 600;1109;669;1038;760;525;363;1086;321;742 1
201692 562 8 723 192;838;712;1120;761;800;527;831 1
201981 563 1 725 725 3
201999 564 3 411 323;368;543 3
202139 565 3 681 518;740;784 20
202180 566 5 757 813;381;1069;655;868 4
203195 567 8 770 1497;1275;283;815;767;395;858;271 1
203378 568 4 807 868;108;804;1447 5
203587 569 2 682 712;651 10
203614 570 6 479 499;814;311;307;322;620 1
203746 571 1 1392 1392 1
203916 572 6 603 408;570;305;664;470;1203 10
203934 573 2 774 999;548 289
204065 574 2 1015 1087;943 4
204154 575 6 618 607;648;959;151;1092;254 3
204477 576 12 434 469;355;643;313;61;129;731;378;540;1065;215;305 8
204831 577 5 659 607;762;666;793;465 1
204904 578 12 613 978;614;752;565;465;565;254;475;1238;583;414;455 4
204926 579 11 697 959;354;811;252;1390;215;1289;135;163;752;1352 1
205000 580 2 886 385;1387 50
205031 581 29 723 624;1085;479;333;1223;1174;930;397;551;1147;880;233;454;569;1120;402;824;836;576;915;648;757;1464;672;435;1069;150;514;515 1
205080 582 1 665 665 206
205163 583 2 692 644;741 4
205208 584 13 437 557;546;100;400;216;423;1159;220;167;341;273;321;952 9
205213 585 2 480 610;351 19
206631 586 6 519 445;259;875;491;244;800 37
207037 587 4 566 594;681;281;710 4
207052 588 3 787 1120;1042;199 3
207113 589 5 548 670;620;102;601;747 1
207217 590 2 900 838;962 10
207277 591 5 571 1069;856;141;98;691 1
207925 592 2 428 352;503 1
208139 593 2 874 1005;743 1
208146 594 4 654 634;148;1237;597 1
208258 595 4 788 662;912;965;614 15
208373 596 2 754 385;1122 25
208410 597 11 802 323;608;647;1170;326;1463;483;747;796;857;1401 2
208429 598 3 692 1013;745;317 4
208467 599 2 954 679;1229 57
208510 600 2 482 563;402 1
208575 601 3 798 97;1229;1068 5
208606 602 3 788 919;1106;338 4
208618 603 4 514 468;475;156;956 1
208640 604 2 584 870;298 5
208677 605 2 488 93;882 12
208895 606 17 663 1058;1240;81;748;1024;473;347;941;468;280;860;1093;720;708;258;756;211 1
209006 607 2 650 624;677 2
209094 608 5 435 931;259;88;657;241 1
209101 609 5 868 776;663;1034;712;1153 1
209417 610 2 619 1020;218 190
209732 611 4 636 123;842;1254;326 2
209780 612 2 304 366;242 4
210082 613 32 673 909;687;1173;662;738;857;680;635;669;192;807;1091;358;839;503;784;164;926;1068;1018;493;518;593;588;835;261;575;575;644;427;445;812 2
210105 614 1 798 798 1
210219 615 7 761 361;649;1262;336;1249;1057;411 9
210273 616 7 777 396;865;1042;573;1191;602;767 5
210688 617 3 898 1403;769;522 113
210841 618 1 538 538 5
211031 619 8 700 481;289;1154;965;468;1414;481;347 7
211112 620 3 645 425;732;778 35
211196 621 3 801 976;1095;332 34
211225 622 14 481 679;103;206;305;450;1002;684;448;108;644;151;971;296;686 3
211765 623 1 829 829 2
211800 624 4 797 1026;894;375;894 56
211944 625 13 783 541;839;964;1351;562;1214;773;373;417;302;1068;803;976 2
212076 626 1 741 741 285
212151 627 5 536 906;327;509;682;258 41
212612 628 6 608 402;648;843;627;732;396 2
212659 629 2 1018 933;1103 1
212947 630 3 590 907;142;721 3
213065 631 1 484 484 2
213132 632 1 463 463 6
213193 633 4 608 311;411;1081;631 2
213232 634 16 545 603;639;643;503;816;697;62;387;292;91;474;217;1217;739;371;971 2
