taskId time jobId jobSize runtime user peer
    1    358    1    1    93  47 14
  214   1154    4   17   804   3 32
  215   1154    4   17  1967   3 32
  216   1154    4   17  1659   3 32
  217   1154    4   17  1341   3 32
  218   1154    4   17   645   3 32
  219   1154    4   17  1322   3 32
  220   1154    4   17  1527   3 32
  221   1154    4   17  1449   3 32
  222   1154    4   17  1612   3 32
  223   1154    4   17  3942   3 32
  224   1154    4   17   454   3 32
  225   1154    4   17  1309   3 32
  226   1154    4   17  2462   3 32
  227   1154    4   17  1467   3 32
  228   1154    4   17    43   3 32
  229   4463    5    1    36 249 12
  230   4664    6   11   726 205 18
  231   4664    6   11  1404 205 18
  232   4664    6   11  2679 205 18
  233   4664    6   11  3158 205 18
  234   4664    6   11  1445 205 18
  235   4664    6   11   652 205 18
  236   4664    6   11  1768 205 18
  237   4664    6   11   486 205 18
  238   4664    6   11   841 205 18
  239   4664    6   11  4495 205 18
  240   4664    6   11   909 205 18
  241   7549    7   46  1534   1  8
  242   7549    7   46  2224   1  8
  243   7549    7   46   375   1  8
  244   7549    7   46  1741   1  8
  245   7549    7   46  1764   1  8
  246   7549    7   46   446   1  8
  247   7549    7   46  1278   1  8
  248   7549    7   46  2396   1  8
  249   7549    7   46  1491   1  8
  250   7549    7   46  2278   1  8
  251   7549    7   46  2468   1  8
  252   7549    7   46  6795   1  8
  253   7549    7   46   554   1  8
  254   7549    7   46  2476   1  8
  255   7549    7   46   998   1  8
  256   7549    7   46  1673   1  8
  257   7549    7   46  2398   1  8
  258   7549    7   46  1812   1  8
  259   7549    7   46  2699   1  8
  260   7549    7   46   400   1  8
  261   7549    7   46  2122   1  8
  262   7549    7   46  3486   1  8
  263   7549    7   46  5058   1  8
  264   7549    7   46  1485   1  8
  265   7549    7   46  1075   1  8
  266   7549    7   46  1915   1  8
  267   7549    7   46  1074   1  8
  268   7549    7   46  2586   1  8
  269   7549    7   46   187   1  8
  270   7549    7   46  2254   1  8
  271   7549    7   46  7057   1  8
  272   7549    7   46  3838   1  8
  273   7549    7   46  1352   1  8
  274   7549    7   46  1340   1  8
  275   7549    7   46  3377   1  8
  276   7549    7   46  1928   1  8
  277   7549    7   46  4182   1  8
  278   7549    7   46  1347   1  8
  279   7549    7   46  1762   1  8
  280   7549    7   46   906   1  8
  281   7549    7   46  1282   1  8
  282   7549    7   46  1478   1  8
  283   7549    7   46  9682   1  8
  284   7549    7   46  2146   1  8
  285   7549    7   46  4409   1  8
  286   7549    7   46  3031   1  8
  287   9427    8    1   300   4 41
  288  12220    9    1  1473  36 18
  289  15176   10   17   806   1  8
  290  15176   10   17   644   1  8
  291  15176   10   17  5939   1  8
  292  15176   10   17   882   1  8
  293  15176   10   17  1571   1  8
  294  15176   10   17  2573   1  8
  295  15176   10   17  1239   1  8
  296  15176   10   17   651   1  8
  297  15176   10   17  1011   1  8
  298  15176   10   17  1842   1  8
  299  15176   10   17  1348   1  8
  300  15176   10   17   618   1  8
  301  15176   10   17  3600   1  8
  302  15176   10   17  8732   1  8
  303  15176   10   17   873   1  8
  304  15176   10   17   433   1  8
  305  15176   10   17  3639   1  8
  306  15345   11   65  3150  15 11
  307  15345   11   65  2026  15 11
  308  15345   11   65  2052  15 11
  309  15345   11   65  6475  15 11
  310  15345   11   65  1322  15 11
  311  15345   11   65  1607  15 11
  312  15345   11   65   955  15 11
  313  15345   11   65  1300  15 11
  314  15345   11   65  1418  15 11
  315  15345   11   65  8734  15 11
  316  15345   11   65   919  15 11
  317  15345   11   65   471  15 11
  318  15345   11   65   392  15 11
  319  15345   11   65  2150  15 11
  320  15345   11   65   367  15 11
  321  15345   11   65  1481  15 11
  322  15345   11   65  1048  15 11
  323  15345   11   65  2262  15 11
  324  15345   11   65  2940  15 11
  325  15345   11   65  3215  15 11
  326  15345   11   65  1456  15 11
  327  15345   11   65  1575  15 11
  328  15345   11   65  1382  15 11
  329  15345   11   65   927  15 11
  330  15345   11   65  1485  15 11
  331  15345   11   65  1170  15 11
  332  15345   11   65   441  15 11
  333  15345   11   65   711  15 11
  334  15345   11   65  7929  15 11
  335  15345   11   65  6935  15 11
  336  15345   11   65  1890  15 11
  337  15345   11   65   857  15 11
  338  15345   11   65  2344  15 11
  339  15345   11   65  1136  15 11
  340  15345   11   65  3050  15 11
  341  15345   11   65   336  15 11
  342  15345   11   65  1573  15 11
  343  15345   11   65  5438  15 11
  344  15345   11   65  1964  15 11
  345  15345   11   65   587  15 11
  346  15345   11   65  3879  15 11
  347  15345   11   65   587  15 11
  348  15345   11   65  2269  15 11
  349  15345   11   65  1219  15 11
  350  15345   11   65  2056  15 11
  351  15345   11   65  1048  15 11
  352  15345   11   65  2464  15 11
  353  15345   11   65  3285  15 11
  354  15345   11   65  4615  15 11
  355  15345   11   65  4719  15 11
  356  15345   11   65   937  15 11
  357  15345   11   65  1510  15 11
  358  15345   11   65   733  15 11
  359  15345   11   65  1405  15 11
  360  15345   11   65  1348  15 11
  361  15345   11   65   942  15 11
  362  15345   11   65  4240  15 11
  363  15345   11   65  1137  15 11
  364  15345   11   65  1236  15 11
  365  15345   11   65  3355  15 11
  366  15345   11   65  1229  15 11
  367  15345   11   65  1233  15 11
  368  15345   11   65  1357  15 11
  369  15345   11   65   758  15 11
  370  15345   11   65   310  15 11
  371  17833   12    1   117   1  8
  372  19275   13    1   497  27 34
  373  19515   14    9  2238   1  8
  374  19515   14    9  5845   1  8
  375  19515   14    9  1953   1  8
  376  19515   14    9  1502   1  8
  377  19515   14    9  1722   1  8
  378  19515   14    9  3040   1  8
  379  19515   14    9   791   1  8
  380  19515   14    9  1276   1  8
  381  19515   14    9   282   1  8
  382  19580   15   96  1555   1  8
  383  19580   15   96  5210   1  8
  384  19580   15   96  4636   1  8
  385  19580   15   96   930   1  8
  386  19580   15   96   926   1  8
  387  19580   15   96  2227   1  8
  388  19580   15   96   422   1  8
  389  19580   15   96  1483   1  8
  390  19580   15   96  4253   1  8
  391  19580   15   96  1098   1  8
  392  19580   15   96   587   1  8
  393  19580   15   96  1928   1  8
  394  19580   15   96   948   1  8
  395  19580   15   96  2258   1  8
  396  19580   15   96  4615   1  8
  397  19580   15   96  6418   1  8
  398  19580   15   96  3117   1  8
  399  19580   15   96  6791   1  8
  400  19580   15   96  1041   1  8
  401  19580   15   96  3014   1  8
  402  19580   15   96   767   1  8
  403  19580   15   96  1936   1  8
  404  19580   15   96   748   1  8
  405  19580   15   96  2888   1  8
  406  19580   15   96  4309   1  8
  407  19580   15   96  2538   1  8
  408  19580   15   96  2303   1  8
  409  19580   15   96  1116   1  8
  410  19580   15   96   805   1  8
  411  19580   15   96  2173   1  8
  412  19580   15   96  1769   1  8
  413  19580   15   96  2373   1  8
  414  19580   15   96  2269   1  8
  415  19580   15   96   398   1  8
  416  19580   15   96   659   1  8
  417  19580   15   96  1805   1  8
  418  19580   15   96  2337   1  8
  419  19580   15   96  1632   1  8
  420  19580   15   96  2360   1  8
  421  19580   15   96  1016   1  8
  422  19580   15   96  1550   1  8
  423  19580   15   96  1137   1  8
  424  19580   15   96  1216   1  8
  425  19580   15   96 13904   1  8
  426  19580   15   96  2287   1  8
  427  19580   15   96  3970   1  8
  428  19580   15   96  2528   1  8
  429  19580   15   96  2762   1  8
  430  19580   15   96   889   1  8
  431  19580   15   96   462   1  8
  432  19580   15   96  2849   1  8
  433  19580   15   96  1130   1  8
  434  19580   15   96  2995   1  8
  435  19580   15   96   955   1  8
  436  19580   15   96   531   1  8
  437  19580   15   96  2155   1  8
  438  19580   15   96   876   1  8
  439  19580   15   96   801   1  8
  440  19580   15   96   399   1  8
  441  19580   15   96   808   1  8
  442  19580   15   96   588   1  8
  443  19580   15   96  2715   1  8
  444  19580   15   96  2824   1  8
  445  19580   15   96  2530   1  8
  446  19580   15   96  3251   1  8
  447  19580   15   96  2756   1  8
  448  19580   15   96  2460   1  8
  449  19580   15   96  1559   1  8
  450  19580   15   96  3342   1  8
  451  19580   15   96  1650   1  8
  452  19580   15   96  1816   1  8
  453  19580   15   96  1817   1  8
  454  19580   15   96  1817   1  8
  455  19580   15   96   925   1  8
  456  19580   15   96  1039   1  8
  457  19580   15   96  3967   1  8
  458  19580   15   96  1063   1  8
  459  19580   15   96  2197   1  8
  460  19580   15   96  1377   1  8
  461  19580   15   96  3915   1  8
  462  19580   15   96  1902   1  8
  463  19580   15   96  1264   1  8
  464  19580   15   96   702   1  8
  465  19580   15   96  1142   1  8
  466  19580   15   96   555   1  8
  467  19580   15   96   348   1  8
  468  19580   15   96   586   1  8
  469  19580   15   96  1386   1  8
  470  19580   15   96  4021   1  8
  471  19580   15   96   898   1  8
  472  19580   15   96  2476   1  8
  473  19580   15   96  2618   1  8
  474  19580   15   96   478   1  8
  475  19580   15   96  4369   1  8
  476  19580   15   96   635   1  8
  477  19580   15   96  1149   1  8
  478  19861   16  152  1533   1  8
  479  19861   16  152   492   1  8
  480  19861   16  152  1720   1  8
  481  19861   16  152  1289   1  8
  482  19861   16  152  1795   1  8
  483  19861   16  152   955   1  8
  484  19861   16  152  1302   1  8
  485  19861   16  152  1369   1  8
  486  19861   16  152  2191   1  8
  487  19861   16  152  2253   1  8
  488  19861   16  152   914   1  8
  489  19861   16  152  1814   1  8
  490  19861   16  152   959   1  8
  491  19861   16  152   835   1  8
  492  19861   16  152   973   1  8
  493  19861   16  152   439   1  8
  494  19861   16  152  2499   1  8
  495  19861   16  152  2072   1  8
  496  19861   16  152   614   1  8
  497  19861   16  152  1241   1  8
  498  19861   16  152  1624   1  8
  499  19861   16  152  3083   1  8
  500  19861   16  152  1306   1  8
  501  19861   16  152 23043   1  8
  502  19861   16  152  1297   1  8
  503  19861   16  152   942   1  8
  504  19861   16  152   619   1  8
  505  19861   16  152  1738   1  8
  506  19861   16  152  1493   1  8
  507  19861   16  152   874   1  8
  508  19861   16  152  2081   1  8
  509  19861   16  152   359   1  8
  510  19861   16  152  1232   1  8
  511  19861   16  152   544   1  8
  512  19861   16  152  1935   1  8
  513  19861   16  152  4413   1  8
  514  19861   16  152  2634   1  8
  515  19861   16  152  3611   1  8
  516  19861   16  152  1262   1  8
  517  19861   16  152   817   1  8
  518  19861   16  152   384   1  8
  519  19861   16  152   388   1  8
  520  19861   16  152   850   1  8
  521  19861   16  152   575   1  8
  522  19861   16  152  1230   1  8
  523  19861   16  152  1863   1  8
  524  19861   16  152  4508   1  8
  525  19861   16  152  5536   1  8
  526  19861   16  152  2258   1  8
  527  19861   16  152  2623   1  8
  528  19861   16  152  5154   1  8
  529  19861   16  152   750   1  8
  530  19861   16  152  2503   1  8
  531  19861   16  152  2357   1  8
  532  19861   16  152 10210   1  8
  533  19861   16  152   869   1  8
  534  19861   16  152  5847   1  8
  535  19861   16  152  1398   1  8
  536  19861   16  152  1481   1  8
  537  19861   16  152   998   1  8
  538  19861   16  152  3450   1  8
  539  19861   16  152   658   1  8
  540  19861   16  152  4675   1  8
  541  19861   16  152  1792   1  8
  542  19861   16  152   845   1  8
  543  19861   16  152  2016   1  8
  544  19861   16  152  3963   1  8
  545  19861   16  152   877   1  8
  546  19861   16  152  1257   1  8
  547  19861   16  152  3058   1  8
  548  19861   16  152  2244   1  8
  549  19861   16  152   698   1  8
  550  19861   16  152  1137   1  8
  551  19861   16  152  1036   1  8
  552  19861   16  152  2122   1  8
  553  19861   16  152  1500   1  8
  554  19861   16  152  2245   1  8
  555  19861   16  152  1405   1  8
  556  19861   16  152   863   1  8
  557  19861   16  152  2476   1  8
  558  19861   16  152  2022   1  8
  559  19861   16  152  1255   1  8
  560  19861   16  152   443   1  8
  561  19861   16  152  2017   1  8
  562  19861   16  152  5444   1  8
  563  19861   16  152  1870   1  8
  564  19861   16  152   904   1  8
  565  19861   16  152  2722   1  8
  566  19861   16  152   344   1  8
  567  19861   16  152   991   1  8
  568  19861   16  152  3147   1  8
  569  19861   16  152   915   1  8
  570  19861   16  152   306   1  8
  571  19861   16  152  1817   1  8
  572  19861   16  152  4826   1  8
  573  19861   16  152  7179   1  8
  574  19861   16  152   249   1  8
  575  19861   16  152   856   1  8
  576  19861   16  152  1136   1  8
  577  19861   16  152   677   1  8
  578  19861   16  152   457   1  8
  579  19861   16  152  7382   1  8
  580  19861   16  152  2818   1  8
  581  19861   16  152  1902   1  8
  582  19861   16  152  1131   1  8
  583  19861   16  152  2027   1  8
  584  19861   16  152   574   1  8
  585  19861   16  152   432   1  8
  586  19861   16  152  1561   1  8
  587  19861   16  152  1847   1  8
  588  19861   16  152   815   1  8
  589  19861   16  152  1816   1  8
  590  19861   16  152  2305   1  8
  591  19861   16  152  2065   1  8
  592  19861   16  152  1761   1  8
  593  19861   16  152  3804   1  8
  594  19861   16  152  1327   1  8
  595  19861   16  152  1124   1  8
  596  19861   16  152  1249   1  8
  597  19861   16  152  3289   1  8
  598  19861   16  152   742   1  8
  599  19861   16  152   315   1  8
  600  19861   16  152  1866   1  8
  601  19861   16  152  1821   1  8
  602  19861   16  152   759   1  8
  603  19861   16  152  1261   1  8
  604  19861   16  152   947   1  8
  605  19861   16  152  1143   1  8
  606  19861   16  152   988   1  8
  607  19861   16  152   977   1  8
  608  19861   16  152  1644   1  8
  609  19861   16  152  1019   1  8
  610  19861   16  152  1721   1  8
  611  19861   16  152  1440   1  8
  612  19861   16  152  1898   1  8
  613  19861   16  152  1040   1  8
  614  19861   16  152   758   1  8
  615  19861   16  152  2347   1  8
  616  19861   16  152   653   1  8
  617  19861   16  152  1532   1  8
  618  19861   16  152  1185   1  8
  619  19861   16  152  1119   1  8
  620  19861   16  152  1473   1  8
  621  19861   16  152   746   1  8
  622  19861   16  152  4707   1  8
  623  19861   16  152  1288   1  8
  624  19861   16  152   990   1  8
  625  19861   16  152  5646   1  8
  626  19861   16  152   976   1  8
  627  19861   16  152  1406   1  8
  628  19861   16  152  1399   1  8
  629  19861   16  152  3418   1  8
  630  19875   17    8   985  35 34
  631  19875   17    8  4864  35 34
  632  19875   17    8  2825  35 34
  633  19875   17    8  2170  35 34
  634  19875   17    8  2844  35 34
  635  19875   17    8  1265  35 34
  636  19875   17    8  1188  35 34
  637  19875   17    8  2127  35 34
  638  20433   18   23  1958   1  8
  639  20433   18   23  3080   1  8
  640  20433   18   23  3268   1  8
  641  20433   18   23  2328   1  8
  642  20433   18   23  2585   1  8
  643  20433   18   23  1818   1  8
  644  20433   18   23   822   1  8
  645  20433   18   23   796   1  8
  646  20433   18   23  1816   1  8
  647  20433   18   23  1102   1  8
  648  20433   18   23  1820   1  8
  649  20433   18   23  2514   1  8
  650  20433   18   23  1447   1  8
  651  20433   18   23  2154   1  8
  652  20433   18   23  5156   1  8
  653  20433   18   23  2963   1  8
  654  20433   18   23   693   1  8
  655  20433   18   23  1570   1  8
  656  20433   18   23  1259   1  8
  657  20433   18   23  3313   1  8
  658  20433   18   23  7285   1  8
  659  20433   18   23   899   1  8
  660  20433   18   23  1745   1  8
  661  20502   19    5   740   8 24
  662  20502   19    5   685   8 24
  663  20502   19    5  1387   8 24
  664  20502   19    5  1587   8 24
  665  20502   19    5  3029   8 24
  666  20626   20    1    46   2 20
  667  20632   21   82  7437   4 41
  668  20632   21   82   748   4 41
  669  20632   21   82  1046   4 41
  670  20632   21   82   391   4 41
  671  20632   21   82  1207   4 41
  672  20632   21   82  4359   4 41
  673  20632   21   82  2523   4 41
  674  20632   21   82   705   4 41
  675  20632   21   82  2008   4 41
  676  20632   21   82  2407   4 41
  677  20632   21   82  2151   4 41
  678  20632   21   82  4053   4 41
  679  20632   21   82  1454   4 41
  680  20632   21   82  1004   4 41
  681  20632   21   82   842   4 41
  682  20632   21   82  1203   4 41
  683  20632   21   82  1327   4 41
  684  20632   21   82  1025   4 41
  685  20632   21   82  1489   4 41
  686  20632   21   82  1226   4 41
  687  20632   21   82  2270   4 41
  688  20632   21   82   499   4 41
  689  20632   21   82  1638   4 41
  690  20632   21   82   610   4 41
  691  20632   21   82  6395   4 41
  692  20632   21   82   857   4 41
  693  20632   21   82   848   4 41
  694  20632   21   82  1836   4 41
  695  20632   21   82   547   4 41
  696  20632   21   82  2672   4 41
  697  20632   21   82  1684   4 41
  698  20632   21   82   133   4 41
  699  20632   21   82   675   4 41
  700  20632   21   82  4800   4 41
  701  20632   21   82  1189   4 41
  702  20632   21   82  3019   4 41
  703  20632   21   82  1072   4 41
  704  20632   21   82  2121   4 41
  705  20632   21   82   887   4 41
  706  20632   21   82   636   4 41
  707  20632   21   82  5730   4 41
  708  20632   21   82  1381   4 41
  709  20632   21   82   447   4 41
  710  20632   21   82  2539   4 41
  711  20632   21   82  8495   4 41
  712  20632   21   82   437   4 41
  713  20632   21   82   784   4 41
  714  20632   21   82  5863   4 41
  715  20632   21   82   913   4 41
  716  20632   21   82  1902   4 41
  717  20632   21   82   870   4 41
  718  20632   21   82  6283   4 41
  719  20632   21   82  3424   4 41
  720  20632   21   82  3977   4 41
  721  20632   21   82   730   4 41
  722  20632   21   82   499   4 41
  723  20632   21   82  3957   4 41
  724  20632   21   82  1025   4 41
  725  20632   21   82  6065   4 41
  726  20632   21   82  1580   4 41
  727  20632   21   82  1097   4 41
  728  20632   21   82   792   4 41
  729  20632   21   82   771   4 41
  730  20632   21   82  2804   4 41
  731  20632   21   82  2093   4 41
  732  20632   21   82   175   4 41
  733  20632   21   82  1430   4 41
  734  20632   21   82  1620   4 41
  735  20632   21   82   868   4 41
  736  20632   21   82  1310   4 41
  737  20632   21   82  7231   4 41
  738  20632   21   82  1210   4 41
  739  20632   21   82   875   4 41
  740  20632   21   82  4432   4 41
  741  20632   21   82   798   4 41
  742  20632   21   82 11271   4 41
  743  20632   21   82  2094   4 41
  744  20632   21   82  1978   4 41
  745  20632   21   82  2647   4 41
  746  20632   21   82   831   4 41
  747  20632   21   82   492   4 41
  748  20632   21   82  3884   4 41
  749  20641   22   10   264   3 32
  750  20641   22   10  1057   3 32
  751  20641   22   10  4699   3 32
  752  20641   22   10   903   3 32
  753  20641   22   10  1744   3 32
  754  20641   22   10  1123   3 32
  755  20641   22   10   795   3 32
  756  20641   22   10 10629   3 32
  757  20641   22   10  3454   3 32
  758  20641   22   10   692   3 32
  759  21671   23    1     7 113 30
  760  21674   24    1    51   1  8
  761  21684   25   30  1680  35 34
  762  21684   25   30  2435  35 34
  763  21684   25   30  1262  35 34
  764  21684   25   30  3313  35 34
  765  21684   25   30  3045  35 34
  766  21684   25   30   736  35 34
  767  21684   25   30   451  35 34
  768  21684   25   30  1710  35 34
  769  21684   25   30  3320  35 34
  770  21684   25   30  1950  35 34
  771  21684   25   30   466  35 34
  772  21684   25   30  4150  35 34
  773  21684   25   30  1087  35 34
  774  21684   25   30 10268  35 34
  775  21684   25   30  1440  35 34
  776  21684   25   30  5544  35 34
  777  21684   25   30   405  35 34
  778  21684   25   30  1546  35 34
  779  21684   25   30  1708  35 34
  780  21684   25   30   928  35 34
  781  21684   25   30  4118  35 34
  782  21684   25   30  1552  35 34
  783  21684   25   30   369  35 34
  784  21684   25   30   313  35 34
  785  21684   25   30  1712  35 34
  786  21684   25   30  2098  35 34
  787  21684   25   30   354  35 34
  788  21684   25   30  2584  35 34
  789  21684   25   30   300  35 34
  790  21684   25   30   594  35 34
  791  21700   26   62   341  84 17
  792  21700   26   62  1553  84 17
  793  21700   26   62  1230  84 17
  794  21700   26   62  1069  84 17
  795  21700   26   62  1622  84 17
  796  21700   26   62   776  84 17
  797  21700   26   62   652  84 17
  798  21700   26   62  1525  84 17
  799  21700   26   62  2363  84 17
  800  21700   26   62  7078  84 17
  801  21700   26   62  4344  84 17
  802  21700   26   62  4216  84 17
  803  21700   26   62  2284  84 17
  804  21700   26   62   244  84 17
  805  21700   26   62  1495  84 17
  806  21700   26   62  1826  84 17
  807  21700   26   62  4623  84 17
  808  21700   26   62   838  84 17
  809  21700   26   62  1111  84 17
  810  21700   26   62   907  84 17
  811  21700   26   62  3070  84 17
  812  21700   26   62  6503  84 17
  813  21700   26   62  1809  84 17
  814  21700   26   62   802  84 17
  815  21700   26   62   716  84 17
  816  21700   26   62   839  84 17
  817  21700   26   62  2706  84 17
  818  21700   26   62  8415  84 17
  819  21700   26   62  1506  84 17
  820  21700   26   62  5859  84 17
  821  21700   26   62   475  84 17
  822  21700   26   62  1135  84 17
  823  21700   26   62   936  84 17
  824  21700   26   62  1449  84 17
  825  21700   26   62  1739  84 17
  826  21700   26   62   771  84 17
  827  21700   26   62  3105  84 17
  828  21700   26   62  2399  84 17
  829  21700   26   62  1165  84 17
  830  21700   26   62   968  84 17
  831  21700   26   62  1808  84 17
  832  21700   26   62  2622  84 17
  833  21700   26   62  1619  84 17
  834  21700   26   62  2974  84 17
  835  21700   26   62  3932  84 17
  836  21700   26   62   735  84 17
  837  21700   26   62  2053  84 17
  838  21700   26   62  2969  84 17
  839  21700   26   62  1037  84 17
  840  21700   26   62  1577  84 17
  841  21700   26   62  1857  84 17
  842  21700   26   62   452  84 17
  843  21700   26   62   810  84 17
  844  21700   26   62  3200  84 17
  845  21700   26   62   845  84 17
  846  21700   26   62  2168  84 17
  847  21700   26   62   499  84 17
